x1,x2,x3,x4,x5,x6,x7,x8,x9,target,iteration
-10.042617,9.113893,4.868193,24.041426,-6.0235806,0.66619074,-0.7384412,1.3047519,-9.172533,-18.49419,43
-11.986853,5.507527,3.290413,-7.54924,-10.212719,-0.19730665,-0.39174405,-12.370984,-10.050501,-17.93487,44
-15.910052,6.0934424,4.6256323,3.5424626,-23.550423,1.209912,2.5814192,0.07989377,-9.189186,-19.248661,45
-12.7385435,-3.6774552,4.357933,3.0961547,-7.6488023,2.9123096,7.448059,-2.5112326,-11.319344,-17.17694,46
-14.264865,-15.554368,6.3466506,2.8885825,-6.0070176,3.0600786,15.782808,-13.4030485,-14.280067,-19.645538,47
-11.828555,-0.40324304,-2.6373508,14.106944,-8.328387,3.5015922,11.844778,-1.5878614,-11.872662,-18.472107,48
-6.8992577,0.054671608,5.963498,-4.3166,-6.1983433,2.1202555,2.8285475,11.11686,-10.779669,-15.6820135,49
-0.55750835,0.07499181,4.744451,-9.518273,-3.8359709,0.40169552,3.8715255,11.335532,-11.314465,-16.606342,50
-7.810393,2.953029,6.279655,-8.284839,-5.02357,13.999846,4.8796906,14.928471,-14.755515,-18.235268,51
-9.518614,0.8891684,6.7440968,-6.3559794,-4.962223,-0.6944958,4.3897605,16.427313,-20.877222,-19.216942,52
-6.816525,-8.888536,16.310137,-5.9893546,-4.409872,-0.052369904,5.641895,13.648122,-7.102416,-18.177637,53
-6.1378965,9.580195,1.579176,-9.160269,-6.3979955,4.131841,4.2038765,15.318948,-7.9646072,-17.73965,54
-6.096055,-1.2879655,3.766352,-29.354107,-2.2258313,-1.8157748,2.3873827,32.768,-7.6736245,-20.800182,55
2.894267,-6.0344787,3.1477625,-7.7248874,-4.5194845,-5.4211082,-0.09340398,2.8578498,-7.3821774,-14.266606,56
8.340703,-0.92695004,-11.6519165,-1.4270165,7.9377317,-8.522135,-1.8139784,-17.876514,-4.100824,-18.134129,57
6.374101,-12.429504,-0.4269898,-8.347166,-3.7064166,-10.210292,-1.6284087,1.5913649,-5.2398505,-16.978447,58
4.011024,-0.09887294,6.1881914,-19.530165,-6.0374665,-9.022182,-1.555944,0.6613419,-4.5601506,-17.598068,59
4.2247925,-2.6715164,3.555447,4.0696507,1.9161365,4.85645,-0.38188055,2.2147653,-6.5614395,-12.387481,60
2.253566,4.1514387,-7.463911,-1.9938186,2.4530728,2.8135054,-3.9901338,0.5276082,-6.5933075,-13.096889,61
2.1396978,-11.7083235,7.6602397,-0.081807084,4.654015,3.3312786,0.2590142,0.66275805,1.673986,-14.684612,62
3.0638206,1.0564848,18.208267,3.761997,3.0180864,-3.4580956,3.9239936,2.7059946,-0.42691585,-16.207302,63
6.1181397,-10.514731,2.3547304,0.5631139,4.4047112,6.333272,-6.925307,-0.5296814,-11.221601,-16.62073,64
0.8553023,-1.0960472,-3.769566,7.1317225,2.399216,9.748466,-0.29828355,3.93335,-2.47094,-13.604873,65
6.710822,-1.1211417,-16.419992,-2.6401012,4.8431606,3.9201367,-0.6397524,0.2312628,6.0660853,-16.345436,66
1.8733331,7.350547,-32.768,-3.075901,3.511119,4.892728,-0.19873762,1.0238384,-7.1229687,-19.40332,67
4.32987,3.1883137,0.38638714,2.7606962,9.460031,-9.728172,-1.6527385,3.2810338,-3.3704488,-14.994809,68
5.676805,0.3301681,0.090380654,7.144476,-7.9471493,2.5256598,-1.1831733,2.5294898,-3.4031203,-13.477512,69
4.950763,2.9176223,0.99568504,2.921209,16.76363,6.450056,-0.34945628,1.1023473,-5.0686064,-15.82442,70
3.6364408,2.2961514,1.8126737,0.8848002,-1.0215805,7.9472814,-2.1715128,-0.42383754,-0.75569075,-10.960431,71
6.681293,1.6882902,1.8469023,-0.92990166,-0.46293032,10.460408,-20.80346,-8.605988,4.208545,-18.378944,72
4.413382,5.2993894,2.570851,-1.1426603,-1.1965483,16.245432,-1.0175716,-3.1305437,1.8947827,-15.651223,73
2.6112812,3.1297824,3.1645694,1.7110575,0.91318953,2.102609,-4.211724,-5.3906846,3.557711,-11.206499,74
3.7210987,3.3228896,2.8297155,2.128887,1.0827323,2.414587,-4.1845145,32.768,3.6147196,-19.594463,75
1.6579679,2.5136018,2.352186,2.9698277,0.31146055,3.1768234,-1.6435125,-2.4197457,4.551418,-10.255208,76
0.34036174,3.6020055,3.0022528,2.3354945,0.48394015,4.320195,-0.6415075,0.5674327,12.0839405,-14.080408,77
1.3193257,2.9061842,1.1518213,3.2397346,0.4579055,2.6213496,1.5666281,-6.4104743,-0.020749647,-10.531752,78
2.7370095,4.904423,1.8206412,8.627236,1.7125641,2.6903772,-0.54051465,-5.171305,0.34255788,-12.91785,79
0.19435422,0.60647404,0.9070769,-1.5407546,-2.4306383,1.7692373,0.43233633,-3.028947,0.94736904,-7.218444,80
-1.4793222,0.33130106,-0.18391696,-2.5815482,-4.3513956,0.9595125,-0.3872799,-4.1064086,2.501094,-9.60538,81
0.8341501,-0.4401344,-0.44630474,-6.1803927,-4.4535284,2.425111,14.739424,-5.2851877,2.1158714,-15.816975,82
-1.195974,-3.7657523,0.26250622,-4.287626,-11.041274,4.8518357,-3.4532254,-12.146867,1.4401003,-15.834004,83
-1.0406494,-32.768,-1.5247607,-2.6383345,-2.4885454,2.704668,-2.647287,-5.692986,0.06666841,-19.793686,84
-2.2285793,-4.8433027,-3.8380756,-0.34412062,-1.881335,2.2019012,-2.6476493,-7.6277776,0.55500644,-12.057906,85
-2.7791064,6.5594606,2.5395951,-6.7037263,2.4390886,-1.4982009,0.98479563,0.6688506,2.601854,-12.414153,86
3.8789508,9.829085,1.0494483,-2.1377022,-4.00023,-3.0916648,-0.38059503,-4.4591103,3.0866718,-12.859977,87
10.755692,-1.2028656,2.3282757,-3.967709,-2.0423472,-1.5797757,0.5178199,-0.8809931,4.3474994,-13.212305,88
-2.1980226,-1.0370872,-1.4344088,1.9585742,-4.648807,-6.816542,0.70582986,2.119769,3.9461155,-11.136669,89
-4.892688,4.66654,32.768,32.768,-26.03151,-26.98354,-0.26459682,-32.768,9.657635,-21.275204,90
-0.4257362,0.059378114,1.6520526,-2.1571522,-1.5551382,0.9468976,-0.6014847,-0.7789203,0.80294585,-5.947982,91
-1.5494361,-1.9406404,4.5695124,-5.117891,-1.6278925,0.30405298,-2.4886901,1.1663239,0.5090455,-10.235383,92
-0.6881223,0.15595438,0.68869466,-1.8776108,-1.1213547,0.87513477,-0.5540267,-0.061914157,0.73566157,-4.802499,93
-1.0519533,0.041697554,-0.6364656,-1.7258197,-0.91629386,1.3729261,-0.43815258,2.5324597,0.7459036,-6.2559633,94
-0.44413313,-0.2962007,-6.8730907,-2.9758494,-3.9942648,0.7217635,-4.0016756,5.785203,2.8519235,-11.967444,95
-3.7876885,-1.6599954,-1.6686196,0.20464703,4.6085567,1.7378256,5.3286834,5.759546,0.60470223,-11.90248,96
-0.14584152,0.13246648,1.028045,-1.945752,-1.3353559,1.1376164,0.3221128,0.53636104,0.19571304,-4.9432898,97
-0.14570194,3.7653677,0.4494195,0.27466002,-0.34070355,0.15100604,-5.167759,1.6130319,-2.5986829,-9.4226055,98
0.23140597,0.9067598,0.81778467,-1.5269368,-8.392494,2.0437274,3.6062217,2.6177328,-0.40569445,-11.579328,99
-1.4102515,-0.8448463,-3.3364048,1.8866034,-1.5265311,0.39951354,4.016867,2.8018956,-0.8041936,-8.919975,100
