Unnamed: 0,0,0.1,0.1778279410038923,0.31622776601683794,0.5623413251903491,1.0,Function,Hypotheses
9,0.8658719818686939,0.8670412558089351,0.8373822328689411,0.8297755426360169,0.8248693730408622,0.8248693730408622,Branin_d2,Good
10,0.816180837340279,0.8143958782114502,0.8122296409190953,0.8136473139812624,0.8122911280746944,0.8122911280746944,Branin_d2,Good
11,0.8107512407638156,0.810889686958616,0.8091595467764092,0.8097926750728188,0.808927794557922,0.808927794557922,Branin_d2,Good
12,0.8005107456786693,0.801221645839,0.8009887329281973,0.8005766702615686,0.8068996424687231,0.808927794557922,Branin_d2,Good
13,0.7995905078571411,0.8001628984688478,0.8000778442346441,0.8001068374222605,0.8068996424687231,0.808927794557922,Branin_d2,Good
14,0.7975079260175264,0.7991405484446393,0.7994273759979987,0.7992561583831346,0.7988817143745959,0.7996609002378496,Branin_d2,Good
15,0.7969789785354312,0.7973456139371831,0.7971361361480739,0.7987463113372745,0.7984881693820587,0.7984645371661878,Branin_d2,Good
16,0.7968237610140436,0.7968603521263271,0.7969484160946444,0.7973691865209296,0.79685071604144,0.7968458554904498,Branin_d2,Good
17,0.7964131266870023,0.7964256772396325,0.7965332411165084,0.7966290128619671,0.7963202856609728,0.7963200319178749,Branin_d2,Good
18,0.7963870011565594,0.7962549407673931,0.7963625046442689,0.7963732365460527,0.7962552578786128,0.7962550041355151,Branin_d2,Good
19,0.7962677000094887,0.7962438144295976,0.7963497687957927,0.7963600401435785,0.7962552168835103,0.7962550041355151,Branin_d2,Good
20,0.7961376724051247,0.7960682760991631,0.7961742304653583,0.7963144806046201,0.7962428647298999,0.7962426519819047,Branin_d2,Good
21,0.7961284624594794,0.7960652610642553,0.7961742304653583,0.7962894496086882,0.7962428647298999,0.7962426519819047,Branin_d2,Good
22,0.7961261544253426,0.7960591109756552,0.7961485089627186,0.7962617617753576,0.7962401227454482,0.796239909997453,Branin_d2,Good
23,0.7961261544253426,0.79605583862675,0.7961452366138133,0.7962555535425505,0.7962147266751952,0.7962145139272,Branin_d2,Good
24,0.7959661793107818,0.79605583862675,0.7961452366138133,0.7962555535425505,0.7962147266751952,0.7962145139272,Branin_d2,Good
25,0.7959566477569349,0.7960186694885725,0.7961064815863296,0.7960949678707673,0.796035584717395,0.7960369578587061,Branin_d2,Good
26,0.79594980969482,0.795980593099556,0.7960684051973133,0.7960821059256207,0.7960258409818642,0.7960272141231753,Branin_d2,Good
27,0.795934561711422,0.7959554291951221,0.7960542824369783,0.7960679831652857,0.7960117182215294,0.7960130913628405,Branin_d2,Good
28,0.795927699283189,0.7959483327836009,0.7960237512090452,0.7960405945277881,0.7960117182215294,0.7960130913628405,Branin_d2,Good
29,0.795927699283189,0.7959393546877689,0.7960147731132131,0.7960187276523479,0.7960117182215294,0.7960130913628405,Branin_d2,Good
30,0.7959232297115878,0.7959329098681891,0.7960083282936334,0.7960097997541741,0.7960117182215294,0.7960130913628405,Branin_d2,Good
31,0.7959049408703339,0.7959329098681891,0.7960083282936334,0.7959978111979991,0.7959997296653546,0.7960011028066655,Branin_d2,Good
32,0.7959025137717143,0.7959329098681891,0.7960083282936334,0.7959967505972753,0.7959997296653546,0.7960011028066655,Branin_d2,Good
33,0.7958860362929473,0.795921254020867,0.7959966724463111,0.7959841052604613,0.7959682451854443,0.7959687632567833,Branin_d2,Good
34,0.7958833635118073,0.7958840988576762,0.7959966724463111,0.7958541425165493,0.7958382824415322,0.7958388005128713,Branin_d2,Good
35,0.7958454500513517,0.7958509180338383,0.795972085891966,0.7958413818179979,0.7958349671613278,0.7958388005128713,Branin_d2,Good
36,0.7958454500513517,0.7958501598244379,0.7959713276825655,0.7958405532410682,0.7958347296639048,0.7958385630154481,Branin_d2,Good
37,0.7958431132361705,0.7958501598244379,0.7959713276825655,0.7958405532410682,0.7958347296639048,0.7958385630154481,Branin_d2,Good
38,0.7958431132361705,0.7958416322819636,0.7959704255147608,0.7958396510732635,0.7958338274961001,0.7958376608476435,Branin_d2,Good
39,0.7958430632051107,0.7958319246477261,0.7959704255147608,0.7958396510732635,0.7958324460145493,0.7958362793660925,Branin_d2,Good
40,0.7958430632051107,0.7958306637642709,0.7959691646313056,0.7958383901898083,0.795828190403521,0.7958320237550642,Branin_d2,Good
41,0.7958270854000754,0.7958296331924282,0.7959681340594629,0.7958257295445836,0.7958155297582964,0.7958192660687056,Branin_d2,Good
42,0.7958232705407996,0.7958274594058643,0.7958953854334723,0.7958257295445836,0.7958155297582964,0.7958192660687056,Branin_d2,Good
43,0.7958232705407996,0.795823323123675,0.795829418096213,0.7958235799438341,0.7958140068892321,0.7958177431996413,Branin_d2,Good
44,0.795820140825449,0.7958204787750872,0.7958273000357298,0.7958235799438341,0.7958140068892321,0.7958177431996413,Branin_d2,Good
45,0.7958182263841687,0.7958190487307715,0.7958258699914139,0.7958221498995183,0.7958125768449165,0.7958177431996413,Branin_d2,Good
46,0.7958182263841687,0.7958176302120562,0.7958244514726986,0.795820731380803,0.795811158326201,0.7958177431996413,Branin_d2,Good
47,0.7958168539826325,0.7958176302120562,0.7958244514726986,0.795820731380803,0.795811158326201,0.7958177431996413,Branin_d2,Good
48,0.7958149806059784,0.795815981993509,0.7958228032541516,0.7958190831622559,0.7958095101076539,0.7958160949810941,Branin_d2,Good
49,0.7958144563302815,0.795815981993509,0.7958228032541516,0.7958190831622559,0.7958095101076539,0.7958160949810941,Branin_d2,Good
50,0.79580937799778,0.795815981993509,0.7958071667347679,0.7958190831622559,0.7958095101076539,0.7958160949810941,Branin_d2,Good
51,0.7958041775349438,0.7958083691435156,0.7958042937963234,0.7958120150387773,0.7958095101076539,0.7958160949810941,Branin_d2,Good
52,0.7958041775349438,0.7958083526554789,0.7958042937963234,0.7958120150387773,0.7958095101076539,0.7958160949810941,Branin_d2,Good
53,0.7957938070241999,0.7958061721044769,0.7958021132453215,0.7958098344877753,0.7958095101076539,0.7958160949810941,Branin_d2,Good
54,0.7957938070241999,0.7958051676663629,0.7958011088072074,0.7958063235801192,0.7958055514883998,0.7958116886502422,Branin_d2,Good
0,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,Sphere_d2,Good
1,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,Sphere_d2,Good
2,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,Sphere_d2,Good
3,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,0.7119162762865265,Sphere_d2,Good
4,0.6884938538088656,0.6884938538088656,0.6884938538088656,0.6884938538088656,0.6884938538088656,0.6884938538088656,Sphere_d2,Good
5,0.6856115899473615,0.6856115899473615,0.6856115899473615,0.6856115899473615,0.6856115899473615,0.6856115899473615,Sphere_d2,Good
6,0.4799482012039587,0.4799482012039587,0.4799482012039587,0.4799482012039587,0.4799482012039587,0.4799482012039587,Sphere_d2,Good
7,0.1986378733629385,0.1382822731177349,0.1144974655720151,0.1144974655720151,0.0862727734478581,0.0704481464959587,Sphere_d2,Good
8,0.0755416409344093,0.0726371496405007,0.0723022644364204,0.0723022644364204,0.0714782497893611,0.0457724483854411,Sphere_d2,Good
9,0.0415968655429514,0.0386923742490428,0.0383574890449625,0.0383574890449625,0.0375334743979032,0.0304859920205882,Sphere_d2,Good
10,0.0323269943490429,0.0300827329841598,0.0297478477800794,0.0297478477800794,0.0289238331330201,0.024187274711815,Sphere_d2,Good
11,0.0300926524157175,0.0278483910508343,0.027513505846754,0.027513505846754,0.0257492503374296,0.017225126567822,Sphere_d2,Good
12,0.0139992998966809,0.0095670688457361,0.0085587843208922,0.0085587843208922,0.0084417094679921,0.017225126567822,Sphere_d2,Good
13,0.0101466280869448,0.0057143970359999,0.0058034872964986,0.0060432436951149,0.0058520971761406,0.0152322530361749,Sphere_d2,Good
14,0.0050276976264046,0.004670493256385,0.0047595835168837,0.0050216333932893,0.0054915843722112,0.0060590801054894,Sphere_d2,Good
15,0.0022585721414341,0.0020086288379003,0.001997324488695,0.0020214524659592,0.0019692873053654,0.0036167692009362,Sphere_d2,Good
16,0.0013197004587513,0.001131421886128,0.0011122206730722,0.001099529457127,0.0010769176251897,0.0027782494377133,Sphere_d2,Good
17,0.0009024456377493,0.0008433132166269,0.0008301789788855,0.0008177003171443,0.0007945759481993,0.0010270777455826,Sphere_d2,Good
18,0.0003059521803521,0.0003085440484556,0.0003081845784914,0.0002957059167501,0.0002725815478051,0.0005232898688239,Sphere_d2,Good
19,0.0002099114388327,0.0002125033069362,0.000212143836972,0.0001996651752308,0.0001765408062858,0.0003289646202606,Sphere_d2,Good
20,0.0001709973444696,0.0001735892125731,0.0001732297426089,0.0001687981061537,0.0001456737372087,0.0001867892686537,Sphere_d2,Good
21,0.0001163460034025,0.000118937871506,0.0001198681178551,0.0001146252389463,0.0001153297876667,0.0001625570425563,Sphere_d2,Good
22,9.660978853562306e-05,9.920165663912066e-05,0.0001001319029883,0.0001015879334362,0.0001022924821567,0.000162084622956,Sphere_d2,Good
23,8.802522973672344e-05,9.061709784022102e-05,9.602937182715268e-05,9.748540227510584e-05,9.818995099554572e-05,0.0001225435414504,Sphere_d2,Good
24,7.603981107484484e-05,9.039294699204112e-05,9.580522097897276e-05,9.726125142692593e-05,9.704634682546084e-05,0.0001225435414504,Sphere_d2,Good
25,3.771908619578452e-05,5.207222211298081e-05,5.7484496099912446e-05,5.8940526547865607e-05,5.872562194640052e-05,9.898128301397408e-05,Sphere_d2,Good
26,3.635698083065955e-05,5.071011674785584e-05,5.481025927482247e-05,5.140728873301427e-05,4.2381925629091055e-05,6.433709818945851e-05,Sphere_d2,Good
27,3.635698083065955e-05,5.071011674785584e-05,5.481025927482247e-05,5.140728873301427e-05,4.2381925629091055e-05,4.6577347120626125e-05,Sphere_d2,Good
28,3.635698083065955e-05,5.071011674785584e-05,5.16527239119014e-05,4.82497533700932e-05,3.150423718549307e-05,4.6577347120626125e-05,Sphere_d2,Good
29,3.51406986594884e-05,4.674220326227468e-05,4.768481042632024e-05,4.428183988451204e-05,3.028795501432192e-05,4.5922224171624e-05,Sphere_d2,Good
30,3.51406986594884e-05,3.757482779555238e-05,3.851743495959794e-05,3.511446441778974e-05,2.6743321136662653e-05,4.248136207288439e-05,Sphere_d2,Good
31,3.51406986594884e-05,3.749571992744893e-05,3.8438327091494495e-05,3.503535654968629e-05,2.6743321136662653e-05,3.9563883743029386e-05,Sphere_d2,Good
32,3.51406986594884e-05,3.749571992744893e-05,3.8438327091494495e-05,3.503535654968629e-05,2.6743321136662653e-05,3.701771975982939e-05,Sphere_d2,Good
33,3.51406986594884e-05,3.749571992744893e-05,3.8438327091494495e-05,3.503535654968629e-05,2.6743321136662653e-05,2.952747293267405e-05,Sphere_d2,Good
34,2.4868589644255707e-05,2.722361091221624e-05,2.81662180762618e-05,2.794799409682872e-05,2.6743321136662653e-05,2.3370111031089004e-05,Sphere_d2,Good
35,2.23630492853776e-05,2.4718070553338128e-05,2.566067771738369e-05,2.5442453737950608e-05,2.6743321136662653e-05,2.3370111031089004e-05,Sphere_d2,Good
36,2.0210000738097e-05,2.2565022006057538e-05,2.3507629170103096e-05,2.5442453737950608e-05,2.6743321136662653e-05,2.3370111031089004e-05,Sphere_d2,Good
37,2.0210000738097e-05,2.2565022006057538e-05,2.3507629170103096e-05,2.5442453737950608e-05,2.6743321136662653e-05,2.3370111031089004e-05,Sphere_d2,Good
38,2.0210000738097e-05,2.05658414252884e-05,2.150844858933396e-05,2.3025736686444825e-05,2.432660408515687e-05,2.3370111031089004e-05,Sphere_d2,Good
39,2.0210000738097e-05,2.05658414252884e-05,2.150844858933396e-05,2.3025736686444825e-05,2.269547602842511e-05,2.147568744129089e-05,Sphere_d2,Good
40,1.9434129341515218e-05,1.978997002870661e-05,2.073257719275217e-05,2.2249865289863043e-05,2.269547602842511e-05,1.9317733917932336e-05,Sphere_d2,Good
41,1.750872424946553e-05,1.7864564936656927e-05,1.7357315323870022e-05,1.887460342098089e-05,2.0770070936375425e-05,1.7808596155611377e-05,Sphere_d2,Good
42,1.750872424946553e-05,1.7864564936656927e-05,1.7357315323870022e-05,1.887460342098089e-05,2.0770070936375425e-05,1.7459931017091048e-05,Sphere_d2,Good
43,1.737402077321137e-05,1.7864564936656927e-05,1.7357315323870022e-05,1.887460342098089e-05,2.0770070936375425e-05,1.7459931017091048e-05,Sphere_d2,Good
44,1.737402077321137e-05,1.7864564936656927e-05,1.7357315323870022e-05,1.887460342098089e-05,2.0542920155556568e-05,1.7426917241445126e-05,Sphere_d2,Good
45,1.723930925333444e-05,1.7729853416779996e-05,1.722260380399309e-05,1.887460342098089e-05,2.0542920155556568e-05,1.534966235830106e-05,Sphere_d2,Good
46,1.723930925333444e-05,1.7729853416779996e-05,1.6466205103098206e-05,1.8118204720086005e-05,1.978652145466168e-05,1.534966235830106e-05,Sphere_d2,Good
47,1.723930925333444e-05,1.7729853416779996e-05,1.6466205103098206e-05,1.7600839879368067e-05,1.9269156613943746e-05,1.4842825081919272e-05,Sphere_d2,Good
48,1.3540925670604164e-05,1.403146983404972e-05,1.5819019727617745e-05,1.6875090480662547e-05,1.9269156613943746e-05,1.4041377460881116e-05,Sphere_d2,Good
49,1.3540925670604164e-05,1.403146983404972e-05,1.5819019727617745e-05,1.6770217182586782e-05,1.9164283315867977e-05,1.4041377460881116e-05,Sphere_d2,Good
50,1.3540925670604164e-05,1.403146983404972e-05,1.5819019727617745e-05,1.6770217182586782e-05,1.9164283315867977e-05,1.327932173979543e-05,Sphere_d2,Good
51,1.3540925670604164e-05,1.403146983404972e-05,1.5819019727617745e-05,1.6770217182586782e-05,1.9164283315867977e-05,1.327932173979543e-05,Sphere_d2,Good
52,1.3540925670604164e-05,1.403146983404972e-05,1.5819019727617745e-05,1.6770217182586782e-05,1.9164283315867977e-05,1.323652235077956e-05,Sphere_d2,Good
53,1.278369874692044e-05,1.2792922091180592e-05,1.226846448478152e-05,1.5762244267099927e-05,1.865852307595241e-05,1.3142491549935476e-05,Sphere_d2,Good
54,1.1966262170592971e-05,1.1975485514853129e-05,1.145102790845405e-05,1.3516866707747574e-05,1.41954666562502e-05,1.3142491549935476e-05,Sphere_d2,Good
0,21.700552533793832,21.700552533793832,21.700552533793832,21.700552533793832,21.700552533793832,21.700552533793832,Ackley_d5,Poor
1,20.86633336673679,20.86633336673679,20.86633336673679,20.86633336673679,20.86633336673679,20.86633336673679,Ackley_d5,Poor
2,20.26940554984507,20.26940554984507,20.26940554984507,20.26940554984507,20.26940554984507,20.26940554984507,Ackley_d5,Poor
3,20.0979081350028,20.0979081350028,20.0979081350028,20.0979081350028,20.0979081350028,20.0979081350028,Ackley_d5,Poor
4,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,Ackley_d5,Poor
5,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,Ackley_d5,Poor
6,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,19.69614201156802,Ackley_d5,Poor
7,19.423889904160063,19.423889904160063,19.423889904160063,19.423889904160063,19.423889904160063,19.423889904160063,Ackley_d5,Poor
8,19.34201333962834,19.34201333962834,19.34201333962834,19.34201333962834,19.34201333962834,19.34201333962834,Ackley_d5,Poor
9,19.1959709008308,19.1959709008308,19.1959709008308,19.1959709008308,19.1959709008308,19.1959709008308,Ackley_d5,Poor
10,18.508853369441248,18.508853369441248,18.508853369441248,18.508853369441248,18.508853369441248,18.508853369441248,Ackley_d5,Poor
11,18.111125008241583,18.111125008241583,18.111125008241583,18.111125008241583,18.111125008241583,18.111125008241583,Ackley_d5,Poor
12,17.8875743431308,17.975880945588838,18.01890578932653,18.111125008241583,18.111125008241583,18.111125008241583,Ackley_d5,Poor
13,17.5210326031493,17.768196125380545,17.95620992444346,18.111125008241583,18.111125008241583,18.111125008241583,Ackley_d5,Poor
14,16.78158483620748,17.054927136154443,17.337362776032315,17.453307723875746,17.453307723875746,17.453307723875746,Ackley_d5,Poor
15,16.17617437597568,16.58433900530684,16.78957274458073,16.946139631914523,16.946139631914523,16.946139631914523,Ackley_d5,Poor
16,15.853896573037218,16.409699727245616,16.406906054086164,16.42385497661501,16.42385497661501,16.42385497661501,Ackley_d5,Poor
17,15.346088536270258,15.958052999292084,16.013292939605922,15.92062327159118,15.92062327159118,15.92062327159118,Ackley_d5,Poor
18,14.707378112362012,15.273811344810593,15.3231159963568,15.167466515473626,15.167466515473626,15.167466515473626,Ackley_d5,Poor
19,14.224365969185746,14.867472647446863,15.086442179521615,15.114386815808146,15.167466515473626,15.167466515473626,Ackley_d5,Poor
20,13.78248867141522,14.766429629493356,14.808705539000451,15.114386815808146,15.167466515473626,15.167466515473626,Ackley_d5,Poor
21,12.970250794171928,14.254145542942506,14.421109964326586,14.836694028771063,14.844248489314362,14.844248489314362,Ackley_d5,Poor
22,12.569538877026044,13.891362136977556,14.01884378076664,14.470044588246664,14.471856914134008,14.471856914134008,Ackley_d5,Poor
23,12.236477894171136,13.337428098199007,13.567377052643607,14.006255435351978,14.036518407081989,14.036518407081989,Ackley_d5,Poor
24,11.672831193909229,12.94108020202053,13.311739601157484,13.616515064079394,13.595763701661454,13.595763701661454,Ackley_d5,Poor
25,11.1992876865809,12.512127543633062,12.906584315311568,13.095264095351784,13.074512732933847,13.074512732933847,Ackley_d5,Poor
26,10.839916938597826,12.169991993988711,12.796779836448248,13.069725844181708,13.074512732933847,13.074512732933847,Ackley_d5,Poor
27,10.484121129259508,11.85765784427986,12.796779836448248,13.069725844181708,13.074512732933847,13.074512732933847,Ackley_d5,Poor
28,10.157546176571756,11.55916904063466,12.477052024938564,12.736764741911957,12.726274211358165,12.726274211358165,Ackley_d5,Poor
29,9.914899411067466,11.281180783868232,12.258750621611457,12.36267660361626,12.296196708627662,12.296196708627662,Ackley_d5,Poor
30,9.679709043825984,11.02939126977892,11.812154665948103,12.161300904396445,12.073745302377931,12.073745302377931,Ackley_d5,Poor
31,9.464751446915407,10.82289228287684,11.580585140579208,11.839938471127102,11.71744806078831,11.71744806078831,Ackley_d5,Poor
32,9.250354385543035,10.766732641597816,11.397050426246643,11.543950513865797,11.439731032875818,11.439731032875818,Ackley_d5,Poor
33,9.184951331634716,10.560095247546158,11.318215344992709,11.53199149722463,11.439731032875818,11.439731032875818,Ackley_d5,Poor
34,8.987508814838035,10.354645284796026,11.220006037088504,11.53199149722463,11.439731032875818,11.439731032875818,Ackley_d5,Poor
35,8.680980825164655,10.22103590331646,10.99223050709328,11.367347081624048,11.258646773545134,11.258646773545134,Ackley_d5,Poor
36,8.539601670786794,10.071405554857822,10.85451213999055,11.305660032303392,11.18308282524492,11.18308282524492,Ackley_d5,Poor
37,8.23230408918354,9.882605775749594,10.759387075274644,11.15911555390196,11.02618472738464,11.02618472738464,Ackley_d5,Poor
38,8.070854901047156,9.773812855125993,10.66436026473342,10.998285002642133,10.865674676165806,10.865674676165806,Ackley_d5,Poor
39,7.981621342518636,9.658800292108191,10.588242178173411,10.756206412764598,10.62359608628827,10.62359608628827,Ackley_d5,Poor
40,7.779877466408567,9.594196346109694,10.32373471299272,10.666644639886858,10.62359608628827,10.62359608628827,Ackley_d5,Poor
41,7.667761483617776,9.574740668510524,10.244301341466567,10.666644639886858,10.62359608628827,10.62359608628827,Ackley_d5,Poor
