x1,x2,x3,x4,x5,target,iteration
-17.53623,3.7109303,-9.803252,9.973386,-32.768,-21.110664,59
9.185883,6.0990434,3.6376722,21.95142,18.72381,-20.170769,60
9.936876,11.008422,-2.5884318,-1.9850467,-32.768,-20.380856,61
5.5573378,-13.4382105,0.5699474,7.223532,-32.768,-21.351181,62
-8.56338,1.1386672,-0.019621307,-18.874704,-32.1576,-20.583736,63
1.1098807,-1.1569538,-21.537569,-6.8005123,-28.95298,-20.588867,64
-19.430788,8.483341,-7.9375587,-0.5070764,18.21067,-20.524216,65
-32.768,15.39417,7.7623386,-17.80014,-7.453005,-21.460793,66
-0.03364062,0.21853392,-0.9608397,-0.94796467,-0.10810339,-2.8599539,67
0.25166473,0.088607945,-1.1567065,-1.4314529,-0.10024727,-4.492406,68
19.570644,1.0777879,-1.3615024,-1.5752627,-0.19469215,-18.503532,69
2.407905,25.07522,6.7065997,-17.024876,10.023098,-20.22334,70
0.71254694,0.501247,-1.1581839,-1.1262879,-0.08812557,-4.560815,71
-9.988379,6.885455,14.739552,2.7363267,-27.272667,-20.372086,72
14.307905,24.385876,12.723468,-0.46424282,23.283302,-21.483223,73
4.7523346,12.0548115,1.9593829,27.844498,2.1633358,-19.629097,74
7.229413,5.884586,-13.006379,-14.5720625,21.72378,-20.253757,75
32.768,4.938219,-0.43804672,-7.258775,24.794182,-21.18319,76
0.87203276,0.7296056,-1.128004,-0.9196848,-0.10471038,-3.972684,77
1.4973933,10.793942,13.222713,18.472689,-9.386723,-20.281403,78
-17.465174,5.010485,0.36632767,24.233713,10.64702,-20.791256,79
-26.921303,-9.240844,3.219539,-3.5371976,-25.938251,-20.855145,80
-13.37014,21.985117,12.607873,13.36619,0.90888774,-20.594345,81
1.1718491,1.0584075,-1.1461444,-0.7383528,-0.17019127,-4.510522,82
17.508724,12.158251,-13.808391,21.773829,-4.2656956,-20.747517,83
-19.314608,-18.302734,9.067287,1.9862385,5.3363585,-20.036797,84
-10.351859,-1.5132917,22.646778,5.283673,-7.5837903,-20.346645,85
-18.96476,25.199217,1.6010866,-2.0610511,8.994303,-20.044102,86
6.3028893,19.04073,-21.156124,-12.071655,1.3856415,-20.223328,87
7.513095,-3.929285,10.388367,23.476332,4.5056143,-20.42905,88
-25.115593,20.87863,-16.493475,-5.054598,-8.368507,-20.883877,89
3.4796336,-5.5147367,0.5067465,-8.595845,15.345947,-18.568512,90
-1.7993331,-11.938167,2.2750814,-15.577971,26.76783,-20.640053,91
18.720222,-14.937348,-7.0449023,-16.329645,14.943785,-20.167435,92
8.279691,-19.013914,10.085425,-3.2970178,16.896158,-19.649082,93
17.112791,-5.968042,13.719674,-17.030138,17.285301,-20.10836,94
4.0989637,-1.2331829,7.422669,0.70947456,26.330265,-20.169926,95
1.1203628,1.1066328,-1.1107515,-0.6463979,-0.18538289,-4.5433455,96
7.594162,-15.041625,-9.072424,0.31566122,23.309864,-20.316422,97
3.7487268,-6.4094687,32.768,-11.251512,0.17864746,-20.938377,98
-9.777208,-21.064394,-2.9145186,-12.056588,12.047852,-19.061451,99
1.0754374,1.1184355,-1.0720886,-0.6034759,-0.18757378,-4.45255,100
