x1,x2,x3,x4,x5,target,iteration
0.89778775,-0.5813884,0.2746223,-1.2164607,0.0009268917,-4.234067,75
-18.657545,1.2248724,6.8261714,0.2631659,-10.776466,-19.046646,76
-32.768,-0.06817969,-21.268995,5.821843,5.5009103,-21.083069,77
-2.8252978,-14.225049,2.9860196,22.312422,-4.9341283,-19.432579,78
-5.5836573,-0.8399768,-15.081327,-12.848783,12.469062,-19.368523,79
-4.6566205,-17.231943,16.839754,-1.6243876,-12.136928,-19.990246,80
1.6007899,-0.23430054,0.23965274,-1.7124007,0.5325013,-5.9311304,81
-1.2980669,-0.6959112,1.1896044,0.2573405,-0.065030895,-4.7317247,82
24.410603,-14.046265,6.9788213,2.1424456,-15.465194,-20.506058,83
30.81962,7.6380115,8.282517,-0.67044365,-6.770942,-20.863468,84
5.6551366,-11.930887,13.393493,22.308804,-17.411604,-21.041756,85
-1.7778368,7.6156,-13.122558,-11.3626795,-18.594095,-20.102295,86
-11.793675,1.955801,-8.336895,-10.4443245,26.163246,-20.485931,87
-6.2402453,16.312885,-3.0434265,9.565719,-15.893935,-19.595993,88
-3.6143234,4.292837,-27.978605,-27.173204,8.844616,-20.957893,89
4.610046,-28.774256,3.3085444,12.630275,-6.53814,-21.04398,90
-17.865948,-3.3076882,24.520613,7.3258867,-14.451765,-21.150856,91
9.634531,-9.438806,25.488003,-16.254528,-15.350832,-21.42686,92
4.351321,8.180867,-5.1354713,15.532286,26.922596,-20.576763,93
-0.7476669,-0.7156436,0.9984781,1.1629951,-0.09933725,-4.2489557,94
10.659813,-21.661581,5.1221485,-17.400818,-12.084924,-20.685295,95
-1.3584722,-0.5953653,1.1856234,-0.18123636,-0.014459768,-4.7823343,96
10.081458,-5.2475786,-8.094109,5.2275915,-24.105398,-19.434914,97
-10.337588,-0.3275319,-28.705776,2.8894122,15.961625,-20.709549,98
-26.010006,0.88530815,-15.381898,-21.542355,11.028062,-20.862717,99
7.5682783,-14.165347,-12.592757,25.594868,-15.734707,-21.292599,100
