x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,target,iteration
-2.687667,-2.5930462,0.33657894,1.3088605,-0.8964231,3.4610677,-5.0,0.40765056,1.0696216,-0.74232584,-2.5738747,1.9213533,-5.0,10.0,-138359.81,42
-0.9815542,-0.11786318,-1.4407887,1.7163247,1.6343716,3.23818,10.0,1.508334,0.8152572,-0.2549022,-1.924757,2.7333148,-5.0,10.0,-1009618.06,43
-1.0549222,-2.962051,-0.31637287,2.501264,-0.71256804,2.1314235,-0.1540522,0.54684055,1.8512878,0.9532164,-1.2329649,1.8590468,-2.6025195,1.9767646,-25197.19,44
-2.797058,-2.8324633,-0.08415274,2.719363,-0.29423594,3.157109,0.37742722,0.44401094,1.2837852,-2.1828253,-3.258958,1.6988394,-3.645447,-0.8081626,-74938.23,45
-2.2712736,-3.0084662,-0.87440526,-1.2977481,-1.9842376,2.066927,0.62610245,0.2985086,1.8386248,0.70825875,-0.5078017,1.9414269,-3.9271955,5.9237695,-36399.055,46
-1.4767014,-2.8481805,-1.1168312,1.3547899,-1.2899266,2.4719758,0.246835,0.9365531,1.7858372,0.8733388,-3.0653763,2.1008577,-3.587648,4.413847,-36639.348,47
-2.0003698,-2.92747,-1.088217,6.2831097,0.09360153,2.679602,-0.13968267,0.6145186,1.9441048,-1.0266514,2.5874472,2.1263251,-4.785287,3.0667853,-230919.4,48
-5.0,-3.041725,-0.07673907,-1.3089564,-4.055998,2.7763093,1.5392884,-0.7022308,-0.23060387,-1.773039,-1.934738,1.7067738,-2.634701,6.443568,-120891.16,49
-2.3072171,-2.9292853,-0.80415434,1.6037327,0.15808684,2.322594,-0.25962856,0.92211354,2.2344396,0.45779324,-1.8402506,2.1919527,-4.83956,2.9626267,-74137.55,50
-1.1298325,-2.532764,-0.47467688,6.610406,-2.1576765,1.9715565,1.2277237,-0.11765664,-0.39133972,0.4390082,-1.6976811,1.3993055,-3.457296,8.526082,-227036.88,51
-0.8490784,-2.6646686,-0.6206452,-2.4769251,-0.8088489,3.043599,-0.31605273,0.65722203,1.602354,-0.007541434,-3.7189195,1.7642742,-3.4982867,1.7777017,-54667.43,52
-1.6452318,-2.6704705,-1.425624,-1.4577962,-3.6728761,1.6361753,2.3222694,-0.32802773,1.4477695,-3.347753,-1.8992357,1.7022966,-4.4799232,-0.7956943,-101910.78,53
-2.4837987,-3.030873,-0.85248053,-0.24727084,-0.31788072,3.394782,-0.3668228,0.86990225,1.9477963,0.0955724,-2.1135051,2.1519625,-2.7698658,3.3343968,-43854.953,54
-2.3364878,-2.9392512,0.18658182,-0.3821313,-0.667381,2.427072,-0.15038957,0.7430854,1.0191939,0.20396724,-2.3556824,1.7247473,-3.8587732,2.9666934,-39462.508,55
3.7557652,-1.2915521,-5.0,0.51090777,1.3246865,4.415281,-0.6685018,0.39638448,1.5816483,1.0024801,-1.9977869,2.85027,-1.7362481,-5.0,-147291.94,56
-5.0,-4.4821625,2.0138133,0.022674454,-1.2214139,0.83470505,-0.103747666,2.2206619,2.8970447,-0.31165937,-3.380706,1.8897632,-2.9934664,10.0,-144799.83,57
0.22432439,-1.7905482,-5.0,-1.5158844,-4.3124804,3.2293448,-0.5335388,1.6458142,1.1089629,1.6471902,-1.0251726,1.7997559,-2.6020632,1.7306666,-125355.99,58
-1.4261743,-2.746873,-0.7168162,0.09779635,-0.5622483,3.2285116,0.024234049,0.537466,1.3834165,-0.10158456,-2.3545938,2.0317006,-3.4517574,2.9721177,-36979.555,59
0.33356327,-2.039316,2.3433182,1.6241281,2.5923777,2.9004018,-1.1592786,-1.6442494,1.3077574,-2.3497834,-4.3406844,2.9749036,-2.8515854,3.2433803,-66716.37,60
0.9144713,-2.7114375,3.7184334,0.5345704,2.4601333,2.6719503,-2.5991771,0.37710106,2.5662947,1.347335,-4.502042,2.5548003,-5.0,10.0,-110012.89,61
-1.1265929,-2.5631013,0.4423219,0.537855,0.49957407,2.4951074,-0.07002797,0.6421014,0.93478703,0.027907407,-2.7372348,2.3890715,-2.247709,2.8829265,-20048.543,62
-5.0,-2.4556565,-0.9370713,0.67204803,-2.1686766,1.6287235,3.694471,1.0217726,1.1645074,-0.1268969,-3.0692399,2.070861,6.1452026,-4.6230187,-284621.44,63
0.213233,-2.2952454,0.6590005,0.73078394,1.3452854,2.7731702,-0.49629092,0.27278033,0.7554605,-0.15172103,-3.108708,2.1867096,-5.0,1.1841029,-82573.78,64
-2.3045564,-2.8360794,0.9435685,-0.035522178,1.120365,2.9752636,-0.7824511,-0.6058646,1.6723057,-0.6519747,-2.5658112,2.3573456,-0.7190646,6.5842376,-33333.227,65
-0.80992615,-2.4864037,-0.65600926,0.32351515,-0.50781155,3.3747075,0.60454834,-0.39442652,1.5340201,-1.3732159,-3.034605,2.6360872,-1.365275,3.9385772,-34082.973,66
-3.5426087,-2.8501747,4.0860567,0.3792308,-1.5469116,3.2748644,6.3002453,-4.848737,0.33331653,-4.7249913,-1.8709687,0.9769393,-0.41745496,-0.4032225,-368312.9,67
-1.1592894,-2.5537577,0.120955504,2.144204,1.46972,2.359721,-1.2474407,0.74669725,1.6341085,-0.11211757,-3.832904,2.4105997,-0.44196862,4.7760463,-35276.844,68
-2.1638896,-2.7313964,1.0711917,-1.9762385,-5.0,1.5797062,0.107423685,0.4962463,1.973806,0.6975906,-2.8977056,2.0369093,-5.0,9.962899,-111546.96,69
-1.4086379,-2.465381,2.0342913,0.3189961,3.656956,0.6560016,-4.6953034,-1.1090595,1.8328838,-1.9207969,-3.1340756,4.477443,-1.7473361,10.0,-141527.28,70
-1.2054744,-0.93439406,-0.6563421,-0.42837787,3.2733166,5.5958734,-4.238403,-1.7772862,1.9694957,-2.5711613,-5.0,3.8877807,-1.7348505,4.092062,-260824.86,71
0.15743853,-3.9911256,3.306886,0.41719905,1.3438982,1.8592366,0.013214911,0.1643472,1.7054058,-2.034923,-2.7149715,2.4432914,-0.14292336,10.0,-53544.082,72
-1.3304992,-2.864361,-0.13444915,0.38989443,-0.045946885,2.2717159,-0.13985157,0.7415449,1.4058874,-0.2221087,-2.5047157,2.055022,-1.7135214,4.860809,-19428.354,73
-3.5211835,-3.6126618,6.06684,3.5848365,2.871642,1.5511773,-2.139524,-0.38449994,1.3516743,-0.66541934,-3.5767763,1.9081055,-2.103783,10.0,-180614.66,74
-0.7234481,-2.923816,-0.22827983,0.4196107,0.3928395,2.1754723,-0.17208159,0.5198224,1.544878,-0.3911991,-2.6681225,2.3505926,-1.8474685,4.888444,-21454.516,75
1.6109532,-2.7100577,2.280271,1.9335604,3.2929032,0.82538086,-0.14456123,-0.03349192,2.8199458,-2.157618,-4.109493,4.5547533,0.47426456,0.574374,-91660.25,76
1.6036091,-0.8112282,-2.1833344,4.6254816,2.824948,0.06250353,-3.11026,-1.0166909,1.5504823,-0.35148576,-3.4732065,2.9530103,0.20362468,-5.0,-75358.94,77
2.7149584,-2.0320165,1.3257059,1.3728871,2.749238,1.0580392,-3.198441,-0.8569746,2.1207306,0.11266378,-1.6020614,2.742039,0.7206975,2.9127243,-35720.33,78
0.29425967,-2.3845787,-0.09110331,0.8909911,1.2507803,1.6142912,-1.1579683,0.033299666,1.7606767,-0.7678261,-2.4513855,2.553631,-1.0494864,2.8629851,-15642.621,79
-0.0072620823,-1.8336265,-0.7723042,3.1407137,2.4957638,2.1377223,-1.1867453,-0.5371632,1.4186093,0.9273328,-1.789187,2.3605714,0.8835283,-3.1601331,-18294.84,80
1.3498021,-2.6890953,0.068856105,2.6911247,3.182049,1.5120902,-1.7312013,-1.195928,1.6625341,1.6786357,-2.8041174,3.037691,0.5514286,0.9390341,-33560.844,81
0.15679777,-2.2635145,-0.06538742,1.5985731,2.0038846,1.8881674,-1.4575977,-0.13533728,1.6722493,0.20483117,-2.1466064,2.525463,-0.1614179,0.55922,-13185.967,82
-0.8468556,-1.6511469,-4.6243134,2.33903,-0.02586065,1.7862086,-0.7856585,1.3795718,0.7253127,2.340821,-0.9215665,1.4226304,-0.75562865,-5.0,-55747.79,83
-1.7500616,-3.3320735,1.0801204,-1.1554471,-2.4100573,3.282994,1.1895618,0.916408,1.500635,-0.87139785,-1.2662343,1.0231886,-2.3138998,10.0,-30751.684,84
1.6350614,-1.5111569,0.6252692,4.909204,2.7081323,2.2050285,-3.002663,-0.5155241,1.7158312,1.6022751,-2.4636834,3.519377,0.5370153,-2.9407482,-86449.734,85
0.47151172,-1.8344005,-0.72283185,2.0219624,1.9341891,1.8313679,-0.1764895,-0.5721079,1.6443808,-0.139535,-2.2801871,0.71329707,-0.13682209,-1.12526,-8157.8086,86
-1.8547226,-1.3039207,-2.7962532,1.0547626,-1.9974443,3.6807404,1.4858574,-0.40394446,0.7908609,-0.9650952,-1.3289466,-0.2413856,-2.5168023,-2.5126255,-34821.53,87
0.9766788,-1.9005752,0.3394778,-0.22519585,3.1197927,1.0483525,-1.9326597,-1.1666641,1.6801745,-0.087823614,-3.1410263,1.6601125,0.47972232,-1.3054745,-23088.037,88
0.5937217,-1.949018,-1.4772887,1.1741127,1.7817875,1.8851691,-0.048798736,-1.1159236,1.2419138,-1.1147413,-1.60107,1.6316746,0.48675936,-2.257328,-7751.4043,89
0.22733308,-2.0876517,-0.66157246,1.340908,1.8031797,1.8845422,-0.49007356,-0.47613257,1.6089942,-0.34208682,-2.1817129,1.6056782,-0.0063182134,0.13418764,-8206.463,90
-1.2632042,-2.5714574,-1.0088278,0.44513938,-0.40948492,2.6825593,0.67067534,0.49585235,1.2262181,-0.04833098,-1.5371563,0.2945421,-1.2882153,2.6799035,-13840.992,91
1.3725286,-1.2241529,-1.4590539,1.6752691,3.1039667,1.3094337,-1.8216609,-2.5109122,1.96339,-0.24535574,-1.072352,1.5770144,-0.9751017,-5.0,-21949.273,92
0.5879744,-1.9164777,-0.77821004,1.60919,2.2440925,1.6880884,-0.9171542,-0.95627624,1.6790638,-0.1491174,-2.0112617,1.6936864,-0.34189317,-1.4790848,-8694.732,93
-1.9237374,-2.1155195,-0.5925089,0.18473776,-1.9471445,2.7619953,1.1774213,0.8835266,1.3163646,-0.63355386,-1.6409364,1.2823535,-2.2516077,3.437727,-13682.283,94
0.42486042,-1.3322823,-1.8648472,2.218394,1.2100873,2.149509,0.43134618,-1.2199398,1.5239422,0.1942138,-2.1475892,1.1855209,0.070460394,-5.0,-9910.76,95
0.574968,-1.8288896,-0.82303864,1.8086491,2.1486177,1.7030426,-0.88415784,-0.9104293,1.6312795,-0.05172907,-2.0246463,1.6101117,-0.21317612,-1.7725701,-8007.119,96
0.51146185,-1.84097,-0.8468475,1.7039675,2.0592134,1.7633009,-0.93865377,-0.9688894,1.6875159,-0.12155607,-2.0725265,1.6380519,-0.0041791922,-1.453497,-8046.635,97
2.6296515,-1.2789041,1.0071741,2.5880406,3.8007522,0.43662256,-0.7303271,-3.2407665,1.868632,-1.1425507,-2.1272707,2.225023,1.7146713,-3.6832626,-45775.715,98
0.80303836,-1.7913626,-1.7226332,2.4613802,2.2488484,1.9419211,-0.49634048,-1.1694524,1.1958013,-0.10287292,-1.9933137,1.135609,-0.35892183,-5.0,-11880.381,99
0.50615627,-1.829247,-2.8241646,2.8404248,-0.894221,2.781158,2.9582329,0.03871622,1.3607224,-0.34129098,-0.8109674,0.94072074,-0.4372744,-5.0,-28850.926,100
