x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,target,model_name,level,iteration
1.1883441,1.2977738,0.31741887,0.104967505,1.1223289,1.3475465,2.0,0.4487007,1.5116694,0.433401,0.72212505,1.0024145,0.78638464,0.9289874,-2161.1873,Good,Local,16
1.1856068,1.0600169,0.71851796,0.48780197,1.1395603,1.4861126,2.0,0.70095557,1.4896216,0.68877804,0.7278005,0.9582374,0.75441957,0.87937576,-1579.0608,Good,Local,17
1.1243416,0.92240036,0.8343791,0.54863465,1.0903,1.6865075,2.0,1.0196362,1.5177923,0.8453031,0.73701525,0.7048748,0.7862851,0.94778436,-1320.1804,Good,Local,18
1.0742415,0.8881092,0.73297256,0.94112206,1.2760006,1.7127745,2.0,1.2337047,1.4454317,1.1352905,0.73858595,0.5914432,0.62536275,0.96046996,-1056.4661,Good,Local,19
1.0325676,0.8993223,1.5505214,1.4097438,1.205666,1.9223298,2.0,1.3661848,1.3667854,1.294215,0.7362729,0.74097174,0.6594652,0.9263804,-1399.2107,Good,Local,20
0.77197564,0.49550337,0.5491899,0.57515246,1.3760597,1.4925156,2.0,1.5156965,1.3577237,1.3439224,0.7611403,0.8827542,0.6804337,0.9256915,-1022.1958,Good,Local,21
0.5806562,0.5359393,0.5819645,1.1101193,1.4260218,1.5606371,2.0,1.761266,1.3802034,0.7458247,0.76449716,0.5154557,0.62468934,0.88570076,-1094.8105,Good,Local,22
1.0354681,0.6153375,0.6520464,0.7139848,1.5360209,1.5277462,2.0,1.968301,1.5455595,1.096729,0.73366946,0.7816154,0.6863213,0.9782967,-1401.9056,Good,Local,23
2.6573591,1.8251259,-0.17313781,2.3311303,2.8504176,4.5475187,-0.06077949,1.7759184,2.585121,1.3357913,1.8193039,3.0643792,3.2461329,1.1674778,-65267.848,Global,Global,24
1.3705575,3.7404394,3.469809,0.83236355,3.1526136,1.0033474,0.92837286,2.8108613,3.0965269,2.5171132,0.0029413844,2.5196326,3.4746559,2.3939412,-55132.95,Global,Global,25
-2.411876,7.381777,2.2250926,2.6359992,-0.19240785,0.9501599,0.074189894,4.9483957,2.0921545,2.2267492,0.19017585,3.7770617,-0.3497332,-0.43767834,-357411.7,Global,Global,26
3.0215394,3.6401882,3.2892876,0.2218039,1.7015465,1.63673,0.77747566,4.7248044,1.7486415,1.6366397,2.7822611,3.67252,1.9579982,2.0123801,-84518.84,Global,Global,27
3.4867387,5.043329,2.127986,2.9627504,3.614339,1.6503652,1.6695625,3.7796636,1.9411142,2.9737759,1.3298024,1.8190498,2.7189908,0.52002597,-101288.11,Global,Global,28
0.433057,0.3126343,0.5795176,0.9255363,1.3958082,1.91827,2.0,1.2339925,1.2447386,1.3648328,0.76980954,0.81327194,0.48221943,0.9525872,-1330.0491,Good,Local,29
1.1062711,1.1698458,0.742444,1.0714185,1.256717,1.2485526,2.0,1.4253393,1.3140497,1.3828992,0.78602916,0.20244083,0.66361296,0.823756,-1024.3853,Good,Local,30
3.6141922,0.62888473,0.94803023,0.10367287,4.200667,1.9881488,1.9440417,1.1704868,1.6943151,2.6593556,1.8789613,1.8164057,2.9097953,3.7883084,-48146.227,Global,Global,31
-1.4066368,-5.0,-2.2650926,-2.9743934,-2.9024656,-1.8556725,-3.5081968,-4.437237,0.12828223,-1.9760054,-2.208957,-4.533109,-4.315071,-2.9918873,-303028.0,Global,Global,32
1.4966747,1.1865487,1.3816694,0.5705131,1.8946939,2.0722768,0.7677629,1.8747631,2.2803025,2.1925967,1.1973557,1.5442317,1.2210908,2.381248,-4758.304,Global,Global,33
3.596867,-5.0,-0.45521504,0.37882543,-0.55504304,0.73475504,-1.3125433,-0.678959,-0.18218707,-0.3849715,2.4984255,-2.3253663,-4.0369596,0.8738213,-138718.28,Global,Global,34
1.4450345,-5.0,-0.22402544,-1.5454408,-0.11750534,0.23045649,-1.7737058,-0.95258445,0.013602168,-0.0707772,0.44480154,-2.0854473,2.5630631,-0.6552179,-77781.48,Global,Global,35
1.0726871,0.597204,0.81172127,0.20584722,1.0571048,1.2434433,2.0,1.5737404,1.3599151,0.7123522,0.75998795,0.4599255,0.46868873,0.9858161,-1115.8259,Good,Local,36
0.87942654,0.5951973,0.49399358,0.8569558,1.1317593,1.3163716,2.0,1.4852968,1.3107443,1.1946806,0.767417,0.41692376,0.6672099,0.89327925,-899.0516,Good,Local,37
0.43406415,1.0167527,0.61927825,0.8265467,1.0361642,1.1860591,2.0,1.5064621,1.4765561,1.3733335,0.77243465,0.54587793,0.5149006,0.8503229,-1069.9586,Good,Local,38
0.9447567,0.5324493,0.4173715,1.4836131,1.0116069,1.4391807,2.0,1.4646289,1.3175423,1.6852928,0.7370145,0.0025673697,0.5814127,0.39425504,-1566.7699,Good,Local,39
-1.4805902,-2.9502957,-1.6327353,0.97280097,-2.6073806,-1.5125198,-1.4125205,-1.759155,-0.26917335,-1.2738906,2.108162,-1.6824456,-2.3760269,-3.326302,-40503.61,Global,Global,40
1.4228492,3.1719728,2.5749145,0.7939075,3.437212,4.2430625,1.914425,4.946134,1.8843303,3.1728618,1.4187782,3.1895516,8.290464,3.1736546,-530575.94,Global,Global,41
0.18847282,-1.318106,-2.4976964,-0.9799644,-1.5627927,0.57054657,-3.6438355,0.6508805,-0.7676361,-0.21023168,-0.06734851,-2.8735535,-2.379546,-2.4312115,-44676.1,Global,Global,42
7.1179967,5.523123,2.5754156,-2.292029,6.837015,1.0742025,-1.5461777,3.2597177,3.555713,1.8425845,1.0124406,5.94568,2.655177,2.3892915,-628271.6,Global,Global,43
1.3971826,-2.809649,0.43336752,5.0695558,3.2765586,1.6888349,5.237524,-0.5740606,1.0592718,0.59311813,6.256017,3.6262472,2.284083,2.0822518,-290242.25,Global,Global,44
1.0368828,0.03176021,0.53847474,1.5188048,1.2168552,1.3759567,2.0,1.3108554,1.3576808,1.1604091,0.78222704,0.34699932,0.37253138,1.0689063,-1328.0342,Good,Local,45
0.7162259,0.0,0.60680026,1.2226619,0.8793199,0.70672536,2.0,1.4237568,1.3276128,0.25085303,0.8019981,0.62990516,0.6391727,1.0683081,-1448.3806,Good,Local,46
0.5237402,-2.4919581,-0.7685577,-0.5426431,1.275074,-0.9596613,-3.2435045,-0.016606469,0.05160597,0.93081546,1.540702,0.30485305,-0.8344548,-1.7375771,-20649.305,Global,Global,47
0.051836263,-3.6922257,-1.2462848,-0.24578753,-3.2035463,2.306853,-5.0,1.2369832,0.066496946,-0.6487412,1.7663368,-0.780246,-1.1485487,-1.1479326,-101316.734,Global,Global,48
0.4966059,-3.0884204,-0.79499185,0.30370206,-0.47676274,-0.4553149,-1.5777683,-1.2829225,0.05817435,-0.6140685,0.9944048,-2.2813773,-0.83235997,-1.1711001,-19065.637,Global,Global,49
0.20212506,-5.0,-2.459166,-4.649129,-2.744008,-0.9593604,0.016444761,-1.3662047,-1.1678078,-1.2598643,1.3781698,0.8327487,-2.1233225,-3.83135,-165791.83,Global,Global,50
-4.3771267,-1.4623005,-0.02073571,-3.2944689,-1.720531,-3.8157766,-3.354015,-1.050847,1.4987102,-0.026091985,-1.2162839,-0.5270388,2.8074265,-5.0,-130136.22,Global,Global,51
1.3150139,1.6633968,0.50557995,1.0136391,1.0945647,1.2210021,2.0,1.5878963,1.3097566,1.2097455,0.76035583,0.56912637,0.71568614,1.1050966,-1452.4833,Good,Local,52
0.74462926,0.74518013,0.59120476,1.3216392,1.0259948,1.2451843,2.0,1.4908794,1.3424504,2.0,0.7170245,0.0,0.80549216,0.9412401,-2066.691,Good,Local,53
-1.3856028,-4.643789,-0.4178572,-0.44765842,-3.4007223,-2.845572,-1.6583027,0.69330317,-0.7645328,3.481537,0.4478796,-2.8734198,-1.4245943,-2.657762,-111922.24,Global,Global,54
-1.9806842,-1.0791684,1.6764573,0.9807106,0.215164,2.625613,-0.16648854,-0.5126705,-1.0960066,0.6796003,2.7891264,-2.6727545,-4.9595027,-4.941205,-122250.63,Global,Global,55
0.9876147,-0.13153066,1.6618406,-0.8851469,2.5849714,1.859859,1.9731511,1.0453614,2.6156793,2.0821972,-5.0,2.7262886,2.976628,2.866744,-71863.13,Global,Global,56
0.41248798,0.30230147,0.74336904,-1.8093455,-1.5665709,-0.11087578,-0.65779406,0.039178066,-0.18047386,0.83143675,1.3903856,-1.2663368,-0.89296305,-1.8007499,-6131.889,Global,Global,57
-1.2981894,-0.87444705,1.2321442,-0.51277626,1.6399031,0.6899516,2.3770285,-1.4860296,3.3382046,-0.02131041,-4.0299325,-1.7751124,5.6772285,-2.0462236,-172017.81,Global,Global,58
0.751469,0.55548596,0.5715833,0.4346114,1.3270898,1.0180776,2.0,1.2865449,1.4297374,1.0541556,0.8193044,0.093611985,0.63028157,0.6973747,-1217.7288,Good,Local,59
1.1148769,0.7816253,0.0,0.9176024,1.3682264,0.8656234,2.0,1.3567728,1.3788422,0.9820112,0.77389544,0.71836686,0.58334976,0.78578424,-1260.86,Good,Local,60
-0.9058951,-3.042352,-0.9120074,0.8039882,-1.6896578,-0.39324477,-0.20084442,-0.5729616,-0.23092343,0.24059595,-1.7251707,-0.6400499,-0.89055705,-4.9490333,-18661.277,Global,Global,61
-2.8033717,3.076394,4.2374563,8.587514,2.0015485,3.0126555,3.5931828,2.5231137,3.0993369,1.0931357,-1.649005,-2.7321732,2.5649576,-0.5527601,-562119.8,Global,Global,62
1.0519912,-0.66286296,1.5962489,-1.4202641,1.2970263,0.6682335,0.43835205,0.6529659,2.053706,1.5954511,-0.27860168,0.9303787,3.1808167,0.8107346,-13235.575,Global,Global,63
-0.975337,-3.2937996,-1.3636893,-2.0559595,-0.19231333,-0.29291832,-0.46482953,1.0792339,-0.28067756,0.30496183,1.521003,-3.2630992,-0.6270502,-5.0,-39533.64,Global,Global,64
-5.0,-1.36214,-0.5628311,-1.3651428,-1.0387565,-2.2175357,-0.93244267,-2.1818638,-0.44458228,-1.7517391,-1.8314964,-0.809515,-0.20909856,-2.5200372,-84702.84,Global,Global,65
0.82815045,0.84741014,0.93940765,0.77762216,0.9869929,1.44134,2.0,1.3606634,1.3526359,1.0292366,0.7746035,0.13117792,0.5858768,0.8632037,-923.192,Good,Local,66
0.7588239,0.6225261,0.8841285,1.0363556,1.2302088,0.96264166,2.0,1.3704562,1.311381,1.045158,0.7722351,0.49815446,0.64323276,1.1954352,-1038.277,Good,Local,67
4.7816725,0.30763224,-0.26910004,2.3846674,1.8438896,4.1207576,-0.87205505,2.2256804,-0.38001195,4.623742,2.9369855,-1.8204263,-1.9744827,1.648524,-138190.73,Global,Global,68
0.14269306,-0.9986891,-0.6246202,-0.26879945,-0.35715565,0.33987394,-0.8595612,-0.27804974,0.098502696,0.87592703,0.51806474,-0.46187705,-0.40185428,-1.4675694,-1091.144,Global,Global,69
-0.7589282,-2.8363874,1.2116603,-0.20896748,-1.5987666,-1.9485582,-2.831693,0.7282739,-0.57722884,-1.2732564,0.3794464,-1.4188056,-1.4028473,-3.9881485,-23685.4,Global,Global,70
-4.141483,0.91756123,0.8744914,1.0685123,0.99374914,-3.3653176,5.8763127,-2.4622312,3.7809045,-1.9664263,-4.0049176,8.2868595,5.8216133,2.8616784,-698752.3,Global,Global,71
2.6380656,1.0324438,1.8463234,0.9925182,2.3333318,2.0968003,1.162517,1.6890198,2.0397346,2.4624722,0.063089184,0.92544645,1.6915512,2.9305086,-10639.262,Global,Global,72
0.9130434,0.60966444,0.8406926,0.7676941,1.131175,1.5139163,2.0,1.464447,1.3537798,1.0860413,0.7834373,0.5552665,0.63449603,0.7674733,-874.1813,Good,Local,73
0.89640063,0.76622045,0.5327731,0.83457685,0.9708053,1.625133,2.0,1.4657806,1.3360546,1.0741326,0.78918314,0.83977103,0.62071484,1.111601,-958.4802,Good,Local,74
0.8970648,0.63759,0.67627585,0.7198658,1.1599312,1.5647453,2.0,1.4215659,1.3813785,1.1130412,0.78050804,0.33689705,0.63648546,0.9430984,-939.3573,Good,Local,75
5.2252846,5.7823796,0.47409403,8.51249,-0.5442867,3.1218262,6.7179418,5.9701266,1.4529927,-0.7172001,7.4128704,4.024193,-1.618305,10.0,-1269101.9,Global,Global,76
1.6580396,-0.15670003,1.0221359,0.41784468,1.8405187,1.6758233,1.3257071,2.0541744,1.9604671,1.7873352,0.31908137,1.4227675,1.9511616,0.44448033,-4855.5957,Global,Global,77
1.097321,5.709427,4.892275,0.2074369,5.5223703,6.581779,1.8031026,0.1851787,2.9014037,4.4084015,1.3953199,3.7393856,2.144616,3.9690328,-418042.62,Global,Global,78
3.7084308,-2.3854349,1.115816,-3.621323,1.1798446,2.033791,-5.0,2.952501,-1.5825964,2.7162368,10.0,-3.3869822,-2.3310776,-2.265494,-1207113.0,Global,Global,79
0.25222775,-0.39345548,0.42420956,-3.5956156,-0.50575083,0.8454242,-4.590864,0.7405201,1.1453936,0.678727,-5.0,-2.9585512,2.127483,-2.143955,-153879.62,Global,Global,80
0.78916967,0.88817024,0.70895416,0.814666,1.1118227,1.3794847,2.0,1.4185044,1.1957945,1.0225959,0.77535456,0.83542186,0.61678296,0.5803443,-809.3678,Good,Local,81
0.8041943,0.84628016,0.67559284,0.8319817,1.0855805,1.3524727,1.8224547,1.4980676,1.2036105,1.0494372,0.77398735,0.7984884,0.60330874,0.6612806,-518.6066,Good,Local,82
0.69288784,0.7253133,0.59182006,0.8807449,0.9837971,1.2230183,1.7449471,1.6512665,1.1078346,1.0144478,0.78497386,0.6189174,0.6665426,0.6557517,-532.60223,Good,Local,83
0.7915778,0.876859,0.6248069,0.84729254,1.149031,1.3917222,1.7302608,1.4854509,1.1308197,1.0726376,0.7720564,0.6264536,0.60771,0.755419,-435.56113,Good,Local,84
0.7994428,0.83217764,0.63541245,1.1575977,1.0879623,1.3363187,1.6202276,1.4634725,1.175529,1.02972,0.76778096,0.792841,0.5941008,0.80800706,-347.77182,Good,Local,85
0.8295441,0.8269012,0.69611055,1.5407501,0.90530765,1.2238181,1.5868441,1.453844,0.9551274,1.0516571,0.7689634,1.8192313,0.60223913,0.8136678,-1513.1272,Good,Local,86
0.77805454,0.8800152,0.6021924,1.146678,1.0727359,1.3140192,1.5319059,1.4236822,1.2617011,0.9830436,0.7747206,0.49673408,0.57860243,0.6740345,-293.74884,Good,Local,87
0.7688622,0.90391225,0.59272236,1.1266372,1.0568031,1.4252342,1.5433763,1.3535072,1.245307,1.0781997,0.7636646,0.57604957,0.64219475,0.34437218,-302.58185,Good,Local,88
0.45583534,0.33770457,0.20656693,0.0,1.281228,1.1243953,1.6057856,1.9136615,1.2005962,0.91550845,0.6765038,0.032481574,0.5692833,1.705815,-1131.887,Good,Local,89
1.9479985,3.3061247,-1.640045,-1.9597979,-0.11877411,1.3129387,0.78975636,3.4684153,3.6592433,2.965778,-5.0,-1.5607957,4.472333,4.0202804,-154124.33,Global,Global,90
-0.34336674,-2.7042446,0.29481897,0.7656086,-0.8155507,0.35614944,-0.5340484,0.40591574,-0.38899508,0.32508516,1.3427854,-0.51716846,-1.9663068,-1.9995065,-10720.066,Global,Global,91
-2.3686879,-4.94389,-2.8334224,-2.6354935,-4.6119585,-5.0,-1.2620294,-0.8812109,-0.33760086,-1.056632,-3.1900344,-2.1047022,2.442922,-5.0,-278666.78,Global,Global,92
2.0689847,0.3256539,1.0636214,1.0671992,1.2714179,1.0867263,0.28146097,1.83751,1.871718,2.07288,2.334139,1.0577804,2.469835,1.9937437,-6697.538,Global,Global,93
-1.8053654,-2.486609,0.57757896,-1.1340171,-1.7598076,-0.88097155,-1.856176,-2.0276368,-0.3844837,-0.6460131,0.42297187,-1.9276382,-1.4794686,-5.0,-23325.566,Global,Global,94
0.70704246,0.77300006,0.49140874,0.9198893,1.187469,1.2898396,1.5226178,1.5315769,1.2329427,1.0385257,0.75875723,0.5766926,0.5239316,0.2818668,-294.10892,Good,Local,95
0.6882667,0.81162053,0.548123,1.7015289,1.1851857,1.3093903,1.5582603,1.4593345,1.237806,1.0124766,0.76821893,0.5625726,0.6030427,0.16044895,-726.0808,Good,Local,96
-2.0060089,-2.0946536,-1.0184836,1.4206157,1.4900953,-0.22806612,-0.9306224,-0.3435352,1.7695489,0.5760508,-5.0,0.7399434,0.6825791,0.78222823,-70253.85,Global,Global,97
0.44223696,-0.35466856,-0.7547933,1.4116906,-1.9840554,-0.19509397,1.9775938,0.9581468,-0.9113522,1.2920614,0.30870092,-2.721344,-5.0,-5.0,-111510.734,Global,Global,98
-3.487455,-3.7460098,-1.26581,0.59376836,-0.12485666,-0.98686904,-1.3692249,-0.38719493,-0.25594604,-1.6384557,-0.36527723,-0.5654825,-2.1250386,-5.0,-61019.22,Global,Global,99
-2.0576572,0.3111759,3.2306955,-3.9071724,0.44218454,-2.554187,1.17289,1.2600837,3.2230453,3.535655,-4.9849896,-2.0968091,3.449013,1.6000379,-167649.48,Global,Global,100
