Unnamed: 0,u10_l1,u10_l2,u10_l3,u10_l4,u10_l5,u10_l6,u10_l7,u10_l8,u10_l9,u10_l10,u1_l10,u5_l2,Function,Hypotheses
10,3.415584613850534,3.490302091922818,3.520268768442811,3.5404010802794046,3.5404010802794046,3.5404010802794046,3.5404010802794046,3.5404010802794046,3.5404010802794046,3.5404010802794046,3.5404010802794046,3.494366369186699,Ackley_d5,Good
11,3.099156157349387,3.478453255674399,3.48948586149671,3.460430161981716,3.509232163695157,3.43633361617759,3.509618173333304,3.509618173333304,3.509618173333304,3.509618173333304,3.509618173333304,3.494366369186699,Ackley_d5,Good
12,3.0774384633519047,3.478453255544969,3.48948586136728,3.4604301618522864,3.509232163565726,3.436333616048161,3.4461247634098378,3.483977681922207,3.483977681922207,3.483977681922207,3.483977681922207,3.423304463800266,Ackley_d5,Good
13,2.997523274567932,3.4537621127828,3.464794718605112,3.4357390190901174,3.484541020803558,3.411642473285992,3.421433620647669,3.433124892064985,3.459286539160038,3.459286539160038,3.459286539160038,3.398249987049189,Ackley_d5,Good
14,2.9263534407420084,3.3852557794718505,3.439931556074316,3.404765416873501,3.4537719957564725,3.3852781267540406,3.3942981428327887,3.4082617291753583,3.434423376270411,3.434423376270411,3.434423376270411,3.36292843001807,Ackley_d5,Good
15,2.8470426362762984,3.3852557689521894,3.3735024808482312,3.40476540635384,3.451204445150653,3.385278116234379,3.388359280537228,3.4070058753245136,3.415210031857547,3.4262387540231805,3.4262387540231805,3.3262019076255096,Ackley_d5,Good
16,2.581646941017873,3.134064697762198,3.162326209694232,3.1819685836686635,3.2225814834362416,3.168496802753395,3.168742685089873,3.178379579717724,3.1865837362507574,3.1976124584163905,3.1976124584163905,3.289114750715771,Ackley_d5,Good
17,2.5100258304338974,2.9887882745938,3.0360307277571623,3.054278970352291,3.0969706793727387,3.032762490824682,3.0431318810263703,3.0364027181830613,3.060972932187255,3.0713255639884225,3.072001654352887,3.2662649370658983,Ackley_d5,Good
18,2.36011241574212,2.8661779467325035,2.944848226455436,2.978701240137339,2.963050287796747,2.9080625373937323,2.9347229311034138,2.956383737061629,2.9809539510658225,2.991306582866991,2.985632685832286,3.255093288515257,Ackley_d5,Good
19,2.36011241574212,2.827951981891735,2.883575259467249,2.9404752752965715,2.9248243229559785,2.869836572552964,2.8964969662626454,2.9181577722208605,2.942727986225054,2.943235227886013,2.9474067209915176,3.206932786801912,Ackley_d5,Good
20,2.36011241574212,2.7572237029435103,2.8128469805190246,2.8532782076644647,2.8540960440077545,2.79910829360474,2.825768687314421,2.847429493272636,2.8719997072768297,2.865740173492988,2.869911666598491,3.18473005486741,Ackley_d5,Good
21,2.2991257709708948,2.672185982990612,2.70213437721404,2.762869849645502,2.750062386850844,2.70872659512242,2.735386988832102,2.7469663540090403,2.780786943246147,2.765342897356466,2.777568357447675,3.171614470793348,Ackley_d5,Good
22,2.2983416014672784,2.624499308943834,2.66627782688839,2.7270132993198537,2.714205836525195,2.5860396215550265,2.677966815961213,2.711109803683391,2.728733402662926,2.7294863470308166,2.741711807122026,3.148922430065651,Ackley_d5,Good
23,2.179561362288968,2.5571380374611308,2.658161462994237,2.709709676081534,2.705790466016166,2.583838167823368,2.625919060148925,2.711109803683391,2.728733402662926,2.7294863470308166,2.741711807122026,3.121415562367927,Ackley_d5,Good
24,2.0933909864338305,2.5571380374611308,2.620915181913216,2.7096654964828013,2.66483682597036,2.5748922565556103,2.625919060148925,2.6794596548733955,2.728733402662926,2.7294863470308166,2.7129458744631485,3.0733376258232483,Ackley_d5,Good
25,2.0933909864338305,2.5571380374611308,2.615229076945363,2.703330918596586,2.66483682597036,2.5748922565556103,2.625919060148925,2.679061721512454,2.728335469301985,2.729088413669875,2.712547941102207,3.060786213086534,Ackley_d5,Good
26,2.0933909864338305,2.5571380374611308,2.615229076945363,2.703330918596586,2.66483682597036,2.5628540105136777,2.6212983239930243,2.669142737395388,2.7010700582047185,2.69979226485683,2.680083338819512,3.0308944307319985,Ackley_d5,Good
27,2.009636470419901,2.4956329807239945,2.537588969837298,2.6321259643059074,2.6107476766349293,2.49846702874883,2.567209174657594,2.601598763299138,2.617715355146434,2.6218843866819324,2.6021754606446144,2.96921676430222,Ackley_d5,Good
28,1.9855723238799503,2.491261124153326,2.51860594253392,2.6277541077352384,2.606375820064261,2.4722957802072525,2.562837318086925,2.5833455008757933,2.613343498575765,2.6175125301112634,2.570568551751959,2.8596288786897186,Ackley_d5,Good
29,1.9802856424756683,2.486243065538417,2.4848889712594,2.6227360491203298,2.601357761449352,2.466251716179361,2.522864141842652,2.578327442260884,2.6083254399608564,2.6124944714963543,2.537700892094874,2.763165130462985,Ackley_d5,Good
30,1.9802856424756683,2.4666521400067207,2.465298045727703,2.6015767291157585,2.5817668359176555,2.4424894590905293,2.503273216310956,2.554308565192348,2.5703169671287496,2.551938175900053,2.459426231252555,2.66486762194752,Ackley_d5,Good
31,1.964139634054597,2.4333488899355493,2.465298045727703,2.574270864668004,2.5302599094402414,2.422263979951222,2.493495661756042,2.554308565192348,2.567600215447916,2.535921096829434,2.4001950996381067,2.588115628404425,Ackley_d5,Good
32,1.964139634054597,2.4185472631506,2.4470585947057764,2.5531941657959294,2.515458282655292,2.3767755779059714,2.478694034971092,2.520075468878582,2.552798588662966,2.521119470044484,2.3752242581676213,2.514689326595145,Ackley_d5,Good
33,1.957404529759275,2.409152548422681,2.425613099318502,2.5379528257303234,2.494891499611989,2.358314999975736,2.467913678482874,2.5058601909056097,2.543403873935048,2.5094884195393115,2.3531946673783333,2.4494831486618263,Ackley_d5,Good
34,1.9504490641696748,2.364071139790377,2.402877175661543,2.515216902073364,2.4621677217457387,2.3112591321058,2.4417194616234523,2.459546593334326,2.505328772540988,2.471413318145252,2.2636044626659326,2.4242948915210274,Ackley_d5,Good
35,1.946199754666185,2.3216028129581594,2.3495307687896445,2.4723506420773287,2.4193014592057174,2.255832221215402,2.3775264969348493,2.4109830182355934,2.459639083525782,2.388678519315862,2.189312849125364,2.4045044673566185,Ackley_d5,Good
36,1.946199754666185,2.281175056928323,2.347488628270477,2.439596281855452,2.371919662873805,2.226525051761638,2.32747705077722,2.3802884479116124,2.424991823348529,2.386636378796695,2.1367051442320264,2.3758633803054408,Ackley_d5,Good
37,1.9397453163117373,2.27494260881478,2.3289705597952954,2.4085371967425817,2.3408605893911023,2.1476429304207403,2.2579050900354942,2.322205437667327,2.3678117216259813,2.3309935994980706,2.104813844331713,2.3444750914001107,Ackley_d5,Good
38,1.931842869293523,2.260017141335536,2.314045092316052,2.393611729263338,2.3259351219118587,2.12054011355347,2.2236087766500154,2.2629261816360384,2.3407087604471224,2.303890617044719,2.089653464711125,2.295573393810601,Ackley_d5,Good
39,1.8809225214428609,2.2599987867636986,2.314045092316052,2.393611729263338,2.3259351219118587,2.105803388313925,2.1908704788254063,2.2563186884901434,2.3299772913686767,2.2911758847839323,2.0357194414051976,2.2939447614067845,Ackley_d5,Good
40,1.8809225214428609,2.2599987867636986,2.312839923909962,2.388437816397319,2.298247773222646,2.056874946085306,2.123231052748749,2.1863139968340977,2.2680721345548296,2.257029508724664,2.015848734308308,2.271103186514201,Ackley_d5,Good
41,1.8767868019172096,2.2599987867636986,2.312839923909962,2.369399027228145,2.284667998878001,2.0344123799049827,2.0882630940353955,2.153163961595575,2.224447434226564,2.223967108541025,1.97604114551304,2.2614161193633326,Ackley_d5,Good
42,1.8535332719503064,2.2599987867636986,2.297401367485576,2.369399027228145,2.262432229144271,2.003615171766728,2.0603301783780625,2.1318536150300726,2.200201814128026,2.190424616204984,1.9093469107828047,2.221677635207464,Ackley_d5,Good
43,1.831221718843471,2.252332218340924,2.2912390310093373,2.369399027228145,2.262432229144271,1.985336416726635,2.036861188121057,2.0951809966570942,2.174503260642992,2.1460477687085486,1.856903007322827,2.211979880574239,Ackley_d5,Good
44,1.831221718843471,2.2408367568221514,2.2912083472946394,2.369399027228145,2.255506909155959,1.973644889010037,2.0150733901744324,2.073563158648573,2.159576531456378,2.144007264394628,1.8213131169572248,2.1877509534529644,Ackley_d5,Good
45,1.8283537437450257,2.2408367568221514,2.2788917659603216,2.362817728396412,2.2502435311563924,1.9453667305127176,1.9853298003751303,2.034222177083278,2.109301607047211,2.0995709103368427,1.801571990119519,2.1361201285148432,Ackley_d5,Good
46,1.8251908583622949,2.231894446187317,2.241078113515827,2.34547192286692,2.2502435311563924,1.9246092593814068,1.9794502243278551,1.9907550002525392,2.064281126563646,2.084005129709084,1.7881131417621343,2.130354071851569,Ackley_d5,Good
47,1.8251908583622949,2.2282339879498023,2.216121823929418,2.34547192286692,2.191613932507721,1.9078744099502123,1.977430587492415,1.98592106160773,2.062261489728206,2.0626890307155152,1.7819273366807131,2.079814387508148,Ackley_d5,Good
48,1.8007284685524172,2.21835502806181,2.189230567376548,2.307471149641421,2.136786943581468,1.8313260237517053,1.9285870786472987,1.956297912810148,2.032088971154491,2.023327197992389,1.7156613631839703,2.0766821668808166,Ackley_d5,Good
49,1.8007284685524172,2.215990662580177,2.169292701368886,2.307471149641421,2.093567108370069,1.81361197435936,1.9062424583174304,1.9342102886631705,2.004770190016885,2.003868726980704,1.6701053851150107,2.0543664646514173,Ackley_d5,Good
50,1.79286750050553,2.215990662580177,2.149557893931422,2.266067859619121,2.068932360844346,1.7880573488280371,1.880244361228988,1.8964009137021705,1.927356035474577,1.975091797343812,1.656073596730931,2.0203421981730503,Ackley_d5,Good
51,1.7390863072521114,2.205384223556891,2.1359780844793512,2.2510042090130566,2.0608041147354865,1.7870114023826544,1.8584960392243144,1.8653444737583,1.881990578962087,1.947322242869497,1.5932264640390046,2.005751709332521,Ackley_d5,Good
52,1.625995376886096,2.1605657786991284,2.112197025404295,2.1115424572264034,2.0481696598095835,1.7860485860322168,1.8523650737330144,1.828164090907611,1.872083577261674,1.9381030635583727,1.5833554492826116,1.9614502086110044,Ackley_d5,Good
53,1.625995376886096,2.153112055808764,2.112197025404295,2.093973044087792,2.026958111438037,1.7819374591176975,1.8357045227858688,1.824125063393005,1.8632383163214865,1.9105859259449325,1.5814925866700025,1.9369948189100528,Ackley_d5,Good
54,1.625995376886096,2.140254876880169,2.112197025404295,2.072460954230687,2.024394825831161,1.7614163153337032,1.8273901725867168,1.8154287586284443,1.846585114730943,1.864096556382092,1.5626477316039544,1.9340751474011888,Ackley_d5,Good
55,1.625995376886096,2.1198705075012594,2.112197025404295,2.051911019550685,1.9994272790508567,1.753763790218561,1.8221474910914444,1.790215434720257,1.8135059632434327,1.861812442220756,1.544023428925657,1.87093536524093,Ackley_d5,Good
56,1.623992410667318,2.1198705075012594,2.112197025404295,2.046575883039691,1.9974897036308423,1.733271208016398,1.8155156727502515,1.7864101793010951,1.7928246378160355,1.8384149836128565,1.5336080813090236,1.8492067818150808,Ackley_d5,Good
57,1.612687904947229,2.1198705075012594,2.1115499601977783,2.013594479931134,1.9935556756327943,1.7270088446118288,1.7997052101394702,1.774626098391242,1.7704158987142735,1.8247678476445568,1.4848397242097615,1.8043678092710465,Ackley_d5,Good
58,1.612687904947229,2.1198705075012594,2.0851677026736244,2.0073499876452656,1.984369054497268,1.7011604737786437,1.7784064184923845,1.7432258594840035,1.7162982848152313,1.787725238931335,1.4808160656533107,1.7471879005605289,Ackley_d5,Good
59,1.6105446416770872,2.1198705075012594,2.0716602119411154,1.9947108238645896,1.950374323559372,1.6787477554269026,1.769272672037017,1.7249059092550645,1.7162982848152313,1.7783305370117624,1.4463422391599936,1.7433451443597543,Ackley_d5,Good
60,1.6105446416770872,2.118895707652931,2.0621071347347,1.9939402998260345,1.9197618588358936,1.668254436643455,1.765484186566706,1.6867201634320232,1.7072304914799212,1.7643085732777748,1.4458480439042938,1.70265250563943,Ackley_d5,Good
61,1.5869424148661075,2.1065603855295234,2.0345265413561977,1.941088886739196,1.8977011363630607,1.6248381426560297,1.7385963723151905,1.6515084362744827,1.6983122347578603,1.7552295222119303,1.4342160627738678,1.6707427769020913,Ackley_d5,Good
62,1.5869424148661075,2.0956558572868134,2.02704428060844,1.941088886739196,1.89685292687602,1.6239899940177722,1.7223853430039622,1.6070804145964612,1.6801625313593669,1.746928765094098,1.4290193237388529,1.6252045865775904,Ackley_d5,Good
63,1.5869424148661075,2.0948734810811453,2.02704428060844,1.939781805039916,1.89685292687602,1.6014234586072111,1.6737264581206466,1.559235425023693,1.5977207703383138,1.746928765094098,1.3769033965455575,1.5626562211772344,Ackley_d5,Good
64,1.5063763170803808,2.0586843248458964,2.012868689513327,1.9155636587506777,1.873953338935336,1.6011756924875078,1.6626731748635166,1.5003908887067734,1.5958753327297643,1.7305676121423696,1.3465218153678609,1.5264945045723592,Ackley_d5,Good
65,1.5063763170803808,2.053464972696001,2.003308046827041,1.9004364291020115,1.8678519654479069,1.5985387605535164,1.6520006654807502,1.4959136541883995,1.573585167428531,1.6877728716750875,1.3461979581360626,1.5132078683046708,Ackley_d5,Good
66,1.5063763170803808,2.0259423154727334,2.003308046827041,1.894425441705507,1.8487377238976608,1.5952149414625936,1.6520006654807502,1.4760555639565127,1.5430840545723732,1.6872824061473883,1.3401485862709022,1.49377132624522,Ackley_d5,Good
67,1.5063763170803808,2.000597611187356,2.001812619920981,1.8889347402532373,1.830969890449608,1.5952149414625936,1.6356315280135596,1.4611393817320346,1.5385439528663465,1.6563432323852396,1.3348233555226252,1.4711595880899984,Ackley_d5,Good
68,1.5063763170803808,1.9944121301799616,1.9840516646647592,1.880431391083309,1.819748566843567,1.5837719297656565,1.6318367086197518,1.4610259832210335,1.5371593701447417,1.6530080921379664,1.319659383362907,1.394383168602995,Ackley_d5,Good
69,1.4413479223422532,1.9745712122972137,1.9715428344490475,1.880431391083309,1.8132604707926108,1.5821897330585435,1.5908291474416594,1.4379837044312993,1.523294197641921,1.650614099944158,1.298723725614381,1.3095946795546127,Ackley_d5,Good
70,1.4413479223422532,1.929035232098148,1.9715428344490475,1.875360997714061,1.7996032560809403,1.570322336825955,1.5610504324724326,1.4365678804915305,1.5076374633015557,1.6476281183609396,1.281693911754015,1.2949001742965551,Ackley_d5,Good
71,1.4413479223422532,1.925633282441911,1.9715428344490475,1.864917107439852,1.7891204062775214,1.538121671723023,1.5606600467943492,1.4343020727873226,1.4996792188302677,1.6337106866964095,1.2816189813966932,1.2843729992677555,Ackley_d5,Good
72,1.4340847015355866,1.925633282441911,1.9715428344490475,1.860734935375178,1.7837305185340406,1.538121671723023,1.5571302159156932,1.417049114306498,1.499303626958553,1.6298197539377175,1.2765529316408943,1.280280568532595,Ackley_d5,Good
73,1.4303060739992877,1.925633282441911,1.9643668116388224,1.8383163418290385,1.7545322990178087,1.5364725958598433,1.5522437681646952,1.4140625867369687,1.4932551959071267,1.604864609840297,1.2750947620948287,1.2490673900024418,Ackley_d5,Good
74,1.3261554772013155,1.894999726263052,1.9355046312346067,1.8321919622065768,1.7312779028121932,1.531384817362206,1.540403719278033,1.3923145652888589,1.488286131547502,1.600632920203264,1.2685718022201231,1.247461116204447,Ackley_d5,Good
75,1.3261554772013155,1.8878843783711228,1.917748798561345,1.809859842270219,1.7204351169134084,1.531384817362206,1.5389735186346514,1.3848486182209805,1.4874579707793587,1.5966637662603462,1.2538604997856142,1.2236385096818616,Ackley_d5,Good
76,1.3261554772013155,1.8708747625226383,1.9147651097106888,1.8083766210346723,1.7204351169134084,1.5313063822814394,1.526583689357023,1.3807700519265589,1.479941703297807,1.595253189811833,1.249251485691258,1.218077357410163,Ackley_d5,Good
77,1.3087633976496698,1.8538170074821152,1.9139917878947967,1.76803743873595,1.7057037297228717,1.5281609201455597,1.4925601016652186,1.3781991912675624,1.4769567123524587,1.5947089227567783,1.2480692369043016,1.1904536067428984,Ackley_d5,Good
78,1.3087633976496698,1.8538170074821152,1.8927900502090147,1.7487564902987196,1.6926677229738558,1.508657311036828,1.490421224496623,1.3602924741749134,1.4752435751154118,1.551071291995794,1.2427292614737415,1.180547115681314,Ackley_d5,Good
79,1.3087633976496698,1.8538170074821152,1.8927900502090147,1.7345730172657108,1.6926677229738558,1.5070183975630786,1.4768614806811842,1.3348015202415908,1.4746154930225412,1.5141071182900347,1.2417376968191702,1.1436596744769387,Ackley_d5,Good
80,1.3086629722832668,1.85118378890278,1.8927900502090147,1.7335161435222153,1.6759441656204184,1.5060884489711353,1.450121549744131,1.3333144918406952,1.4721705348948757,1.4802466334959223,1.2417376968191702,1.1223130129289294,Ackley_d5,Good
81,1.3086629722832668,1.8491312787598888,1.874161621441783,1.7193842414101053,1.6694968705292237,1.5051723340916496,1.450121549744131,1.3333144918406952,1.4721705348948757,1.47501788653213,1.2341333605571332,1.11084253330235,Ackley_d5,Good
82,1.2963686310913,1.8491312787598888,1.8704411563030408,1.7146609025671062,1.6609072402642149,1.4672906499525735,1.4490490909737834,1.3240519003246487,1.470285834759374,1.4666662687867875,1.2164355234703392,1.063959675144168,Ackley_d5,Good
83,1.2834621690270496,1.841211283676045,1.863169114817608,1.7127459161534764,1.6559741456795485,1.4623352796352214,1.3989516014042689,1.3179980326011214,1.463716622529254,1.4654518364087823,1.215026676353109,1.0430243926575078,Ackley_d5,Good
84,1.2633017286955266,1.841211283676045,1.863169114817608,1.6990427245522033,1.643925777674774,1.4603212305770796,1.3955029444981049,1.2898984783062142,1.4626237951833645,1.4626667051168305,1.2147768657260647,1.0181560389831086,Ackley_d5,Good
85,1.2500348321264534,1.837404797171641,1.860169258313534,1.6967517587879908,1.643925777674774,1.4533012196901651,1.3911850153867922,1.2767694617671883,1.4609432791852148,1.4418460577505852,1.186563685204172,0.9921135705813136,Ackley_d5,Good
86,1.244793423949222,1.8327107701923648,1.8586493525543173,1.6960039436130625,1.6430643072301014,1.35534438081827,1.3899823741244526,1.2694558145506163,1.4584168724198638,1.4418460577505852,1.182999387590892,0.969866395488186,Ackley_d5,Good
87,1.216864049249118,1.813888845797376,1.853359798336229,1.6960039436130625,1.6369003783607028,1.3551053142060394,1.3835320780357026,1.2633913751956838,1.448537549630241,1.4418460577505852,1.1808885518859975,0.959390109067356,Ackley_d5,Good
88,1.216864049249118,1.8093216550732247,1.8480567112733923,1.6783893470624114,1.6124220212615747,1.3551053142060394,1.3835320780357026,1.2254061294710776,1.448537549630241,1.438136300600512,1.141541483871467,0.959390109067356,Ackley_d5,Good
89,1.216864049249118,1.8093216550732247,1.8446851105113788,1.6706537848222844,1.6124220212615747,1.32388992190644,1.3760846676016265,1.2209317900910208,1.4469203201909815,1.4234074529226668,1.1147196188977395,0.9587107664222916,Ackley_d5,Good
90,1.216415243027777,1.8093216550732247,1.837908637345347,1.635155815472899,1.5976226960141435,1.2574050385075184,1.3604839361387235,1.2201729502314276,1.4460168019085513,1.4069607021947097,1.0756351636069383,0.9356445299092246,Ackley_d5,Good
91,1.2042389061936976,1.8093216550732247,1.8304795275925765,1.605863989105479,1.5826438485046068,1.2564739707312325,1.3598274957702372,1.2138197574001592,1.4398038875933137,1.3940798603531266,1.0699100387519556,0.9219978893583084,Ackley_d5,Good
92,1.2042389061936976,1.8093216550732247,1.8241814097615887,1.5844831875103578,1.582045542681557,1.2348520073090246,1.3341796244513977,1.2113576991193924,1.4391209998331542,1.3880948372145558,1.0522522516867368,0.9075498892800444,Ackley_d5,Good
93,1.1809229348044143,1.7965139869103963,1.8091805011885944,1.5828520139485025,1.5789396234936617,1.229269548703542,1.3276876828667818,1.209341055673105,1.435463445445481,1.3560416850568822,1.050706396925316,0.903598445504562,Ackley_d5,Good
94,1.159734001225974,1.7965139869103963,1.8091805011885944,1.578611251783668,1.5693866511040089,1.2048257802393392,1.315988245707289,1.2086990350843898,1.435463445445481,1.3547252202159132,1.0393734513273858,0.8949195581682688,Ackley_d5,Good
95,1.159734001225974,1.7965139869103963,1.8091805011885944,1.5573403545698554,1.5238703995021314,1.2035419672791854,1.315988245707289,1.2032253570975515,1.4287485876913175,1.3530784663350648,1.0390695021645435,0.8717389039604682,Ackley_d5,Good
96,1.1300359827215962,1.76526443426688,1.8042681161474443,1.549902672918563,1.522598182324237,1.202557350563486,1.3134642189427366,1.2027479741144045,1.4280467007221893,1.3522297101985827,1.0206669346441395,0.8709753750659774,Ackley_d5,Good
97,1.098781616509562,1.7425204254139937,1.8042681161474443,1.545057031573799,1.5196137250737445,1.1585380109887096,1.301571795275967,1.2026909384028917,1.4262018633498417,1.344936287356323,0.977989725482268,0.8609141739121511,Ackley_d5,Good
98,1.098781616509562,1.7136849773482232,1.8011558352114665,1.545057031573799,1.5146670690825244,1.1526724633437933,1.298904898349713,1.195215385219906,1.4008381855293717,1.338323762125262,0.9776169462637624,0.8400268177954089,Ackley_d5,Good
99,1.0460614421326435,1.6898144138684736,1.7912971802530706,1.5441909899395816,1.4274848074241515,1.1370315607251218,1.2793197868958914,1.1640743804905973,1.3904422166935533,1.3112097946382013,0.9725370402034612,0.8345105226213207,Ackley_d5,Good
100,1.0460614421326435,1.6828718082294571,1.7785534745761595,1.5441909899395816,1.4233802557221964,1.1358358210223771,1.2658090264411055,1.1627527263127364,1.3904422166935533,1.308849524046293,0.9691004738597154,0.786649854647593,Ackley_d5,Good
101,1.0410463852328984,1.666057312694185,1.7676108176548828,1.522045137617443,1.4022686843415648,1.1092189993740862,1.2643839638572174,1.1627437780847336,1.364566029180379,1.2822312882156013,0.9205466540212294,0.7619420050302301,Ackley_d5,Good
102,1.0410463852328984,1.6611165038921625,1.737459563061299,1.5218079823890045,1.4010556742015574,1.0964857310902167,1.264367385751474,1.1615503525192503,1.349185970177644,1.2775179815005315,0.919410695312032,0.7540186041024893,Ackley_d5,Good
103,1.0410463852328984,1.6500711563179828,1.737459563061299,1.5218079823890045,1.3809240985797484,1.0700637338309575,1.264367385751474,1.143628460551155,1.3468967521913309,1.267108157112273,0.9169478851146774,0.7272948371271886,Ackley_d5,Good
104,1.038976245676215,1.640765348652269,1.7334415694336216,1.5214430975069737,1.3610563310680277,1.0693178550394349,1.2641364792205767,1.143628460551155,1.3468967521913309,1.2666060134429171,0.9074623917651268,0.6908432342756489,Ackley_d5,Good
0,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,Ackley_d9,Good
1,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,Ackley_d9,Good
2,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,Ackley_d9,Good
3,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,Ackley_d9,Good
4,3.868905217129846,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,3.871519215977736,Ackley_d9,Good
5,3.641792098845649,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.642120242053755,3.648699319489237,Ackley_d9,Good
6,3.581087300273371,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.5706123016925684,3.6176679880124833,Ackley_d9,Good
7,3.5730843522596856,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.5543570285779484,Ackley_d9,Good
8,3.53033697356814,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.501810238706599,Ackley_d9,Good
9,3.494126263113845,3.5118205089252994,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.484255831821607,Ackley_d9,Good
10,3.45702483540328,3.4160873929619253,3.546241457744409,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.484255831821607,Ackley_d9,Good
11,3.4474708307197206,3.413268847250976,3.483272516364535,3.5322249525829985,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.567915669615879,3.484255831821607,Ackley_d9,Good
12,3.447470830709664,3.4132688472407176,3.4832725163542766,3.53222495257274,3.5266576167262302,3.56791566960562,3.56791566960562,3.56791566960562,3.56791566960562,3.56791566960562,3.56791566960562,3.3893614036499145,Ackley_d9,Good
13,3.4443412773806235,3.410076702845097,3.480080371958656,3.5117208271135145,3.52346547233061,3.549869552684753,3.56472352521,3.564456625545418,3.564456625545418,3.564456625545418,3.564456625545418,3.375772630715766,Ackley_d9,Good
14,3.444235564893225,3.4099688761079507,3.47997254522151,3.511613000376368,3.5233576455934643,3.549761725947607,3.543901228590232,3.5643487988082723,3.5643487988082723,3.5643487988082723,3.5643487988082723,3.3373271158572044,Ackley_d9,Good
