,func_name,method,scenario,value,iteration
100,Ackley_d5,hypbo,Poor,15.411110406366925,101
101,Ackley_d5,hypbo,Poor,15.33716237706854,102
102,Ackley_d5,hypbo,Poor,15.267586197717003,103
103,Ackley_d5,hypbo,Poor,15.24120614219733,104
104,Ackley_d5,hypbo,Poor,15.156092896515078,105
0,Ackley_d5,hypbo,Weak,17.208260534306294,1
1,Ackley_d5,hypbo,Weak,17.188419275161003,2
2,Ackley_d5,hypbo,Weak,17.188419275161003,3
3,Ackley_d5,hypbo,Weak,17.188419275161003,4
4,Ackley_d5,hypbo,Weak,17.188419275161003,5
5,Ackley_d5,hypbo,Weak,17.028269170097218,6
6,Ackley_d5,hypbo,Weak,16.928702535299216,7
7,Ackley_d5,hypbo,Weak,16.76081822897234,8
8,Ackley_d5,hypbo,Weak,16.67794803283296,9
9,Ackley_d5,hypbo,Weak,16.40116251892761,10
10,Ackley_d5,hypbo,Weak,16.33208861091906,11
11,Ackley_d5,hypbo,Weak,16.279167995324805,12
12,Ackley_d5,hypbo,Weak,16.25305321214498,13
13,Ackley_d5,hypbo,Weak,16.177871317918456,14
14,Ackley_d5,hypbo,Weak,16.086459052305255,15
15,Ackley_d5,hypbo,Weak,16.009457920898623,16
16,Ackley_d5,hypbo,Weak,15.939556638518091,17
17,Ackley_d5,hypbo,Weak,15.848685480822969,18
18,Ackley_d5,hypbo,Weak,15.820192714119653,19
19,Ackley_d5,hypbo,Weak,15.717774992412489,20
20,Ackley_d5,hypbo,Weak,15.50652482507888,21
21,Ackley_d5,hypbo,Weak,15.337638358952086,22
22,Ackley_d5,hypbo,Weak,15.324754559343589,23
23,Ackley_d5,hypbo,Weak,15.234366222812207,24
24,Ackley_d5,hypbo,Weak,15.197314934586634,25
25,Ackley_d5,hypbo,Weak,15.058613094526994,26
26,Ackley_d5,hypbo,Weak,14.993963442461158,27
27,Ackley_d5,hypbo,Weak,14.954060001203112,28
28,Ackley_d5,hypbo,Weak,14.87012438767954,29
29,Ackley_d5,hypbo,Weak,14.819664061344792,30
30,Ackley_d5,hypbo,Weak,14.771213779955705,31
31,Ackley_d5,hypbo,Weak,14.640983213288353,32
32,Ackley_d5,hypbo,Weak,14.506684614281069,33
33,Ackley_d5,hypbo,Weak,14.364706004669198,34
34,Ackley_d5,hypbo,Weak,14.185541333330937,35
35,Ackley_d5,hypbo,Weak,13.975756847462554,36
36,Ackley_d5,hypbo,Weak,13.770088411098667,37
37,Ackley_d5,hypbo,Weak,13.49042705664304,38
38,Ackley_d5,hypbo,Weak,13.297835111826728,39
39,Ackley_d5,hypbo,Weak,13.176107024592406,40
40,Ackley_d5,hypbo,Weak,12.934633184092538,41
41,Ackley_d5,hypbo,Weak,12.835579659717316,42
42,Ackley_d5,hypbo,Weak,12.660874556403137,43
43,Ackley_d5,hypbo,Weak,12.555301131482768,44
44,Ackley_d5,hypbo,Weak,12.506046675603192,45
45,Ackley_d5,hypbo,Weak,12.270260752932966,46
46,Ackley_d5,hypbo,Weak,12.155695555080332,47
47,Ackley_d5,hypbo,Weak,12.021132844880576,48
48,Ackley_d5,hypbo,Weak,11.863899364145125,49
49,Ackley_d5,hypbo,Weak,11.729681810840196,50
50,Ackley_d5,hypbo,Weak,11.542923552399465,51
51,Ackley_d5,hypbo,Weak,11.375908348431263,52
52,Ackley_d5,hypbo,Weak,11.233319845557078,53
53,Ackley_d5,hypbo,Weak,11.186994681800693,54
54,Ackley_d5,hypbo,Weak,11.090844474465731,55
55,Ackley_d5,hypbo,Weak,10.884628996300036,56
56,Ackley_d5,hypbo,Weak,10.793397773914071,57
57,Ackley_d5,hypbo,Weak,10.632645571816898,58
58,Ackley_d5,hypbo,Weak,10.48841808600902,59
59,Ackley_d5,hypbo,Weak,10.38200963968531,60
60,Ackley_d5,hypbo,Weak,10.272171450122544,61
61,Ackley_d5,hypbo,Weak,10.182644618233144,62
62,Ackley_d5,hypbo,Weak,10.029741052777542,63
63,Ackley_d5,hypbo,Weak,9.93926615369692,64
64,Ackley_d5,hypbo,Weak,9.872647452587664,65
65,Ackley_d5,hypbo,Weak,9.824558890918109,66
66,Ackley_d5,hypbo,Weak,9.745923651157565,67
67,Ackley_d5,hypbo,Weak,9.624339602147217,68
68,Ackley_d5,hypbo,Weak,9.510326073091488,69
69,Ackley_d5,hypbo,Weak,9.47185353265616,70
70,Ackley_d5,hypbo,Weak,9.459944322569337,71
71,Ackley_d5,hypbo,Weak,9.44448556600941,72
72,Ackley_d5,hypbo,Weak,9.383664983001868,73
73,Ackley_d5,hypbo,Weak,9.357229788612964,74
74,Ackley_d5,hypbo,Weak,9.320099148303786,75
75,Ackley_d5,hypbo,Weak,9.274491850919976,76
76,Ackley_d5,hypbo,Weak,9.225901567965892,77
77,Ackley_d5,hypbo,Weak,9.185282665214784,78
78,Ackley_d5,hypbo,Weak,9.09265080271516,79
79,Ackley_d5,hypbo,Weak,9.027651519593409,80
80,Ackley_d5,hypbo,Weak,8.899163534471603,81
81,Ackley_d5,hypbo,Weak,8.848772023228525,82
82,Ackley_d5,hypbo,Weak,8.75244165846235,83
83,Ackley_d5,hypbo,Weak,8.646320891728912,84
84,Ackley_d5,hypbo,Weak,8.571423564525197,85
85,Ackley_d5,hypbo,Weak,8.51236493082717,86
86,Ackley_d5,hypbo,Weak,8.50915544520959,87
87,Ackley_d5,hypbo,Weak,8.449675077681336,88
88,Ackley_d5,hypbo,Weak,8.41979463544979,89
89,Ackley_d5,hypbo,Weak,8.384130269578158,90
90,Ackley_d5,hypbo,Weak,8.318267671777853,91
91,Ackley_d5,hypbo,Weak,8.28255616050403,92
92,Ackley_d5,hypbo,Weak,8.209951157080754,93
93,Ackley_d5,hypbo,Weak,8.1391342613795,94
94,Ackley_d5,hypbo,Weak,8.103736602441627,95
95,Ackley_d5,hypbo,Weak,8.066837151150372,96
96,Ackley_d5,hypbo,Weak,8.049760006377694,97
97,Ackley_d5,hypbo,Weak,8.028947176766598,98
98,Ackley_d5,hypbo,Weak,7.983087141451115,99
99,Ackley_d5,hypbo,Weak,7.926618734349622,100
100,Ackley_d5,hypbo,Weak,7.870116939316103,101
101,Ackley_d5,hypbo,Weak,7.827482612963941,102
102,Ackley_d5,hypbo,Weak,7.747674086136735,103
103,Ackley_d5,hypbo,Weak,7.715170022496473,104
104,Ackley_d5,hypbo,Weak,7.667926537234102,105
0,Ackley_d5,hypbo,Good,3.913763533981319,1
1,Ackley_d5,hypbo,Good,3.913763533981319,2
2,Ackley_d5,hypbo,Good,3.913763533981319,3
3,Ackley_d5,hypbo,Good,3.913763533981319,4
4,Ackley_d5,hypbo,Good,3.913763533981319,5
5,Ackley_d5,hypbo,Good,3.801304470561397,6
6,Ackley_d5,hypbo,Good,3.715747465609283,7
7,Ackley_d5,hypbo,Good,3.56069792701947,8
8,Ackley_d5,hypbo,Good,3.494366369186699,9
9,Ackley_d5,hypbo,Good,3.494366369186699,10
10,Ackley_d5,hypbo,Good,3.494366369186699,11
11,Ackley_d5,hypbo,Good,3.494366369186699,12
12,Ackley_d5,hypbo,Good,3.423304463800266,13
13,Ackley_d5,hypbo,Good,3.398249987049189,14
14,Ackley_d5,hypbo,Good,3.36292843001807,15
15,Ackley_d5,hypbo,Good,3.3262019076255096,16
16,Ackley_d5,hypbo,Good,3.289114750715771,17
17,Ackley_d5,hypbo,Good,3.2662649370658983,18
18,Ackley_d5,hypbo,Good,3.255093288515257,19
19,Ackley_d5,hypbo,Good,3.206932786801912,20
20,Ackley_d5,hypbo,Good,3.18473005486741,21
21,Ackley_d5,hypbo,Good,3.171614470793348,22
22,Ackley_d5,hypbo,Good,3.148922430065651,23
23,Ackley_d5,hypbo,Good,3.121415562367927,24
24,Ackley_d5,hypbo,Good,3.0733376258232483,25
25,Ackley_d5,hypbo,Good,3.060786213086534,26
26,Ackley_d5,hypbo,Good,3.0308944307319985,27
27,Ackley_d5,hypbo,Good,2.96921676430222,28
28,Ackley_d5,hypbo,Good,2.8596288786897186,29
29,Ackley_d5,hypbo,Good,2.763165130462985,30
30,Ackley_d5,hypbo,Good,2.66486762194752,31
31,Ackley_d5,hypbo,Good,2.588115628404425,32
32,Ackley_d5,hypbo,Good,2.514689326595145,33
33,Ackley_d5,hypbo,Good,2.4494831486618263,34
34,Ackley_d5,hypbo,Good,2.4242948915210274,35
35,Ackley_d5,hypbo,Good,2.4045044673566185,36
36,Ackley_d5,hypbo,Good,2.3758633803054408,37
37,Ackley_d5,hypbo,Good,2.3444750914001107,38
38,Ackley_d5,hypbo,Good,2.295573393810601,39
39,Ackley_d5,hypbo,Good,2.2939447614067845,40
40,Ackley_d5,hypbo,Good,2.271103186514201,41
41,Ackley_d5,hypbo,Good,2.2614161193633326,42
42,Ackley_d5,hypbo,Good,2.221677635207464,43
43,Ackley_d5,hypbo,Good,2.211979880574239,44
44,Ackley_d5,hypbo,Good,2.1877509534529644,45
45,Ackley_d5,hypbo,Good,2.1361201285148432,46
46,Ackley_d5,hypbo,Good,2.130354071851569,47
47,Ackley_d5,hypbo,Good,2.079814387508148,48
48,Ackley_d5,hypbo,Good,2.0766821668808166,49
49,Ackley_d5,hypbo,Good,2.0543664646514173,50
50,Ackley_d5,hypbo,Good,2.0203421981730503,51
51,Ackley_d5,hypbo,Good,2.005751709332521,52
52,Ackley_d5,hypbo,Good,1.9614502086110044,53
53,Ackley_d5,hypbo,Good,1.9369948189100532,54
54,Ackley_d5,hypbo,Good,1.9340751474011888,55
55,Ackley_d5,hypbo,Good,1.87093536524093,56
56,Ackley_d5,hypbo,Good,1.8492067818150808,57
57,Ackley_d5,hypbo,Good,1.8043678092710465,58
58,Ackley_d5,hypbo,Good,1.7471879005605289,59
59,Ackley_d5,hypbo,Good,1.7433451443597543,60
60,Ackley_d5,hypbo,Good,1.70265250563943,61
61,Ackley_d5,hypbo,Good,1.6707427769020913,62
62,Ackley_d5,hypbo,Good,1.6252045865775904,63
63,Ackley_d5,hypbo,Good,1.5626562211772344,64
64,Ackley_d5,hypbo,Good,1.5264945045723592,65
65,Ackley_d5,hypbo,Good,1.5132078683046708,66
66,Ackley_d5,hypbo,Good,1.49377132624522,67
67,Ackley_d5,hypbo,Good,1.4711595880899984,68
68,Ackley_d5,hypbo,Good,1.394383168602995,69
69,Ackley_d5,hypbo,Good,1.3095946795546127,70
70,Ackley_d5,hypbo,Good,1.2949001742965551,71
71,Ackley_d5,hypbo,Good,1.2843729992677555,72
72,Ackley_d5,hypbo,Good,1.280280568532595,73
73,Ackley_d5,hypbo,Good,1.2490673900024418,74
74,Ackley_d5,hypbo,Good,1.247461116204447,75
75,Ackley_d5,hypbo,Good,1.2236385096818616,76
76,Ackley_d5,hypbo,Good,1.218077357410163,77
77,Ackley_d5,hypbo,Good,1.1904536067428984,78
78,Ackley_d5,hypbo,Good,1.180547115681314,79
79,Ackley_d5,hypbo,Good,1.1436596744769387,80
80,Ackley_d5,hypbo,Good,1.1223130129289294,81
81,Ackley_d5,hypbo,Good,1.11084253330235,82
82,Ackley_d5,hypbo,Good,1.063959675144168,83
83,Ackley_d5,hypbo,Good,1.0430243926575078,84
84,Ackley_d5,hypbo,Good,1.0181560389831086,85
85,Ackley_d5,hypbo,Good,0.9921135705813136,86
86,Ackley_d5,hypbo,Good,0.969866395488186,87
87,Ackley_d5,hypbo,Good,0.959390109067356,88
88,Ackley_d5,hypbo,Good,0.959390109067356,89
89,Ackley_d5,hypbo,Good,0.9587107664222916,90
90,Ackley_d5,hypbo,Good,0.9356445299092246,91
91,Ackley_d5,hypbo,Good,0.9219978893583084,92
92,Ackley_d5,hypbo,Good,0.9075498892800444,93
93,Ackley_d5,hypbo,Good,0.903598445504562,94
94,Ackley_d5,hypbo,Good,0.8949195581682688,95
95,Ackley_d5,hypbo,Good,0.8717389039604682,96
96,Ackley_d5,hypbo,Good,0.8709753750659774,97
97,Ackley_d5,hypbo,Good,0.8609141739121511,98
98,Ackley_d5,hypbo,Good,0.8400268177954089,99
99,Ackley_d5,hypbo,Good,0.8345105226213207,100
100,Ackley_d5,hypbo,Good,0.786649854647593,101
101,Ackley_d5,hypbo,Good,0.7619420050302301,102
102,Ackley_d5,hypbo,Good,0.7540186041024893,103
103,Ackley_d5,hypbo,Good,0.7272948371271886,104
104,Ackley_d5,hypbo,Good,0.6908432342756489,105
0,Ackley_d5,hypbo,Poor_Good,21.59859566410543,1
1,Ackley_d5,hypbo,Poor_Good,3.913763533981319,2
2,Ackley_d5,hypbo,Poor_Good,3.913763533981319,3
3,Ackley_d5,hypbo,Poor_Good,3.913763533981319,4
4,Ackley_d5,hypbo,Poor_Good,3.913763533981319,5
5,Ackley_d5,hypbo,Poor_Good,3.801304470561397,6
6,Ackley_d5,hypbo,Poor_Good,3.792149575838302,7
7,Ackley_d5,hypbo,Poor_Good,3.6759165459523615,8
8,Ackley_d5,hypbo,Poor_Good,3.664982955884096,9
9,Ackley_d5,hypbo,Poor_Good,3.664982955884096,10
10,Ackley_d5,hypbo,Poor_Good,3.664982955884096,11
11,Ackley_d5,hypbo,Poor_Good,3.664982955884096,12
12,Ackley_d5,hypbo,Poor_Good,3.448342858624993,13
13,Ackley_d5,hypbo,Poor_Good,3.376664223117075,14
14,Ackley_d5,hypbo,Poor_Good,3.304148409887464,15
15,Ackley_d5,hypbo,Poor_Good,3.2682041517636886,16
16,Ackley_d5,hypbo,Poor_Good,3.2302848612955506,17
17,Ackley_d5,hypbo,Poor_Good,3.213846436553029,18
18,Ackley_d5,hypbo,Poor_Good,3.213846436553029,19
19,Ackley_d5,hypbo,Poor_Good,3.191026418991646,20
20,Ackley_d5,hypbo,Poor_Good,3.163603297362755,21
21,Ackley_d5,hypbo,Poor_Good,3.148240849548653,22
22,Ackley_d5,hypbo,Poor_Good,3.1447259782382138,23
23,Ackley_d5,hypbo,Poor_Good,3.084935480596995,24
24,Ackley_d5,hypbo,Poor_Good,3.0075975727362474,25
25,Ackley_d5,hypbo,Poor_Good,3.001886705422618,26
26,Ackley_d5,hypbo,Poor_Good,2.949890278955391,27
27,Ackley_d5,hypbo,Poor_Good,2.89590201008177,28
28,Ackley_d5,hypbo,Poor_Good,2.848455030071554,29
29,Ackley_d5,hypbo,Poor_Good,2.840569997410776,30
30,Ackley_d5,hypbo,Poor_Good,2.797829445547724,31
31,Ackley_d5,hypbo,Poor_Good,2.7849579499003294,32
32,Ackley_d5,hypbo,Poor_Good,2.746998922272337,33
33,Ackley_d5,hypbo,Poor_Good,2.6945262987595755,34
34,Ackley_d5,hypbo,Poor_Good,2.6867805633956268,35
35,Ackley_d5,hypbo,Poor_Good,2.6583674208896677,36
36,Ackley_d5,hypbo,Poor_Good,2.621829151244404,37
37,Ackley_d5,hypbo,Poor_Good,2.572846222814387,38
38,Ackley_d5,hypbo,Poor_Good,2.5321763427879014,39
39,Ackley_d5,hypbo,Poor_Good,2.492230919569942,40
40,Ackley_d5,hypbo,Poor_Good,2.433555750611226,41
41,Ackley_d5,hypbo,Poor_Good,2.409008693534436,42
42,Ackley_d5,hypbo,Poor_Good,2.350450930658136,43
43,Ackley_d5,hypbo,Poor_Good,2.3188224572826748,44
44,Ackley_d5,hypbo,Poor_Good,2.2654616906388387,45
45,Ackley_d5,hypbo,Poor_Good,2.185328389500972,46
46,Ackley_d5,hypbo,Poor_Good,2.1634235152978825,47
47,Ackley_d5,hypbo,Poor_Good,2.10592168828168,48
48,Ackley_d5,hypbo,Poor_Good,2.069781304496763,49
49,Ackley_d5,hypbo,Poor_Good,2.04535627155916,50
50,Ackley_d5,hypbo,Poor_Good,1.9813493651226184,51
51,Ackley_d5,hypbo,Poor_Good,1.9608016543482012,52
52,Ackley_d5,hypbo,Poor_Good,1.9306689675778257,53
53,Ackley_d5,hypbo,Poor_Good,1.9182225228230132,54
54,Ackley_d5,hypbo,Poor_Good,1.8892662653971692,55
55,Ackley_d5,hypbo,Poor_Good,1.8726442153352296,56
56,Ackley_d5,hypbo,Poor_Good,1.8646629322176216,57
57,Ackley_d5,hypbo,Poor_Good,1.836999662522024,58
58,Ackley_d5,hypbo,Poor_Good,1.7640233183661764,59
59,Ackley_d5,hypbo,Poor_Good,1.7066232777472825,60
60,Ackley_d5,hypbo,Poor_Good,1.6916115166424357,61
61,Ackley_d5,hypbo,Poor_Good,1.6596757122988306,62
62,Ackley_d5,hypbo,Poor_Good,1.6253984307796563,63
63,Ackley_d5,hypbo,Poor_Good,1.5816377078312758,64
64,Ackley_d5,hypbo,Poor_Good,1.5354515992670883,65
65,Ackley_d5,hypbo,Poor_Good,1.4749382628724026,66
66,Ackley_d5,hypbo,Poor_Good,1.3960599969456546,67
67,Ackley_d5,hypbo,Poor_Good,1.3157631414250974,68
68,Ackley_d5,hypbo,Poor_Good,1.3037085630884198,69
69,Ackley_d5,hypbo,Poor_Good,1.299511696357322,70
70,Ackley_d5,hypbo,Poor_Good,1.2490687504498164,71
71,Ackley_d5,hypbo,Poor_Good,1.2431923228924395,72
72,Ackley_d5,hypbo,Poor_Good,1.2395082905496266,73
73,Ackley_d5,hypbo,Poor_Good,1.1898546917837691,74
74,Ackley_d5,hypbo,Poor_Good,1.1653599183942709,75
75,Ackley_d5,hypbo,Poor_Good,1.1523921831136832,76
76,Ackley_d5,hypbo,Poor_Good,1.135722772920442,77
77,Ackley_d5,hypbo,Poor_Good,1.1334852137100715,78
78,Ackley_d5,hypbo,Poor_Good,1.119471255820736,79
79,Ackley_d5,hypbo,Poor_Good,1.098121811004509,80
80,Ackley_d5,hypbo,Poor_Good,1.0467114647390172,81
81,Ackley_d5,hypbo,Poor_Good,1.0132872278910403,82
82,Ackley_d5,hypbo,Poor_Good,0.9623097220274552,83
83,Ackley_d5,hypbo,Poor_Good,0.9408672190737732,84
84,Ackley_d5,hypbo,Poor_Good,0.9291126214886316,85
85,Ackley_d5,hypbo,Poor_Good,0.9039806453611148,86
86,Ackley_d5,hypbo,Poor_Good,0.8909546085968328,87
87,Ackley_d5,hypbo,Poor_Good,0.8762865918889249,88
88,Ackley_d5,hypbo,Poor_Good,0.8582754656619977,89
89,Ackley_d5,hypbo,Poor_Good,0.8300165558204061,90
90,Ackley_d5,hypbo,Poor_Good,0.8023271168209837,91
91,Ackley_d5,hypbo,Poor_Good,0.7988238593349115,92
92,Ackley_d5,hypbo,Poor_Good,0.7947343616743185,93
93,Ackley_d5,hypbo,Poor_Good,0.7918388858614276,94
94,Ackley_d5,hypbo,Poor_Good,0.7418139018317784,95
95,Ackley_d5,hypbo,Poor_Good,0.7316470628240723,96
96,Ackley_d5,hypbo,Poor_Good,0.7233163943892985,97
97,Ackley_d5,hypbo,Poor_Good,0.6949319287749063,98
98,Ackley_d5,hypbo,Poor_Good,0.6800997112613858,99
99,Ackley_d5,hypbo,Poor_Good,0.663190507034315,100
100,Ackley_d5,hypbo,Poor_Good,0.6350313065269796,101
101,Ackley_d5,hypbo,Poor_Good,0.6229817211355168,102
102,Ackley_d5,hypbo,Poor_Good,0.6098718487912786,103
103,Ackley_d5,hypbo,Poor_Good,0.6040000093842494,104
104,Ackley_d5,hypbo,Poor_Good,0.5937683471826358,105
0,Ackley_d5,hypbo,Poor_Weak,21.59859566410543,1
1,Ackley_d5,hypbo,Poor_Weak,17.208260534306294,2
2,Ackley_d5,hypbo,Poor_Weak,17.188419275161003,3
3,Ackley_d5,hypbo,Poor_Weak,17.188419275161003,4
4,Ackley_d5,hypbo,Poor_Weak,17.188419275161003,5
5,Ackley_d5,hypbo,Poor_Weak,17.028269170097218,6
6,Ackley_d5,hypbo,Poor_Weak,17.028269170097218,7
7,Ackley_d5,hypbo,Poor_Weak,16.865036719601914,8
8,Ackley_d5,hypbo,Poor_Weak,16.66249184081288,9
9,Ackley_d5,hypbo,Poor_Weak,16.548029477740048,10
10,Ackley_d5,hypbo,Poor_Weak,16.328979150646138,11
11,Ackley_d5,hypbo,Poor_Weak,16.32394779856048,12
12,Ackley_d5,hypbo,Poor_Weak,16.316949786244226,13
13,Ackley_d5,hypbo,Poor_Weak,16.298918791617453,14
14,Ackley_d5,hypbo,Poor_Weak,16.25411732254345,15
15,Ackley_d5,hypbo,Poor_Weak,16.239930697434367,16
16,Ackley_d5,hypbo,Poor_Weak,16.135237802106133,17
17,Ackley_d5,hypbo,Poor_Weak,16.09985702108814,18
18,Ackley_d5,hypbo,Poor_Weak,15.997795907674927,19
19,Ackley_d5,hypbo,Poor_Weak,15.86622703009996,20
20,Ackley_d5,hypbo,Poor_Weak,15.813349699098415,21
21,Ackley_d5,hypbo,Poor_Weak,15.669677302209264,22
22,Ackley_d5,hypbo,Poor_Weak,15.66001672700006,23
23,Ackley_d5,hypbo,Poor_Weak,15.49879772531424,24
24,Ackley_d5,hypbo,Poor_Weak,15.38169704218334,25
25,Ackley_d5,hypbo,Poor_Weak,15.351585911239903,26
26,Ackley_d5,hypbo,Poor_Weak,15.201449167953928,27
27,Ackley_d5,hypbo,Poor_Weak,15.015116924570266,28
28,Ackley_d5,hypbo,Poor_Weak,14.91088533472842,29
29,Ackley_d5,hypbo,Poor_Weak,14.801544788518273,30
30,Ackley_d5,hypbo,Poor_Weak,14.493502851983637,31
31,Ackley_d5,hypbo,Poor_Weak,14.344571310736974,32
32,Ackley_d5,hypbo,Poor_Weak,14.235978859471018,33
33,Ackley_d5,hypbo,Poor_Weak,14.12686045212449,34
34,Ackley_d5,hypbo,Poor_Weak,13.992468534398997,35
35,Ackley_d5,hypbo,Poor_Weak,13.899965523797643,36
36,Ackley_d5,hypbo,Poor_Weak,13.779619419701651,37
37,Ackley_d5,hypbo,Poor_Weak,13.698961305611604,38
38,Ackley_d5,hypbo,Poor_Weak,13.565468221177916,39
39,Ackley_d5,hypbo,Poor_Weak,13.481108888769976,40
40,Ackley_d5,hypbo,Poor_Weak,13.273190418167715,41
41,Ackley_d5,hypbo,Poor_Weak,13.181966738553353,42
42,Ackley_d5,hypbo,Poor_Weak,13.012626800056168,43
43,Ackley_d5,hypbo,Poor_Weak,12.844024736090075,44
