x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,target,model_name,level,iteration
1.2494397,1.5175543,1.3453802,1.1332175,0.9230714,0.69483876,1.6256425,1.6566921,0.0,1.1395576,1.3020773,1.2819488,1.1587491,0.71672004,0.46480474,0.0,0.7360362,1.1247319,1.1018598,1.3864477,-1.4070992,Good,Local,31
1.7374384,2.6150098,0.51955545,-1.8283246,1.4109246,1.25261,-0.47928855,1.3568131,0.4406399,-0.79128736,4.542456,1.5958203,2.569384,1.947967,1.19493,0.6990068,0.84026915,-3.0550938,3.600978,0.859137,-21.727243,Global,Global,32
0.28872016,1.6989411,2.9023433,0.94137084,1.0533055,-1.063376,-1.5126915,0.9867525,1.8282812,0.5099513,2.4804993,2.5440733,0.48752812,-1.591674,1.3249328,0.66119456,1.9167647,0.6658398,-1.1347147,4.3052044,-15.661641,Global,Global,33
0.7065018,1.2909694,-0.48160595,2.6701088,1.9431132,2.034511,-0.22860956,1.0960985,2.9901617,0.9537113,0.45101407,1.451865,-0.009711149,-2.0895317,1.3492783,0.6081447,0.8859059,0.93934274,2.4036708,-0.14210933,-11.883724,Global,Global,34
0.9415168,0.37401402,2.2876635,1.4542294,0.8374951,2.0549335,-0.036709134,0.9990466,0.019785997,1.5563359,2.7002168,0.23345649,-0.67175925,0.75668705,1.2556963,0.9275592,3.8254936,0.74239665,2.523447,1.4927796,-5.5896916,Global,Global,35
1.031788,2.7064803,3.2603028,0.5993665,0.62004936,2.2645986,0.3223336,0.86275995,2.098932,1.5256954,2.826404,0.63699394,-0.42089134,0.6425998,1.6265261,0.25391254,0.8444713,1.3024907,1.9231892,1.7759248,-6.3167734,Global,Global,36
1.0380177,1.5417017,1.1622496,1.1522458,0.576186,0.7993693,0.7426577,0.73546296,0.13390268,1.0750458,1.1303025,1.2366954,0.3679849,0.820202,2.0,0.0,0.9833967,0.459404,1.008346,1.2469872,-1.4133359,Good,Local,37
0.7895874,1.4683511,1.1369119,0.576759,0.3645391,0.7369349,1.7658507,0.51957816,0.14198613,1.0398773,1.5223234,1.3323377,1.0071062,0.6156095,1.769217,0.0,0.9056983,0.80211085,1.1943266,1.2572764,-1.76955,Good,Local,38
0.63539374,1.897124,1.6994555,0.66931576,2.3215282,1.62628,0.32575473,0.85018617,-0.5438793,0.41680977,0.82803696,1.8238461,0.96693164,0.020064412,0.8202212,0.9460869,1.9688843,1.8705997,1.8362317,1.6844467,-4.9318123,Global,Global,39
1.3965825,-0.40983754,1.7111188,2.0238352,-0.7975777,-0.42327312,1.7849594,0.698904,1.1116279,1.0572777,1.2749226,0.18110865,1.7181722,1.6778826,0.13828504,-0.1959846,1.42055,1.794922,2.4305508,1.381107,-5.1113844,Global,Global,40
1.4821464,1.8513756,-0.80282325,1.9201707,-0.11713471,1.6182547,-0.61637026,0.699582,0.5722205,1.0707588,4.988857,1.2453313,0.75244045,1.3951597,0.8947599,0.30438,1.8979062,2.8878427,0.3526,1.6281127,-12.549797,Global,Global,41
1.1386038,-3.4073703,4.7144175,1.8604468,0.65719074,-0.9250666,7.5776467,1.6248407,-3.9772189,4.148867,1.168773,0.43793663,2.486603,-0.566199,-0.94528204,-0.11503272,-2.6810248,-1.3921376,-0.4470404,-2.117982,-34.08339,Global,Global,42
1.0290239,0.81405973,2.0193264,0.7596961,0.62951726,0.5866586,1.1830064,0.77079827,0.9854554,0.8201064,1.1906779,0.3166753,0.86187935,0.3325897,0.5762767,0.61173624,1.3372195,-0.36061832,1.8153049,1.1584964,-1.8251002,Global,Global,43
1.2522268,1.3727807,1.2396522,1.1635853,1.0928054,0.77595365,1.3018197,0.71415937,0.0,0.7976251,1.1132609,1.2157575,0.8678482,0.8302685,0.8654396,0.0,0.9685586,0.93563044,0.9417011,1.3382006,-0.60161006,Good,Local,44
1.28602,1.3789173,1.3856102,0.9099704,0.59186375,0.66727036,1.2869207,0.7467874,0.0,0.9549289,1.0872219,1.25097,0.83947575,0.9169549,0.47508866,0.0026424308,0.73159087,0.99436915,0.71091217,1.0538497,-0.8242648,Good,Local,45
1.5678812,1.2837398,1.2667062,1.3981152,0.89626795,0.7548532,1.3078568,0.70277095,0.0,1.2043232,1.0968971,1.0862647,0.4719235,0.68885726,0.74402505,0.0,0.9058775,1.0970305,1.2370037,1.784179,-1.180557,Good,Local,46
0.4460761,1.9721609,1.3891842,1.7235832,1.5457114,0.9079883,1.9053277,0.7437802,0.5066576,0.7083186,1.0362757,-0.14317608,0.18218556,1.1794659,0.91375375,-0.29094625,1.1917275,0.092600025,1.4533921,1.5720495,-2.8107004,Global,Global,47
1.1497246,0.78202295,1.5464816,0.009482115,0.531458,-3.6029522,6.2675686,0.82758766,0.8132716,0.7289236,-2.7026594,2.9507744,6.2286386,1.8497183,-1.1801841,-0.61951,-6.072113,3.2140808,0.9913779,1.7548618,-83.82801,Global,Global,48
1.2281787,1.0052029,1.8153887,0.2805124,0.64578384,1.3955954,1.061582,0.7797246,-0.37285957,1.7944562,1.5664046,0.33008373,0.5138294,-0.07452056,0.62210524,0.06180202,1.6187887,0.45361173,0.57374203,0.18094409,-2.3963532,Global,Global,49
0.7231943,0.3775627,1.5311819,1.1559222,0.8986407,0.97342044,1.2418416,0.8733853,-0.02120454,1.5082239,1.7460235,1.5440167,-0.12362073,1.7700284,0.964442,0.89738256,1.2969638,0.19086047,1.4919828,1.3404367,-2.0742123,Global,Global,50
-0.12852322,6.432204,-0.5849067,-3.467208,2.3806026,3.16902,-10.0,-0.056905802,5.8221445,1.1504403,-0.6268595,-0.24338499,-4.8235626,4.00022,4.9017396,1.8959138,4.6883245,0.62567294,4.2021713,2.2212057,-140.4921,Global,Global,51
1.0926228,1.5389022,1.0288746,0.8347951,1.6990886,0.7652113,1.2740344,0.7533249,0.0,0.5938902,1.1637497,1.2844553,1.4711334,0.8268773,0.80383945,0.0,0.92223465,0.839762,0.90321445,1.2222745,-1.1402302,Good,Local,52
1.1827811,1.367219,1.2124126,1.3031812,0.82895404,0.83237666,1.2925797,0.7498838,0.1566134,0.2529398,0.93551785,1.2276733,0.70316714,0.8207559,0.0,0.036926534,1.1077299,1.0446568,0.90865564,1.2735599,-0.77333707,Good,Local,53
2.8069923,3.0406237,2.150809,5.0160365,5.253474,5.7873645,-3.6347203,2.3320742,3.3303382,-2.329651,8.022096,3.355758,-2.7020855,-3.163021,6.0744634,-0.91545147,6.035798,-3.4791863,3.8655643,5.349633,-115.159676,Global,Global,54
0.17133008,1.2991815,4.6285944,0.49420527,5.2138247,6.038704,-6.833123,1.4575988,-1.1241541,-0.31344795,5.7248006,7.3150897,0.50137216,0.066989146,1.7517381,1.7907232,-3.566829,4.245449,1.4814285,-3.5633783,-98.93688,Global,Global,55
0.21888205,10.0,-2.4565842,-1.4308616,2.684367,3.5833764,-2.0659187,-0.08964364,2.7263725,-0.32815638,3.6953704,0.68028736,1.9091854,-5.3541837,1.8150401,1.6813484,0.52939105,-1.2489035,-3.4019125,0.87593824,-100.27978,Global,Global,56
-0.28822863,2.0419328,2.70095,0.16530871,0.7984886,3.7882466,-3.353835,0.7338204,0.49989277,2.4175723,3.2425344,-0.10223831,-2.7624335,4.803139,1.3909098,1.5952246,2.9270623,2.4671483,4.9870687,-1.2596279,-36.801426,Global,Global,57
0.88737303,0.7165656,2.1190712,0.9153925,1.0210022,1.2001585,0.47975695,1.0502486,0.9712544,0.64534706,1.3966532,1.1527592,1.1673245,0.3139413,1.1694392,0.50007826,1.5118974,0.3482734,2.158344,1.3980175,-2.3779497,Global,Global,58
1.0274794,1.165742,1.2525679,1.3101369,0.86876994,0.67683595,1.2925708,0.7138811,0.0,1.2078637,1.1734103,1.3806223,0.7987513,0.72422564,0.88795346,0.0,1.1406069,0.9515382,0.7637271,1.2764244,-0.6505665,Good,Local,59
1.5120026,1.2081374,1.5239475,1.1241252,0.842957,0.7116574,1.3158692,0.70176405,0.067519344,0.6701951,1.1340737,0.8763585,0.90889066,0.7075207,0.72903264,0.0,1.1889701,1.0211724,0.96341896,1.3069869,-1.0126003,Good,Local,60
2.5364025,-1.3009344,5.5602245,5.1113267,-1.8023176,1.7413148,6.216299,-2.6268587,-2.7095344,1.8440015,2.928097,-4.4848967,4.302503,-6.6768928,1.3203694,3.086956,2.6278853,-2.1042595,0.8783144,-0.6099869,-117.47855,Global,Global,61
2.3551269,0.8607279,-0.9251386,-0.86384934,4.061165,2.1556494,-4.4764514,-0.8843709,2.0106452,3.1284947,1.0008336,3.9479952,0.111623585,0.112932816,6.936123,2.2637002,3.401396,3.434141,-0.100842275,1.7092366,-22.382029,Global,Global,62
-0.005947573,0.14637966,5.116453,3.8119445,2.1737766,-2.2852087,3.3854802,1.043272,-1.1725296,1.9644018,-2.347395,5.687777,2.8153107,2.2233438,0.75861514,-1.3889574,-1.6271785,0.33470836,-1.0418273,-3.6294913,-56.063892,Global,Global,63
2.712959,0.16343631,1.4863322,-2.1430967,2.1804497,4.0920434,3.0272896,3.0276425,5.3427753,0.8013145,-2.8176203,-0.98540246,2.239132,0.15723154,-1.0786151,2.7041726,0.63970774,0.30330178,3.600008,1.7148379,-38.216995,Global,Global,64
-0.61038584,2.156025,4.8334985,-4.745997,0.2819399,-0.18669361,0.39204165,0.76935726,4.619901,0.094948806,-4.043824,0.39084283,-2.6488266,0.07320361,-3.5488799,3.907458,4.220653,-2.8723874,-0.33443958,-0.1463206,-44.309956,Global,Global,65
1.3490452,1.4062045,1.0072997,1.2981012,0.8189918,0.90662503,1.2934077,0.6638193,0.0,1.341987,1.1685579,1.2420272,0.69520193,0.80223286,1.0056742,0.0,0.90727645,1.1596049,0.735296,1.2753551,-0.8298938,Good,Local,66
1.0494912,1.2124807,1.3095049,0.7880435,0.89909637,0.6277601,1.2597333,0.7452557,0.0,0.2700118,1.0401932,1.3756479,0.90223545,0.7124899,0.96449786,0.0,0.8057911,0.84362334,0.86395115,1.3350157,-0.66505444,Good,Local,67
1.947849,-1.1700677,0.63533914,2.4804387,-1.5050378,-1.6704332,5.1639047,1.7030371,-0.611982,-0.41589928,2.9702473,0.81377614,4.6534934,4.222778,-0.30820826,0.3505701,-2.3589258,1.9623203,1.1253794,2.4247322,-37.310123,Global,Global,68
0.5686531,0.27868578,1.7867019,-2.731001,0.13769577,1.3976644,7.618007,3.2389507,-3.4764261,2.1485896,-0.389765,-0.3744456,0.4596611,-0.95524853,-5.98177,-2.9991803,-0.6582901,-3.021066,-4.663374,-0.755115,-73.02839,Global,Global,69
0.8941918,0.75137097,0.83852196,0.28845403,6.385806,3.6279557,-4.189195,1.9382433,-0.88852406,5.478699,7.0729394,2.2643964,-4.605668,-1.5654613,6.0633073,2.8311565,5.7389703,4.192853,-2.7383077,-1.6351465,-91.66325,Global,Global,70
2.8993518,1.9130132,-0.97315675,-0.14769565,4.6939936,4.1456213,-4.124682,-1.3644476,4.7685113,-2.4762995,1.9873142,8.951974,2.2671423,0.03923395,4.654221,0.5613695,1.731882,1.5386777,1.5038377,2.768786,-65.48249,Global,Global,71
0.6239688,2.201736,1.1370335,0.2860675,1.0295095,1.5000727,-1.1559476,0.50828373,1.7249509,1.3874475,-0.1824471,0.3505614,0.17205834,2.0267527,1.965314,1.7303379,2.611017,0.45610398,0.9618971,1.6050692,-6.4484835,Global,Global,72
1.0875177,1.5007628,1.4423934,0.91811377,0.8256012,0.6424917,1.2855015,0.7126224,0.0,0.53975415,1.1378685,1.4043869,0.98070663,0.87281966,1.2468209,0.0,1.1337516,1.0875033,0.8294621,1.3924494,-0.88637215,Good,Local,73
1.295863,1.1689261,1.2099683,1.495183,1.1854995,0.5200815,1.3336096,0.73043203,0.17887692,0.17696615,1.1106247,1.127442,0.9086995,0.49296096,1.8927362,0.0,0.6462828,1.2133447,0.7439975,1.2530061,-1.4964714,Good,Local,74
2.6290562,0.7383402,6.8399487,-4.3309007,4.337578,0.8795481,2.0743513,0.6679643,1.6393911,-2.808098,-3.9621902,1.7956631,0.29037666,0.15524544,0.113560565,5.080381,-2.058193,-6.0805316,-0.16511221,-3.7992167,-81.477005,Global,Global,75
3.0906353,1.9150665,-0.68546313,-0.19125834,3.0428736,3.6489367,-0.7119256,2.4114652,0.584936,2.352497,0.9194574,1.3423371,-1.4769726,-2.8392143,2.000329,-2.4204633,3.6739209,-1.2740381,0.5439311,0.74928886,-29.27503,Global,Global,76
1.2010603,-3.0402107,4.059198,1.4817643,0.97626495,2.6550887,2.0524595,0.88857603,-2.2586677,3.6535788,2.985604,0.8102362,3.0378618,0.21172568,-0.17222115,2.6547136,-1.3793533,3.6199012,3.522806,-1.8930386,-26.39288,Global,Global,77
1.4349179,1.0369282,0.63765794,0.6457488,-2.382536,-1.3730799,3.7928143,0.055797722,3.441232,0.15311185,0.47912967,-0.44103125,0.28267336,0.73689723,0.5660358,-1.0022591,5.503483,-1.3563796,4.2733364,2.598273,-31.055782,Global,Global,78
-1.246822,0.11494541,-0.49715373,0.7432229,-0.78218734,-1.7950494,3.7912614,0.22935344,-0.7737164,4.8352747,-2.3233633,-1.0243134,2.5327795,1.6739198,-1.4693196,0.91370726,-2.1978934,4.288187,0.25672036,-0.9211162,-37.829456,Global,Global,79
1.0708268,1.0713989,1.2681972,1.0704216,0.8790612,0.8219305,1.3245001,0.7531296,0.0,0.9313102,1.0690138,1.2317961,0.7725826,0.7927103,0.63484424,0.0,0.92904323,0.6157951,0.98724455,1.1538719,-0.51668733,Good,Local,80
1.0131478,1.4054517,1.2817127,0.43664032,0.97248393,0.87491757,1.3405802,0.73323387,0.0,1.381447,0.9566383,1.157806,0.5135908,0.75964713,0.56506014,0.0,0.9493464,0.6307284,0.8187342,1.1373501,-0.83290774,Good,Local,81
1.16121,0.9399728,1.2785766,1.9622513,1.3371284,0.85314345,1.347541,0.757012,0.0,0.6194719,1.1014283,1.2339647,0.92532504,0.7738424,0.35068342,0.0,0.78580827,0.3712456,1.037971,0.6722057,-1.3627177,Good,Local,82
0.6780671,1.8100816,1.1751784,1.0167078,1.0754493,0.50812733,0.5448398,0.8315162,1.4389434,0.6553506,1.7865472,1.054591,0.4149495,1.0342257,0.9251754,0.8358218,1.8289334,1.1867218,1.7204154,0.76742536,-2.2423186,Global,Global,83
0.35640845,2.7082703,0.5331445,2.043629,-0.5479447,6.531613,-6.4357743,-2.1500475,-1.6965976,3.6055107,4.1033444,2.1213896,1.6634768,-2.85373,6.6946263,2.583218,4.0151215,1.996288,3.6887686,2.7041554,-92.18309,Global,Global,84
1.0297515,2.8295798,-5.1829286,-0.088500544,6.949942,3.2085643,-4.926926,4.0709977,0.7876289,0.35856688,2.5356536,5.2383633,-2.2703445,3.7728066,5.794158,-0.90144634,-0.0011053828,1.2505289,-4.1535163,2.9619038,-71.07687,Global,Global,85
1.5191606,0.027090203,2.1289148,-0.4272115,3.4562054,0.20704454,0.9696137,0.34376532,4.3536234,8.285793,2.5746176,-0.59337574,-1.2925491,0.49397686,4.0871177,1.0429949,3.8805702,1.1815524,1.2781019,3.6204445,-19.587051,Global,Global,86
1.0729637,0.65689236,3.310047,-0.456878,6.4707417,2.5794258,-6.382034,0.13955247,1.7274346,1.8280267,2.642836,2.8032248,-2.7252932,0.3112425,4.4415045,3.3833892,1.1127155,3.6162283,-0.09210664,-1.304108,-70.23011,Global,Global,87
0.9219103,0.81010437,1.0615438,0.95141387,0.90494555,0.64207023,1.2586396,0.77732867,0.0,0.8447096,1.0310147,1.2152114,0.8195566,0.7598362,0.48382115,0.0,1.2444704,0.77591324,0.91500294,1.1799562,-0.51884496,Good,Local,88
1.0167271,0.9185314,1.1612558,1.0116259,0.8564115,0.53810257,1.2737498,0.7054868,0.0,0.8274472,1.0242205,1.2300316,0.80261403,0.7701545,0.5945273,0.60416716,0.85075617,0.69479644,0.9460082,1.2560182,-0.48750028,Good,Local,89
0.9387758,0.9554099,1.257842,0.9986449,0.9261921,0.7625777,1.2631781,0.70365214,0.0,0.848308,0.7083485,1.2644396,0.8502599,0.7326374,0.27399173,0.0,0.44621623,0.6732178,0.91249293,1.3023922,-0.65826935,Good,Local,90
1.3876458,1.158295,1.0403515,1.0056441,0.85751075,0.36979097,1.2503899,0.7115614,0.0,0.73606783,1.2038611,1.2903043,0.7103534,0.74339616,0.23260848,0.0,1.0713824,0.44838804,0.7992758,1.2759105,-0.89330965,Good,Local,91
3.1138687,-5.381839,2.4857404,5.3737264,1.6733494,2.4499178,5.1660247,1.1293496,-3.2579134,2.975125,5.17028,0.7863856,2.2293334,1.6459928,1.247716,-0.839322,1.2767464,1.2240244,-1.5201017,1.1199751,-66.98477,Global,Global,92
-0.059587616,3.5320535,0.60550046,-1.0553204,3.3441155,-0.45597485,-4.1329226,0.91639423,1.7202313,2.8706615,0.6182601,2.1669478,0.43722728,1.0243679,3.8313591,-1.2558805,0.99379516,3.0581858,3.7338982,2.2212336,-11.33103,Global,Global,93
0.99039876,4.2841077,1.2399775,-2.3594422,1.784583,2.7291486,-4.3445754,2.5233538,2.0346146,-0.85857254,-0.6114688,3.7457914,-1.1061273,0.05483419,1.0250654,4.1031537,2.5307944,4.2703085,2.4747813,1.5178406,-22.738142,Global,Global,94
-0.26272196,2.0534818,1.8681477,0.45420754,3.387273,2.9911742,-3.1162744,-1.8579572,1.7555752,3.7283943,1.0721285,2.7943048,-0.35554475,1.2309709,1.0096766,0.11635037,1.3954949,1.5148486,1.6749506,2.0527675,-19.367252,Global,Global,95
0.049428806,2.5119166,0.73522615,0.6239559,2.8558805,0.07206091,-3.5292997,2.415854,1.6024189,-2.437798,2.6148446,-1.2505802,0.014142868,1.1392206,6.36329,5.2144904,0.46220797,4.058309,1.0461136,1.4587909,-47.649124,Global,Global,96
0.81617874,0.70253736,1.5271404,1.0100832,1.1210423,1.0385803,1.3124217,0.7275974,0.033405606,1.0428373,1.0382824,1.1829368,0.8170849,0.7685213,0.76548034,1.0184066,0.7315817,0.8789476,1.0793296,1.3299438,-0.5669469,Good,Local,97
0.8556622,0.5987519,1.1579083,1.0475516,0.783015,0.34027746,1.3430005,0.7391543,0.72748554,0.9925352,0.9993339,1.1717767,0.7875203,0.786556,1.6302506,0.0,0.45420805,0.80499977,0.9264288,1.2030045,-0.83083683,Good,Local,98
0.45324242,2.8755865,0.3997702,-0.589859,1.689627,0.22697598,-4.2630396,1.7535137,1.2789538,0.37267455,1.5776795,4.195868,0.2674059,1.6205409,3.8437526,-3.0367014,3.199572,-0.014039079,1.7486126,-1.7544848,-17.018938,Global,Global,99
0.31330198,0.6294506,3.4261746,2.6008265,0.4627179,-0.97312176,3.9737146,1.098869,-2.3485065,0.75180966,4.364146,1.7568227,2.984418,-2.4454486,-0.22127455,2.6552184,-2.7542686,-1.7888268,-0.53939253,-0.4692495,-38.090652,Global,Global,100
