x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,target,iteration
2.8287323,2.9333508,-1.437151,-2.293225,-0.45084962,3.2943802,2.8884313,3.8281105,-4.0039825,3.7376287,-1.5240175,4.468485,4.6503625,2.2522686,3.136728,-2.5685132,2.9980958,5.8360777,1.846861,7.901956,-62.532406,40
3.3058486,2.95239,-1.4883882,-1.745077,1.4232574,1.9723843,6.321116,3.6420128,-3.9502642,1.7229487,-1.0548432,3.7120879,6.0466166,2.432392,1.7581729,-4.588053,2.4334548,2.1952996,3.4989731,6.775633,-57.426075,41
4.0253706,2.9572003,-1.3288468,-1.6636788,4.346887,1.7736633,5.2179503,-1.291525,-4.301178,2.3574812,1.0775778,3.6011765,4.7636886,2.7451074,4.6053705,-4.0529976,3.7250566,5.1930923,-2.864594,7.304812,-61.934803,42
5.1192074,3.0026731,-1.4355235,-3.0342395,2.1982393,2.5943103,-4.138401,4.873479,-4.144083,3.0732434,-2.3766484,4.048662,3.4953775,2.0743144,-2.2625995,-4.279107,2.3366852,-1.076982,2.464445,9.485988,-63.31136,43
8.05471,2.866463,-1.7658458,-2.5852003,0.545733,4.5344634,-1.0055094,2.1326456,-4.225095,0.28813457,0.41178355,3.949197,3.3566394,3.4174364,1.7238654,-4.1131096,2.107475,2.9108884,6.4708858,5.008509,-48.714397,44
0.93838936,2.4761448,-1.8654697,-1.7222185,-0.40384632,2.7314632,-2.569272,-2.4187636,-3.855202,0.86314195,-1.5773557,3.9738607,3.5296905,1.3389986,0.7461636,-3.8985982,1.9519273,2.69393,-1.1776712,6.460824,-44.793903,45
5.4214935,2.479887,-2.106054,-2.1526935,2.2241614,3.5083375,6.9496236,2.545447,-4.0002656,8.820888,-3.3538148,4.0077004,3.7926943,1.2882156,-2.7777743,-4.189472,2.274897,3.2521994,2.1087565,6.359118,-90.77583,46
2.9908597,3.041844,-1.3394508,-2.5618012,1.5414971,2.3378234,-2.6742697,0.21266308,-4.085928,0.8773234,1.010044,4.0308895,2.9661992,2.8107636,2.2491071,-4.0189943,2.3573487,2.203303,2.4647114,10.0,-44.39444,47
3.6104121,2.8360174,-2.0147312,-1.7676152,1.3731583,1.9578153,-3.6760275,3.7924922,-4.0587683,2.920939,-0.46097308,3.5631368,3.576147,3.4883833,0.4368722,-3.8912692,2.1958961,2.7134032,4.7122483,4.549433,-34.034878,48
2.8659408,2.7089574,-1.8332605,-1.828945,-2.8958218,2.1666508,0.54360265,1.5877221,-4.132466,2.5505555,-1.8498101,3.9758644,3.5173507,6.712661,-2.6095502,-3.8943405,0.7240143,2.9111166,4.7872844,10.0,-72.42709,49
4.2785234,3.1034315,-1.4589869,-3.5316057,4.1921105,1.8545562,-7.9695115,-2.8567374,-4.00921,2.9455369,-0.7373965,4.0654054,3.2139206,2.6078918,0.7225825,-4.0189977,3.7117147,3.011875,4.21414,-9.101254,-47.509422,50
7.2197957,2.9918125,-2.849098,-1.5701126,0.75543886,1.6109725,-3.4602485,4.83119,-3.9936152,3.158094,-0.2196431,3.539448,3.4400759,2.103093,1.6586901,-4.212714,-5.5554366,2.891693,3.5485957,10.0,-72.64418,51
5.0542154,3.1111042,-2.3443863,-1.6507173,4.736643,1.2792249,-4.1844587,1.6135126,-3.9434757,2.7122917,-1.004906,3.4911485,3.1803718,2.5439706,1.2655113,-3.8365297,4.3657837,2.9599702,3.9276435,10.0,-52.85999,52
2.6964846,2.9106371,-1.3566405,-3.4565074,0.5500079,3.5636916,0.8280691,-0.046123635,-4.169681,2.4401026,-0.5538543,3.6412163,3.3107474,3.0265458,1.1751304,-4.2137074,1.2401764,2.8205283,2.4680505,-0.7842584,-21.073092,53
-1.5845753,2.6786466,-1.6071496,-3.9359968,-9.343096,4.2180634,4.923253,-4.8092456,-4.1643643,3.2047884,0.5291792,3.640592,3.1960928,2.772776,1.5062379,-4.3166394,0.72254354,2.611561,3.7142198,-3.5097408,-80.28857,54
3.875562,2.753591,-1.6306492,-2.6593394,3.1341891,4.561953,5.262285,0.5283102,-4.0486073,2.1831236,-0.4560435,3.8296447,3.1942167,1.6148815,1.1554607,-4.372276,-0.17687133,3.41403,3.9726608,-2.9592931,-39.234467,55
2.2168367,3.0972896,-0.49015346,-5.2096443,2.5395079,3.7428575,0.9277864,-0.54966563,-4.393268,0.77638537,-1.4070085,4.3591657,3.16248,3.6743143,-0.7499131,-4.1331577,1.3905356,3.548058,1.0361583,-1.8656614,-29.703045,56
4.00091,3.4654593,-2.0500927,-2.9254587,0.51176524,2.7950146,-0.77903384,1.9232677,-4.1672,1.07903,-0.4530251,1.9434352,3.395023,3.7257905,1.6041818,-3.9145942,0.9551155,2.1354208,-1.5671824,-3.9549785,-32.37316,57
2.2741966,2.8489702,-0.5593467,-3.3315814,2.3319697,2.7697473,0.76914793,10.0,-3.9987242,2.3452687,-1.0144877,4.422557,3.3315313,3.059311,-1.5189946,-4.229965,2.5144212,3.0632818,3.6476269,-5.5659075,-85.20122,58
3.0557203,3.2155259,-0.49115,-4.116211,-0.6023507,3.6669497,-7.6010275,0.29608887,-4.1517115,2.3484447,-1.1945353,3.5942667,3.2552502,3.1326978,0.9512692,-4.3784385,-0.28535014,4.912203,3.662855,1.4948959,-38.050076,59
-0.07636776,3.036438,-0.9227456,-2.8195438,1.4380264,2.9206233,0.59044117,-0.08207282,-4.28716,1.7237216,-1.1561664,3.7674906,2.977988,3.2359564,-0.2996932,-4.1117496,1.0296583,-2.3681388,10.0,-3.8276422,-83.92076,60
4.749195,3.1681664,-0.96803457,-3.6736035,-0.49145678,2.5494363,-0.454638,-1.1437088,-4.07062,2.2390218,-0.7930149,3.728234,3.3827753,2.7237465,0.6479873,-3.9935992,1.7196112,2.9238987,1.6041304,0.04717009,-23.957434,61
4.106736,3.0763621,-1.9380641,-3.5912945,0.69569355,3.5741286,-0.501308,-0.746268,-4.997255,1.8872377,-0.90590775,2.730885,3.6122072,3.1143143,1.0568478,-3.9169455,1.8165762,2.9723833,1.7109575,0.133929,-30.967972,62
4.1156716,2.8084538,-0.28047994,-3.225067,-0.17934598,2.672585,-1.2515498,-0.34043378,-3.1315434,2.1412463,-0.89975893,4.203891,3.2932992,3.076976,0.6955667,-4.0545263,1.2042264,3.5458925,1.184788,-1.5441469,-28.547773,63
4.2426295,3.3111444,-0.41595933,-3.0478857,0.64816314,2.275822,-0.6132391,-0.4014914,-4.465195,1.9368014,-0.51326853,5.9009366,3.2332103,2.8059888,0.76870686,-4.129856,0.034969065,3.343336,0.6646274,-1.4630347,-36.477165,64
3.4077997,3.2905653,-2.231719,-5.1970677,1.1781832,4.315923,-1.815582,-0.023872802,-3.2974806,2.5222871,0.056156334,2.742886,3.4377556,2.9359858,1.3956954,-4.255601,2.1856403,3.0695014,1.4789704,-0.07467974,-43.829697,65
3.8448248,2.6444094,-0.5285521,-2.4104333,0.657541,3.161391,0.044021763,-1.0218614,-4.069311,0.600712,-2.493694,3.0553212,2.913204,3.508648,1.4841402,-3.8173203,1.1609801,3.6653018,1.8353595,-2.0430415,-30.614275,66
3.4670177,2.9612179,0.7568877,-2.2700887,1.3081647,3.4065366,-1.4360607,0.13275108,-4.3691883,1.1638422,-0.73501384,2.556045,3.8944438,3.3670814,-2.0787816,-3.532825,1.4959264,2.9448624,1.2699858,-3.048599,-31.712925,67
3.7475996,2.6868775,-1.4601396,-2.102015,3.0077276,1.7582442,-1.5025861,-1.2076087,-4.023006,1.4198083,-0.78814423,2.2826684,3.4554536,3.5626338,-0.4010059,-4.2114797,-0.6864856,3.383349,1.6109909,-2.2757816,-26.78023,68
4.4547176,2.7985027,-1.9025272,-2.3078043,-2.8938684,1.5363708,-0.41305673,0.20568974,-4.0782123,1.273269,-1.6488944,2.413943,2.9872513,3.011581,-0.5612526,-3.9284399,1.5652711,2.8922055,1.9048066,-2.2270203,-40.617596,69
2.9231288,2.8265345,-0.35856676,-2.7775273,3.536948,5.610799,-1.6157203,-1.6814011,-4.164925,1.9195489,-1.1450367,3.7346792,3.658881,3.8111036,1.0796204,-3.9219663,0.028530989,3.414783,0.58419955,-0.6746088,-43.23647,70
-2.9093828,2.9842508,-0.7231173,-2.2742023,1.9692295,1.6177726,6.0946536,-0.7364188,-4.1400948,1.9662695,-1.1541781,3.1353765,3.0874124,3.2980394,0.40585902,-4.0978894,0.8362079,3.5511622,1.1009626,-4.494882,-46.659595,71
3.6853259,3.485116,-1.2616597,-1.64901,-0.875492,1.789867,-1.9817561,-1.5177672,-4.3783927,-0.9711663,-0.98060656,2.6538622,4.8247237,2.6371958,0.46371368,-2.9869895,0.61480415,3.3023007,2.9682033,-4.824345,-41.907288,72
4.7818055,2.8644323,1.1292491,-4.4068418,2.3359756,1.3459705,-0.2155555,-0.48748842,-4.462151,0.59753954,-0.5855721,2.387402,3.2190342,3.2584007,1.4367391,-4.1930957,0.19261551,3.5900955,2.3408477,-3.100411,-19.834785,73
4.08563,2.8890674,1.5877723,-4.2523503,2.5914726,1.3882823,-0.9645947,-0.5188284,-4.387398,0.5978087,-0.75031215,2.6174338,3.4133682,2.5832386,1.1889977,-4.3483577,0.5207253,3.4338832,2.1207685,-2.6233091,-16.442621,74
4.13698,2.568196,3.6028843,-5.4989085,3.990799,0.7746397,0.50133306,-2.7816796,-4.048803,-0.06386984,-1.395817,3.8143966,2.83567,1.6057235,-0.6524486,-4.493138,-0.25704166,4.695324,3.3296602,-4.635464,-50.500443,75
4.5822754,2.9513078,1.2901199,-3.8773503,1.9449258,1.1827433,-3.825437,1.2057064,-4.9549303,0.5213733,0.3720923,0.86203146,4.2446737,4.080358,2.6428971,-4.2256722,0.5010821,2.9342656,2.0693395,-5.2530084,-30.145437,76
5.215082,3.9623432,1.3474834,-2.9133134,4.2291193,1.28769,-0.29539123,0.8825441,-4.4845934,0.8724457,-0.44434208,1.5010246,3.0991206,3.544566,1.1907194,-3.8547738,0.4321382,3.1619992,2.4923987,-2.12584,-31.75817,77
1.0347861,3.0507247,0.92385,-5.2809825,-0.3327629,1.3958918,-0.80614024,-0.032577857,-4.4831166,-0.12508075,-1.1417223,1.781933,2.6928756,3.0736027,2.4985955,-4.0855355,1.0311797,2.6457517,0.645513,2.2928386,-27.496855,78
3.8857872,2.951152,0.39022815,-3.6954064,2.22922,1.53779,-3.2002265,0.51204866,-4.377377,-1.7687045,-1.1538683,2.9916909,3.9486287,3.497773,3.2419155,-4.5767508,0.7319777,3.465544,1.2915103,-2.5741587,-30.379818,79
4.34361,3.024125,0.18474789,-4.243363,2.0908267,1.7463552,-2.117957,-0.5859323,-4.825453,1.1539553,-0.3528084,1.3600702,3.278828,2.0249157,2.301071,-4.4645557,-0.32858387,1.4510893,-0.18073706,-4.163886,-27.51273,80
2.1752295,2.5903816,0.63028175,-4.546249,1.8758271,1.1720123,-2.6998644,-0.3429467,-4.6961603,2.3144255,-0.7904761,1.9360354,3.1267254,3.8021152,4.475785,-4.286257,0.16976307,3.7313223,0.43462044,-6.8382998,-31.75527,81
4.011425,2.5886343,-0.1916854,-4.969457,2.5596902,1.5062501,1.8085641,-0.08558963,-5.2580185,-1.4483589,1.064782,0.8303075,2.4933715,3.7575858,1.0274776,-3.9742672,-0.59692526,3.4917693,1.5139942,-3.4614298,-36.471466,82
4.676734,3.0608735,1.8083657,-5.37415,-0.2862564,2.2398288,0.6617305,0.23940055,-4.900292,1.4207321,-0.51680005,3.202161,3.292186,3.2734234,2.554869,-4.1057343,3.9802942,2.644292,1.287791,-3.0255036,-40.09081,83
3.2558992,2.8823047,0.2993284,-4.103307,4.105702,0.13629282,-7.4295053,0.47500077,-4.123699,-0.13574664,-0.63751084,0.31398746,3.7974527,3.3217962,-0.80713135,-4.426407,-0.986243,2.1042054,2.0066707,-1.7712413,-36.73997,84
3.0072832,2.8597186,0.26934665,-2.1415334,0.7998923,1.3709272,-1.7193123,0.46222195,-4.1872253,1.3612261,0.25633964,1.2997652,3.6375375,2.4635882,2.7666478,-4.3557496,-0.120333344,3.733034,1.6877062,-1.5469494,-22.309027,85
3.2006643,2.7265859,0.8780026,-3.843163,-0.8250185,1.8449075,0.6982744,1.6176761,-4.570783,0.6586608,-0.90202296,1.1433226,3.7031147,3.1013188,3.180017,-4.6248765,-2.1725214,3.667953,1.4509135,0.5040135,-24.187294,86
4.474445,2.8971426,0.3734287,-3.1293423,0.08362579,1.9272615,10.0,0.15980782,-4.3752613,0.64669114,-0.655298,1.9921149,3.2726674,3.2566817,2.2757225,-4.3671956,-0.52132916,2.9782076,1.3928888,-10.0,-89.753944,87
1.243927,2.9119294,-0.124146484,-3.4611077,3.0521016,1.9153577,-1.3767745,0.703349,-4.568818,1.4771004,-0.5181048,2.3277462,3.8062942,1.9908204,1.4111339,-4.3204074,0.21587351,3.796342,2.780728,-0.40171102,-20.05921,88
1.40734,3.0034263,-0.091176234,-3.2958813,2.5270116,1.9371836,-1.2743366,0.5841082,-4.580779,1.4089123,-0.4886291,2.2683806,3.4470735,2.4054465,1.4023912,-4.394047,0.21257639,3.7147646,2.4854047,0.05226205,-21.379496,89
4.2298837,2.5921547,-0.12218184,-3.5497577,5.5704412,0.7868147,-1.2078582,2.217283,-4.444692,-2.9551694,-0.22113152,-1.5175956,3.4678607,2.592822,2.9940827,-3.1303992,-1.8122033,4.248469,5.2469783,-3.9537258,-69.21798,90
0.44002992,2.996183,0.5501038,-3.2139673,1.7412283,1.755452,-1.7021097,0.21290305,-4.4224687,1.8054147,0.21818686,2.5849617,3.644841,2.8977778,1.1120731,-4.591332,-0.055605557,3.1593006,1.8493576,-0.091276176,-23.461914,91
2.74953,2.9843547,-0.22194946,-3.915958,1.5058622,1.7681239,-1.5658981,0.012263189,-4.73029,1.8356513,-1.0048977,2.2549717,4.1260223,2.353499,1.2679118,-4.5402565,0.2868146,3.5647578,2.347152,0.07012379,-23.52136,92
2.416471,3.0368404,0.380567,-2.9457867,1.1483929,1.6696768,-1.8822474,-0.113742046,-4.5752573,1.189461,-0.15027086,2.3704681,2.3599575,3.1367378,1.429211,-4.5876303,-0.11488824,3.5673509,2.4640355,-0.25722128,-27.824772,93
1.5616375,2.6858602,0.9143293,-3.7901878,2.192427,1.5930016,-2.4283133,0.2912513,-4.290473,1.7213717,0.2106884,3.4388783,4.2159333,2.5060318,2.1456056,-4.032123,-0.61530256,2.9517934,1.9670881,-0.5456573,-24.585176,94
2.840611,2.4644651,4.752897,-7.13623,-0.69323736,-1.9750288,-8.363469,-1.4235011,-6.743825,-10.0,10.0,-4.4735737,3.150424,2.7130964,2.7327108,8.180757,-1.3266999,10.0,-10.0,0.57843405,-369.76706,95
3.27304,2.7044218,0.6213015,-2.965928,0.31641376,1.2356018,-3.6143343,0.20405029,-3.7447157,2.5955124,-2.006001,2.4928997,4.3807883,1.8587518,2.482096,-4.4961896,0.60111296,3.187483,3.2632346,-1.290968,-36.140472,96
2.224901,3.2571964,0.2534043,-4.197278,2.425511,1.7198168,-1.7636395,0.6766256,-5.0935125,0.76640695,0.2938695,1.66878,3.8063014,2.995456,0.80451334,-4.388927,-0.36077672,4.366924,-1.0595577,-0.17912275,-28.490393,97
0.1856983,3.1877518,-0.28791422,-4.227269,2.2253509,2.568879,0.34649497,0.10170744,-4.8969417,0.59195095,-0.8195693,3.03524,3.252166,2.62239,3.1184132,-4.355528,-1.8922349,2.7998984,1.2433941,1.9145205,-24.958206,98
1.4011041,3.1274765,-0.12674709,-2.0953288,3.8588426,1.3756801,-0.93530893,-0.16847226,-4.52754,0.851476,0.30544475,2.199698,3.5019588,2.5483723,1.1391947,-4.2134585,1.7932105,2.0163307,0.7851449,-0.27175382,-17.492355,99
2.4382226,2.9792619,0.017348217,-2.6934638,2.84036,1.1108059,-1.0018787,-0.6283103,-4.590946,1.3509276,0.5613701,2.1120443,3.3585541,2.9099355,1.6137764,-4.0879188,0.715463,1.9554344,0.95052445,0.39736384,-22.44207,100
