,Good,Good_Poor,Poor,Weak,Weak_Poor
38,189.6586025895574,140.97987062905463,53788.68472671464,39902.606614376535,14967.535155582163
39,189.6586025895574,136.34381910023217,51357.39782154619,39859.597174088514,14093.836702392013
40,189.6586025895574,136.34381910023217,47180.3937953769,39126.73698765161,12590.008400235363
41,78.77841969110618,136.1571452767027,45292.5590811192,30043.079901108,11997.766932940209
42,58.99375341966088,133.54665377619762,42677.99525618828,26370.99675359127,11437.833819594214
43,48.82699612421408,120.66388273536778,42677.99525618828,22999.79512496973,10261.946730942342
44,48.82699612421408,115.65278313458629,40530.16059967349,20547.75459419001,10178.706544727587
45,43.84433911222846,114.00858363177356,39142.14044756073,18372.3312202011,10104.067841108728
46,40.03902802601117,106.64331805061168,38890.99123432702,16695.498440794858,10087.374193235171
47,40.03902802601117,105.63431307701654,35748.73461174545,15368.447026758551,10069.380983105411
48,38.18596006259,105.63431307701654,33468.36453584689,14659.373114804308,10026.279640741785
49,32.431025811631535,98.26464185842264,33468.36453584689,14659.373114804308,9976.445567170873
50,32.06998767509831,85.65448944974979,33302.030817994804,14519.435031874356,9776.496772952947
51,30.712040737321445,74.40564203391575,33224.80349337362,14201.41919061874,8241.098387266371
52,26.97729383859184,72.28939075385618,32849.48509136559,13782.183318092875,7064.495731019972
53,26.97729383859184,72.28939075385618,31109.802923515843,13711.332426485737,5883.10047149904
54,24.25038183364097,72.28939075385618,31109.802923515843,13314.45277575056,5844.3304405346
55,24.11086171684933,72.28939075385618,29631.882742971226,12876.86913337014,5844.3304405346
56,24.11086171684933,72.28939075385618,27569.27349891729,12876.86913337014,5824.793607627113
57,20.24508032094159,72.28939075385618,27353.278377216,12630.175821815115,5773.317080798737
58,16.91298845979569,72.28939075385618,27353.278377216,12424.210474521513,5597.120883966719
59,16.83177773328259,72.28939075385618,25989.903780500103,12421.07138903295,5488.944986420657
60,16.83177773328259,58.96462522186527,23562.20114523208,12419.9579498662,5488.944986420657
61,14.92912793585642,46.62669362254588,19066.815178234967,12390.568635954129,5415.685319720002
62,10.290187886779554,43.51018552169416,17392.12726788537,11264.836904889677,5258.881698187124
63,8.812177404039037,43.51018552169416,17392.12726788537,10576.50653000396,5258.881698187124
64,7.819955742338127,31.494642201159493,17086.58813763833,10068.19563932134,5216.583256915632
65,6.338177234375321,30.685476393875767,16930.021207410835,9981.348630985,5146.142944095747
66,6.1485085282941165,29.928250931702028,16737.98483525826,9958.79212734346,5126.693863232856
67,5.930137385230252,29.28760452833621,15543.916830158683,9925.429176678395,5116.750565325638
68,5.930137385230252,29.07140157298158,14346.52852371908,9875.392288763118,5099.252591178216
69,5.030301892838367,28.77493740482679,14292.011610166006,9798.841089104291,5051.634826877655
70,4.118040551318133,27.703085977433965,14146.450594638132,9730.825357141515,4946.360164273949
71,4.095408740886309,27.121073509513227,13582.915079591568,9665.085563866436,4799.76895710205
72,3.9823723719178425,24.257711697206968,13088.150608077089,9600.978486340233,4484.979234712769
73,3.5920154737361814,23.01630243172471,13050.10703435616,9538.918875961695,4333.744678659299
74,3.5392802867790194,22.11540949656132,12929.6487946466,9478.874300776575,4312.503257731039
75,3.4506261246577146,21.984079640726986,12113.75661357431,9420.740667273958,4299.630599664464
76,3.3046846668217635,21.537875897096416,11905.731201959085,9364.511083426243,4281.911520314471
77,3.270855685996373,21.29178906284981,11905.731201959085,9310.175539753456,4239.751449902646
78,3.2606538008919967,20.61515065263429,11400.92743629768,9257.723186922482,4107.320631875261
79,3.180227837556232,20.48542226983393,11176.65427071267,9207.14747204482,4045.541288411432
80,2.810515878563925,20.48542226983393,11157.043571565737,9158.445714878122,4005.7913371781615
81,2.765266968044495,19.51260710619248,11045.623282481902,9123.400000000003,3983.0722061084994
82,2.5245446338537207,19.345705244471667,10549.136532515857,9123.400000000003,3941.8145175206655
83,2.0755422819576688,18.659274379340843,10054.776841751664,9123.400000000003,3783.799396375278
84,1.7421336098178608,18.659274379340843,10033.613811134186,9123.400000000003,3401.663951163259
85,1.5836292663606388,17.790797362601445,9998.74881527173,9123.400000000003,3345.4905767626155
86,1.545962532664754,17.751549863705993,9938.14051155483,9123.400000000003,3345.4905767626155
87,1.545962532664754,17.751549863705993,9921.217498091795,8974.130695032218,3336.2331490524857
88,1.545962532664754,17.481956053759713,9898.483088590036,8974.130695032218,3309.251845322036
89,1.545962532664754,17.481956053759713,9863.40331913138,8743.320950395117,3212.044137190588
90,1.545962532664754,15.962861854137216,9770.791606996914,8743.320950395117,3074.386853165404
91,1.545962532664754,14.119224119401544,9645.355071192133,8743.320950395117,2997.057483692489
92,1.545962532664754,14.061090330892435,9412.964469893392,8743.320950395117,2875.8144110182598
93,1.545962532664754,13.9861460518867,8770.458418819306,8720.632609794611,2730.3381989678537
94,0.8212638214148368,13.9861460518867,7891.292674161148,8714.355167220821,2632.2959578196483
95,0.8066894820508816,13.41000979673162,7136.452940974168,8714.355167220821,2531.4974900424745
96,0.7738405024973295,12.380952885573205,6850.2888995151525,8257.554730432877,2445.972940471788
97,0.6923664962634785,12.380952885573205,6582.231530182996,8210.886365381313,2321.2845983825887
98,0.5703281070282132,12.187204909658298,6424.687672972938,8210.886365381313,2184.066459314104
99,0.5034670424705646,11.995138373833758,6325.287281172635,7933.616233258314,2151.557970793689
100,0.4678082964480338,11.99140234110471,6300.8511361865685,7933.616233258314,2151.557970793689
101,0.4678082964480338,11.99140234110471,6237.350639527346,7608.760416284705,2151.557970793689
102,0.4374637552117901,11.99140234110471,5818.954388422122,7608.760416284705,2149.8888682773986
103,0.3888787847890442,11.99140234110471,5502.781844013305,7608.760416284705,2145.088489741902
104,0.3677864843447351,11.99140234110471,5502.781844013305,7608.760416284705,2135.888657877631
