,g10_l1,g10_l10,g10_l2,g10_l3,g10_l4,g10_l5,g10_l6,g10_l7,g10_l8,g10_l9
38,72152.56754720274,662360.4026342151,104530.54078602622,148296.47172929777,237897.74748078463,324465.3956428953,421690.5993511813,456864.4132449423,526835.9617287694,602521.6291530194
39,68853.33260177296,636472.8160747017,100214.4776546894,142275.66439703552,228403.3038260834,308019.46359536087,401863.5381565706,437942.5722675895,510375.13306112087,579774.4033066505
40,67044.42405666284,611638.2976415943,97520.96561982665,136114.48682159328,218679.31861262285,294427.9592651136,383870.5196180405,424848.0315460407,489706.9475616228,557371.2822901102
41,65417.75902925424,592143.816785632,94059.55495139254,131386.15537296125,211655.48681818324,282654.45010546804,369477.1027506306,412960.2512293842,473345.8639612589,534546.6913030494
42,62732.034220697904,569449.5764549578,90277.54373522472,127423.72249555912,204360.79780344947,272500.41448010376,359956.80818247935,396802.96090304566,458082.5276589095,518602.219791902
43,58670.302275899376,546744.3558462583,85694.00023784942,123542.72420825856,194228.6012750837,265134.6231419278,349012.428614659,385029.4902895993,438160.05756823847,500893.836971504
44,55478.8186103219,522538.65848964127,79580.11858291198,118660.23635837108,186414.2317913092,256012.83755028556,333350.1081354586,375145.2620631012,420011.0661876479,480176.0427188722
45,52962.33906608421,496026.37186105904,77005.25015562352,114660.4953860681,179921.4681481337,244614.6490438012,322601.92947909154,363545.6402482925,404299.5166014677,465715.27018544025
46,50866.93780260204,476556.4903903016,74448.04683388055,108912.95067539556,174393.12484826826,236929.2122954481,311676.5636223154,352461.8033442312,392862.0401597708,449806.3341912835
47,49434.122397733445,461808.5211269725,72491.95919927252,101325.10465344031,166598.4801965862,228682.82384024755,303705.4305985627,341540.58902471425,381329.4877415428,430862.3268550768
48,47382.91734116515,444869.3414753405,69779.43748970488,95918.8867461344,160919.84192892016,219664.8165762714,293570.855810402,327320.99595307204,369633.6666329134,419439.4096092293
49,44684.59185143643,428325.4347520801,67622.65799083127,92296.80787538848,156579.79216388782,212418.2719956727,282439.7450724347,314651.50905804755,357103.3359852295,407333.4031612597
50,42400.94434146846,409319.55693892,64385.73685285678,90474.13116167388,150798.11850837673,203814.59746297303,272039.9022595649,298931.31339510466,345962.83282008785,397578.7784098158
51,40902.15444536803,395993.7302603464,61665.69200615904,86514.45815943288,145414.2944905677,195576.189545296,262340.3470688889,289798.43215001747,335204.16043638554,383552.95389464544
52,39163.18421927312,383794.3257629775,59438.28965025665,81787.28901811154,139926.70422401396,189790.90150540863,254284.55276680592,280205.0441636989,324539.0480185727,372329.2533356158
53,36727.13706117912,370952.6384744344,57126.20425007573,79125.97976620361,135420.47370918482,182185.5767615712,246295.549575147,270354.9432348391,313839.59955105936,361316.60255813785
54,35820.494622890335,357300.0467861652,54256.92311185414,76925.84794333125,129571.22984580252,172627.01037382745,240293.8584338133,260497.5779957955,304638.2686926082,350825.41835779254
55,33945.077406539735,343709.13571098977,50545.96904586368,74419.53622150904,123983.81756772804,162302.7610190615,234856.94571679915,250949.3342198026,298023.6064453589,343636.95033870696
56,32764.859335241057,333564.2801402491,47509.56080176499,71895.06448016984,118935.61719043172,155750.04238836112,228924.5115678546,245307.73327992175,287858.08270528505,334865.2988368954
57,31489.40249163175,327213.892867037,44728.11123845745,69726.31725749453,113919.57329597104,148649.68649126682,221611.81960539467,239901.01479057397,277021.6368224072,322230.5495878032
58,30586.8052065317,318439.5027065409,43419.62766398237,66686.50826602709,108527.8113139858,143432.61325210764,214124.57165733835,233298.00357173555,266429.6067576636,305864.91121766623
59,29262.37135586716,305922.47236051044,41811.761616388125,64409.893766239016,105557.08926016735,139741.65379917232,207410.57381342852,225036.33108483907,255219.07894644685,294727.32415074616
60,28744.439625715,293857.37554470496,39865.280877330086,62044.3691180849,102920.44825113454,135435.56037538312,201612.24997438947,220154.9787741976,243164.7393487377,285888.9012474098
61,27716.794337066487,284510.5595886756,37902.913029153766,59210.78764463423,98291.5899397094,131639.49569334553,196416.629472136,213570.5817789515,235420.9854925319,278418.8927134256
62,26775.686728799843,275691.83893821394,36599.563087934366,57167.557671190094,95019.1108393769,125605.47575054658,189011.6653775726,206829.38194017345,229983.8734328372,271682.6587562752
63,25806.53164137244,267475.8417649139,34944.28906138511,54805.74684114935,92138.68887473644,121277.79045794225,181758.56773859757,201549.13174285204,223603.5738681692,265344.3443213384
64,23248.44553826373,261238.97428823955,33721.494327027445,52572.9003563528,87804.9618113485,116088.675149373,176620.5313691719,196327.30226541788,216978.5934676483,255017.11260133705
65,21687.06388426714,254509.3115297992,32527.078849841622,50026.87198586245,85237.54754027462,111048.3315392392,172168.5007854502,188419.6753203728,208086.29312649544,244607.5954275393
66,20462.99306189388,247552.7128258936,31862.6767744499,47085.15785766352,81627.97519189984,106717.54869345576,167483.0039959778,183102.06396266783,200475.751263061,237435.4300570741
67,19385.240413858803,240139.36673091075,29835.6327541556,44803.56141475063,77581.16661382926,102815.04460883756,160574.87917125295,179817.94887423786,193001.4384949481,228849.86891974695
68,18399.120344808605,234991.3582557137,28576.443114950784,43308.2541466142,75359.11814837725,99205.9196976771,153908.71348876477,175533.53572871533,186036.403591352,224059.23829701997
69,17629.53383348697,227413.0631728941,27367.14862866009,41705.82503278964,72778.36086872384,96804.78660918052,150732.2744030084,171701.8645341231,181323.04837877207,216464.10195337693
70,16654.380721260368,220941.66855312797,25682.03250606107,39260.54288829891,70238.92680711941,94099.84082552152,147026.501204216,165541.32638137575,176356.80162135308,205402.28786908792
71,16067.443501044048,214964.10846871612,22536.339384963467,37245.270253234106,67228.89335285779,91245.96774682416,141355.70389754616,160579.39856633634,170559.25083199993,199137.69303272536
72,15364.766451377998,208770.605503276,21112.783055335123,35740.03089475273,64442.87882769014,87998.96167215725,137614.28217489354,156321.1065801438,166901.38673779264,193654.5437156055
73,14915.483614870966,202066.69384820628,19845.38855406964,34441.88834007792,62246.9942890332,85105.2940185438,133063.79050645736,152214.0380536672,161853.09201471257,188443.2112969304
74,14328.56832631435,197100.73078001832,18958.83078658586,33133.93335408209,60217.209323581454,82218.80109111559,128574.3734566491,149647.84558391402,155254.62672838726,184074.1556184773
75,13830.352328161664,191448.7806107829,18393.87561646251,31531.629615566915,59229.06613756358,80600.76497503876,126050.02333586712,143863.57923672994,149040.2312546398,179818.1318609629
76,13215.02711796685,187809.17573430412,17952.26509037958,30254.308834996413,57794.88922770467,77743.50583812242,123372.64419871064,136528.1997695277,144733.45684644056,172795.73218491915
77,12823.271031922855,183735.55585234868,17403.232006820646,28395.874964554438,55364.19760168144,74907.8852340608,119618.6363298982,129279.952682778,142220.74833514923,165514.04234385566
78,12382.815378780826,179125.23715563427,16916.080926916165,26670.022924333167,52848.76477799335,72656.50447941454,116563.0569260002,124756.97326396988,138195.51813109143,160299.66495447003
79,12086.22461816533,175285.1631620763,16684.32828509145,25330.99403267733,50418.671787683226,69435.23261386843,112989.0452801564,120824.10364406332,132520.71851749296,154962.6601692655
80,11912.783834961074,171282.85427557462,16195.038873586693,24262.63172972774,48883.50985657724,66888.13474377918,109054.92512597793,116969.75799917888,128504.4640235132,150854.7102230672
81,11530.903405552772,166478.2963021743,15696.62753474146,22970.96957985383,47370.0232161042,62636.67041517323,106188.26881136902,113585.17687341722,126485.1446306935,145937.2767537579
82,11061.458239282669,161586.54564188927,15133.641070517304,22314.338647725413,45712.33793915068,59749.6681460996,103038.7048508546,110397.05255778524,123615.78867596367,141435.41777535167
83,10791.65383733476,156598.96251128666,14816.674967443896,21759.369027901,44487.93427938719,58195.82711934215,100395.13221176068,107176.60572647004,119117.25779048586,137832.14275209315
84,10631.306849073768,151617.40580379413,14405.52803551252,20849.95059314518,43107.71851847175,56834.81418126528,98348.43317408396,103744.95293696292,114131.84479917744,134596.75986090032
85,10330.09899334067,147233.03039172935,13974.00890280021,19743.72749544505,42012.73738568709,54792.70055788637,95946.5235491715,98832.6642343852,108917.43917989812,130699.82838410237
86,10094.255051449094,144390.30976180543,13508.502092806262,19161.838571058448,40195.2102379106,53300.94011747131,92780.06875222563,93192.18545964648,103989.02300864534,126135.38004203168
87,9872.16168516826,141750.61395561905,13158.021320552609,18608.17441403832,36951.12303082948,50075.92555135908,90060.47298561537,87786.52883231307,100350.44366494108,122842.38278920476
88,9662.327031461413,138865.1139640839,12882.700059646711,18101.46531700281,34613.58005845045,48301.32035996545,85485.16464049282,84668.79253507004,97808.62527456573,120367.1796921596
89,9288.77451153907,134505.67226279178,12618.576755333926,17571.666587981752,32758.586999662417,47344.22058009412,82262.24205148534,82364.17781624688,95420.21708792486,116484.657557261
90,9129.879582836917,127764.8433328046,12435.06703546699,17167.995860919244,31564.19572274828,45281.59915775724,79608.71263656359,80577.2753917539,93181.16603936028,113383.29801736232
91,8936.61797258996,123734.00909883072,12181.149707256667,16539.914036545124,30473.17779901785,44039.20405578118,77611.14482322655,78008.13813737592,90839.42040136809,109644.31587598022
92,8785.498507952632,119203.94145030144,11872.603338179711,16107.971262670786,28962.56881053385,42726.86681697663,75456.63606909219,75450.44982552971,87125.00499041066,106236.7239491653
93,8662.61631164211,115084.16560177844,11615.155790782324,15741.181783676198,27393.44287061732,41583.7674778812,71649.44725073622,72743.09899003414,83203.55651723655,103276.14051150074
94,8374.577756519717,112671.955122449,11384.98800858794,15433.350926937244,26364.557353430795,40626.133315067294,68990.12885326476,70120.3905940919,80367.13863016033,100919.71509306158
95,8095.4136184088065,109795.64372742469,11022.740154607389,15055.353793614802,25527.48361528227,38771.97341007098,66838.06439276112,67972.10370391687,78057.6735877023,98009.8318310205
96,7945.718387680759,105690.3192990365,10808.154422192816,14658.188999351669,24791.55509813364,37158.215907826,64284.51555053016,66261.6056082102,74999.46995956785,95816.7202937131
97,7785.146744749648,101685.26281026434,10455.63032409292,14259.277130203358,23970.27628397458,35623.68399131565,62397.33243843221,64410.39053105134,73477.05674231483,92873.65543404988
98,7605.285454489021,98916.66736179747,10176.788723012904,13957.772808753733,23219.800766933717,34576.21474873537,60198.62616700216,62482.18184364872,71070.00080128998,90130.06619668772
99,7377.898174774027,96459.85042563088,9998.908065949889,13520.2963504384,22641.96545774194,33325.623222125694,58813.10085522688,60942.706724101234,68801.55515791627,87600.57620653743
100,7203.032643859796,94063.840099882,9793.66044758634,12990.537969011886,21803.57647514896,32361.6950951874,57159.204258182086,60019.682627115006,66997.65753036435,83045.43762555224
101,7136.674574247903,90791.27743571663,9621.90253304203,12623.961116160908,21174.74505663908,31217.558581486755,55692.59628370587,58156.52134345205,64767.05755417288,79067.97246396926
102,7067.968032655275,88015.89302032453,9483.690049195971,12269.673657221696,20671.379237622485,30485.37890520408,54144.67749483131,56251.03328804109,63770.32906185603,76941.06947842095
103,6923.196069533721,83844.5100382823,9323.223236747215,11980.322474458446,20222.08663921192,29748.99956223713,52245.5594049116,55165.16472784487,61294.154192209375,74710.82716745886
104,6833.763074373674,80694.80317810827,9113.128803202186,11655.734679190718,19552.065325320837,29108.51046850584,50499.36675068978,52954.40853562227,59250.918352124194,72413.62583635395
