,g10_l1,g10_l10,g10_l2,g10_l3,g10_l4,g10_l5,g10_l6,g10_l7,g10_l8,g10_l9
12,10587.093372876408,7898.292460877747,9162.744267908667,7926.799042846599,8299.130077036847,8522.93081243279,7992.6025101731075,7898.292460877747,7898.292460877747,7898.292460877747
13,10630.747423093824,7803.180106717376,9088.981877771776,7993.342629636785,7950.280860979887,8528.68377662642,7892.613984671448,7803.180106717376,7803.180106717376,7803.180106717376
14,11229.602479031544,7799.2930801163775,9112.028014041314,8274.49753369963,7376.364538836568,8417.227765579268,7916.161483453744,7799.2930801163775,7799.2930801163775,7799.2930801163775
15,11507.410214114432,7931.208105070046,9743.3397787235,8453.974509698173,7452.647669092191,7813.430978467261,8001.574494318185,7931.208105070046,7931.208105070046,7931.208105070046
16,11804.585783552631,7969.432265229911,10157.925995940255,8364.440001788298,7480.248077872035,7793.019346185722,7782.277682850919,7969.432265229911,7969.432265229911,7969.432265229911
17,11561.241612110129,7393.899598110086,10391.9666467762,8896.937552383011,6942.403932599799,8106.83661725959,7865.256069857511,7433.574444106533,7393.899598110086,7393.899598110086
18,11314.63925155215,7468.499427147021,10629.349826667783,9077.529740818,7040.645436591964,7697.909221697398,7997.836580458347,7524.6169659755005,7468.499427147021,7468.499427147021
19,11287.081383660236,7937.346120852706,10703.46504079679,8889.61320769649,7752.399236631347,8444.270369721275,8296.016549078447,7999.886571550646,7937.346120852706,7937.346120852706
20,11057.897443809654,8231.789834787656,10494.878913004968,8843.600423371367,8100.170356629314,9001.674028355024,8537.677525603209,8208.234333256527,8231.789834787656,8231.789834787656
21,11028.005248268502,8546.466704090262,10184.985438470332,9389.740897479422,8374.119067627338,9229.706220178834,8823.729332684663,8527.822312948909,8546.466704090262,8546.466704090262
22,11009.201247317587,8915.564966644828,9718.0748622493,9492.516743736403,8757.032828530473,9762.163686500677,9156.380854824154,8993.714868483441,8915.564966644828,8915.564966644828
23,10930.498279101716,9346.35831209044,9376.069150169533,9715.1175084574,8667.521555441535,10229.514973895242,9525.661472854465,9407.75596797642,9346.35831209044,9346.35831209044
24,10922.695321168048,9913.963948939005,9119.343931221523,9981.455453517232,9126.58621321432,10464.230636171527,10056.258014612406,10097.657092616892,9913.963948939005,9913.963948939005
25,10680.591619951516,10352.203201393317,8707.248733193033,9735.723055379663,9267.693084227496,10934.09601618728,10511.134405061535,10567.565616052589,10352.203201393317,10352.203201393317
26,10034.178138976224,10807.432623767105,8465.565339333416,9302.727787082267,9249.441326019329,11201.706918771384,11223.447555247169,11070.745102552304,10807.432623767105,10807.432623767105
27,9732.262209313283,11228.750510967511,8442.992924541573,9410.247846879922,9502.430580134169,11533.493435025484,11851.189170747592,11500.169723682726,11228.750510967511,11228.750510967511
28,9630.000169893248,11572.07793578997,8264.743078229149,9409.931581161683,9968.636075366838,11847.993799478354,12158.84330978042,11827.973899696332,11572.07793578997,11572.07793578997
29,9657.448362539706,11726.078904154723,8236.730826177676,9250.800849656176,10208.423850035766,11936.503166839471,12392.639042164234,11967.5138170815,11726.078904154723,11726.078904154723
30,9608.495154349335,11874.892755304576,8258.8855444881,9479.95574011191,10339.470468260588,12032.163792512813,12477.67281974318,12161.131046826036,11874.892755304576,11874.892755304576
31,9728.253811648932,12092.2884560832,8221.544966734064,9745.573536951442,10348.87464913282,12187.610604957492,12665.535900132989,12376.785093889228,12092.2884560832,12092.2884560832
32,9817.521139606852,12272.027697946083,8308.576742480904,10102.584200110212,10439.097080351668,12365.62962730296,12761.27099619747,12542.737592519878,12272.027697946083,12272.027697946083
33,10015.552209345597,12720.259130060327,8357.666179946125,10258.059893508638,10666.16778085459,12662.278395343516,13159.4054771053,12968.013828937204,12720.259130060327,12720.259130060327
34,9839.763612287656,13306.675261402534,8243.434188371202,10580.682266723466,11082.076237598569,13039.163847349815,13701.791552664665,13526.226517660758,13306.675261402534,13306.675261402534
35,9662.220087347334,13724.518560790928,8017.77909296132,10499.35788435899,11017.898970785023,13325.299059397998,14064.92707251286,13913.106690827472,13724.518560790928,13724.518560790928
36,9614.70777796103,14069.002342886222,7925.894474695094,10377.615609547154,11248.809543850386,13623.983759829076,14416.747432409127,14233.689576634224,14069.002342886222,14069.002342886222
37,9509.83091953365,14091.88195148875,7665.99834098348,10446.7805641506,11416.861459927406,13499.679545339488,14397.574516463534,14245.342038709425,14091.88195148875,14091.88195148875
38,9602.355544449509,14318.61661184664,7569.022663875958,10470.343894635653,11400.78703553522,13728.900295805588,14591.908203637477,14443.236892209128,14318.61661184664,14318.61661184664
39,9134.996892829056,14433.949209317914,7611.041594282152,10493.93976915524,11529.434340450192,13892.808109127507,14661.623287691176,14524.420328661772,14433.949209317914,14433.949209317914
40,7781.227279885811,14384.59958175273,7484.687605103289,10527.425542646086,11518.136501629797,13794.13341893252,14537.15723963337,14451.552667264328,14384.59958175273,14384.59958175273
41,7172.258543129351,14444.812481928671,7372.507352785515,10423.829777798754,11469.17531246262,13734.106498353784,14554.777150379485,14504.278140087228,14444.812481928671,14444.812481928671
42,6339.158959499926,14515.235973398758,6895.118304527242,10427.918236308162,11310.73399764499,13667.719802607782,14558.692177265011,14565.727858539609,14515.235973398758,14515.235973398758
43,5635.848515071393,14452.014252103105,6736.458678733224,10330.97587996982,11289.79723537251,13646.542024192491,14442.87399629066,14497.773709838477,14452.014252103105,14452.014252103105
44,5636.131140647122,14454.410008994702,6588.170966962883,9787.074231441577,11194.67917281326,13576.131825843626,14359.257799428486,14490.8439718123,14454.410008994702,14454.410008994702
45,5137.441726302415,14533.458636543088,6183.7530766440905,9144.0599400888,10781.401827745456,13557.573913924693,14365.842772071524,14551.920422780086,14533.458636543088,14533.458636543088
46,4742.173231527972,14104.796238309242,5864.74804426354,9048.185377803246,10367.61321618776,13374.094591847052,13910.195257123682,14105.215775562623,14104.796238309242,14104.796238309242
47,4562.565459278513,13972.411580323907,5610.316119629364,8886.320509208503,10104.13641424998,13322.900583332868,13769.672335705029,13976.67628803032,13972.411580323907,13972.411580323907
48,4361.819687558946,13796.187444736932,5546.22281617188,8825.28696898134,9927.479465585984,13373.79210048278,13581.650006944908,13798.855060659029,13796.187444736932,13796.187444736932
49,4261.56065213602,13712.77614088408,5476.203136080634,8636.404771790447,9831.277192863745,13463.247901757935,13492.467050531508,13734.366374387224,13712.77614088408,13712.77614088408
50,4263.486527064727,13642.974569776949,5505.239352940248,8479.336005702076,9726.023393781868,13414.456788023495,13422.88567750969,13666.84283912548,13642.974569776949,13642.974569776949
51,4201.489056211605,13527.492253993489,5462.423457394427,8420.779427395451,8715.982067689312,13258.691914588651,13306.08574401137,13555.67171550075,13527.492253993489,13527.492253993489
52,4130.333231481483,13471.662557571291,5313.974456636758,7860.532425439641,8429.874570527561,13089.587889503688,13252.840769926355,13518.351732632334,13471.662557571291,13471.662557571291
53,4048.793303718242,13381.825722120237,5378.789528393588,7479.195209999292,8294.491535109135,12596.540138732104,13173.894363585656,13446.206480867057,13381.825722120237,13381.825722120237
54,3625.42649951946,13128.658855447637,5424.33609409196,7325.590708362616,8241.228183128951,12331.659191211247,12991.343185259891,13190.568732205238,13138.956306066088,13128.658855447637
55,3425.114507823415,12700.866315306926,5350.821999278518,7105.114591473334,8025.869001953665,11899.913257094997,12636.861543461602,12771.222233059148,12710.845152132788,12711.76484144144
56,3359.674945447679,12452.259234323474,5241.967973515592,6770.538174029458,7857.948650547566,11706.430424648925,12415.30430375632,12512.742101533097,12458.164208068756,12450.1578612059
57,3164.366497044097,12054.782103767984,5237.893720326947,6645.646980969961,7509.159343225308,11413.649113299958,12035.010010101854,12146.515926180611,12060.423364311346,12060.920881177412
58,3139.574386654904,11816.443598232952,5247.548578640789,6519.257622948006,7408.258192027418,11316.941608756222,11850.649174678909,11893.234833176144,11840.69365512133,11814.445000582822
59,3004.37349347776,11604.913388995832,5261.88090477455,6479.143973965705,7294.296693982901,11206.638988153314,11673.09479871293,11689.163432024505,11630.395389888949,11623.98130256336
60,2848.736367841434,11401.293029804929,5204.472785785992,5853.6828233639,7114.1740418219215,11111.341678334633,11508.147281612526,11506.037511938594,11440.505395004462,11425.373415863078
61,2859.593222293987,11279.549549812304,5192.668076464352,5873.131184156744,7109.248174457434,11079.983455757165,11423.24688551956,11390.6470743586,11312.566303460026,11300.37954484224
62,2859.5928620889727,11010.697891574971,5195.577493492835,5879.949101097376,6723.102854113677,10831.66167791543,11152.391842862082,11124.177035097317,11031.075431525058,11021.531878800371
63,2873.3651959355448,10897.596211260316,5200.343465612363,5803.688627114993,6609.385255718667,10779.322391916225,11064.19422460722,11005.338819075829,10916.659486453022,10895.178548637396
64,2803.93827008927,10805.641652323971,5168.277447846942,5772.442624806954,6566.957277658764,10713.031989533576,11001.742719229993,10940.649997289063,10833.801347694238,10823.441677645773
65,2801.856923091692,10635.066821429597,5113.252380694574,5711.540930731101,6497.56365553326,10579.41166318181,10805.930519435718,10744.412134706075,10657.294535530626,10620.92458508673
66,2725.673813087138,10486.444267477058,5061.363319344622,5649.757659435779,6401.491522763196,10463.019026857644,10667.692210112104,10601.992819365149,10520.378927511678,10502.07098914692
67,2695.6864143798803,10409.186070225634,5033.712518391745,5541.128253909051,6336.9236633393575,10424.993222317966,10593.929553999016,10525.83221154035,10437.648286852638,10423.560938592824
68,2624.819124324076,10279.523053064706,5019.220172105466,5543.605337494046,6263.122294581307,10372.33016042284,10479.824286276393,10382.743763683517,10294.901621027006,10280.465324368412
69,2579.2282804976608,10106.675558089297,5014.836904571146,5482.460921831122,6170.607322113276,10281.92697511942,10350.505001054313,10206.1022424787,10120.328325164135,10099.560379635504
70,2507.91854950938,9648.869112096165,5022.930566420053,5464.936312867936,6120.435970630529,9818.604196793298,9897.212405126957,9744.163771058951,9670.20845969578,9645.1933122122
71,2519.607017531568,9268.918952312151,5016.628899778112,5461.949278665787,5879.740163493136,9437.481442663286,9513.331291395,9341.673272599925,9277.297688667402,9249.762946923089
72,2502.3234333640394,9053.3587949567,4992.552676286327,5469.184567502623,5882.022223706425,9216.209724340106,9317.273076858448,9114.706994820752,9071.285111152518,9051.659249544464
73,2468.5853016792635,8780.123787842278,4971.12799586431,5440.690175554603,5702.828198461325,8970.31928595324,9042.582833302698,8877.504514526257,8803.657514381535,8767.215195763974
74,2471.202152797633,8631.04332190329,4940.989713559694,5399.155251948776,5551.625671094166,8835.955862427521,8859.110039971249,8709.05897463107,8665.715100003934,8591.024164044515
75,2462.337758801857,8476.413289552806,4939.279351279538,5409.973363164242,5490.172187910714,8772.958667372914,8740.359027694536,8609.827079874887,8516.88194915162,8465.694174806711
76,2322.6203283794,8371.037161478731,4959.702854751208,5453.393886953333,5500.29312285235,8687.462773769501,8609.254407679513,8497.049018673464,8411.611348354609,8350.831856255842
77,2298.0727867391224,8239.728889851363,4966.799611551156,5423.360724834336,5474.152422746106,8651.907183366373,8472.849075886355,8372.584523082754,8324.45523943378,8262.080614510325
78,2313.738640149107,8153.321061947643,4980.370573540183,5426.582350382558,5480.950784720047,8571.96504275771,8408.878793135136,8302.127726880253,8262.374944491343,8167.118488969303
79,2272.3329213768225,8078.652896345241,4965.201648113888,5408.837291951986,5402.077913491074,8513.451179535083,8320.651436075368,8228.98058391849,8193.903067416715,8094.692264864497
80,2250.8985579331197,8035.534627653608,4902.86798726388,5361.13239513745,5338.3258805118985,8428.551636952721,8237.173144305405,8148.157791551786,8118.562055728517,8059.996364590223
81,2212.788647060508,7967.893915283295,4866.940767995165,5343.576828692299,5270.145878871064,8350.194576724318,8147.452675860904,8089.540659004347,8026.108161980248,8007.106917609216
82,2205.171882235209,7884.388204503068,4875.134573386456,5333.826752397081,5242.247212815747,8285.136079680091,8064.600310889809,8010.487403765129,7952.852540357403,7922.453156078292
83,2105.6483756549164,7780.092585546104,4870.335586745036,5280.949892031125,5204.364448718216,8198.822671700667,7950.72926230942,7915.447870526604,7865.483820076781,7810.565795011982
84,2095.807030434982,7721.85417955061,4828.7674471235805,5257.766030477169,5137.991068739379,8148.737935230712,7882.2924194959905,7857.293420861516,7785.897001558404,7752.356137183801
85,2098.973650179309,7702.572760917295,4829.536247371068,5199.780052597367,5122.090914585741,8134.129660345873,7858.358698380128,7830.866949650472,7745.584936656765,7718.222665896085
86,1972.1335463964072,7693.067675596809,4822.56431183119,5188.834775113111,5107.707060498292,8103.6803785259,7828.929508307976,7807.321923426818,7718.760155461651,7689.30134376834
87,1904.5923597844464,7606.719705389161,4774.025183666237,5142.285302224018,5027.6859444728,7991.757452470137,7763.691360242149,7728.446539670534,7646.139168601115,7630.73132820183
88,1881.016421312071,7543.606789668213,4735.275642383671,5111.460309775398,4960.044687095133,7916.50580245099,7717.955267412823,7677.331799750365,7580.073644819728,7570.019787818917
89,1876.8398028655647,7496.301312613647,4712.74557093883,5095.907785062398,4929.785159936339,7858.560845264426,7693.629270042596,7625.515115885327,7550.5069405735585,7512.714015028487
90,1848.7701275177628,7397.604732720163,4713.738037723259,5102.292524354378,4928.871593122013,7747.606534796557,7584.390506617954,7520.411366853028,7450.764172642776,7416.267390107569
91,1767.9686557756163,7294.104678303012,4717.619435196378,5071.811772865636,4938.285057820743,7631.221869763332,7485.265737187868,7413.277827219224,7348.569316647322,7321.425594316885
92,1743.286964919608,7184.158903102149,4705.313706595885,5018.746661890567,4938.451512046754,7514.799135497987,7426.466492589617,7322.193825588714,7247.758011972574,7242.828009722548
93,1711.777054428243,7092.5655083499705,4715.93890776835,5015.644294156256,4910.978588969206,7411.350175339938,7331.444304424369,7216.27357954138,7170.88781650046,7144.090239374795
94,1708.8964080791504,6966.835091540683,4702.524060403364,4999.150715987745,4901.683948179585,7286.273023970337,7198.791034913911,7097.536808417301,7089.192323357053,7036.980824690327
95,1725.0603425199306,6887.666375996862,4654.362541701144,4922.148230201207,4870.135175549415,7182.775263958328,7101.119788938216,7012.4034052610405,6998.305669635016,6934.948233172341
96,1732.2084179489818,6859.75221667067,4620.791871714482,4887.167731472874,4860.741524425871,7147.123659341699,7064.732528810951,6994.03464050825,6975.846945944312,6918.2676233509965
97,1728.7610542261143,6826.5669493048,4589.248865406999,4856.060471068018,4813.114674870028,7098.196077506572,7008.902553703985,6954.352922485207,6937.0514645249,6877.313666131657
98,1723.1487160416184,6440.865745984464,4563.633739283941,4825.255147215974,4755.353046727329,6698.453399082279,6605.452621833204,6569.847426166654,6535.563260128906,6470.209716310963
99,1717.3746217354064,6221.638568274902,4563.163753456665,4810.936867410668,4734.350446540865,6457.325851009681,6368.618333840245,6335.69255689471,6291.52180817135,6231.9931055221605
100,1694.585834028955,6049.93936714715,4554.318091825904,4777.221561714017,4705.317089354639,6255.311314946455,6166.150202320494,6131.9715556171495,6084.849649464391,6043.4473990436345
101,1651.0030729760724,5817.770260024376,4531.678101439635,4746.631035008947,4683.94152215352,5996.493277456811,5918.8837535319,5880.983609866678,5832.126834664169,5808.365638444528
102,1626.2451391615336,5602.531964803073,4462.822116685769,4648.387337373785,4619.697888869323,5764.466627014277,5706.3064639988215,5661.854783999695,5618.001117893401,5592.743029853335
103,1581.4854159373217,5367.9246776994905,4368.311019338472,4543.390667160963,4536.833537815205,5528.560821007076,5486.939806663826,5451.394371264053,5402.341481844944,5379.646808289417
104,1549.0650212363846,5211.4538754709165,4318.043033039999,4480.127259324939,4495.9009798483685,5357.03465315702,5315.299271036842,5292.392719518544,5259.491630139531,5246.751966945582
