x1,x2,x3,x4,x5,x6,x7,x8,x9,target,model_name,level,iteration
-0.6792603,0.86219996,3.7571876,1.988877,0.14619547,-1.968098,0.2768791,-0.5459996,-1.2485014,-7.185686,Global,Global,78
0.3229273,-1.0244452,0.4675831,0.41305128,0.1808572,-1.2016886,-2.9126065,-1.1465075,-2.8730414,-6.797902,Global,Global,79
0.24468142,-3.54661,4.184713,5.227666,-0.82029295,0.13492861,0.23231061,6.1518087,3.9134865,-11.538274,Global,Global,80
-0.63286287,-0.6055644,-0.029116446,1.0,-0.17677169,-0.0136589855,-0.23359855,-0.1182797,0.60438293,-3.364438,Good,Local,81
0.22884811,-0.68407184,0.032316837,1.0,-0.16631556,-0.009335852,0.08923261,-0.123640366,0.66153896,-2.9198885,Good,Local,82
-0.19504157,6.7849007,-1.6938856,0.26315573,0.00647267,-0.16957875,-0.72233653,0.10487141,1.7392693,-9.11432,Global,Global,83
-0.40822342,-2.6723487,-0.8918996,-0.14371099,0.36381182,7.954324,0.18246414,-0.3583802,0.2531926,-10.3303995,Global,Global,84
0.11190992,-4.1622753,0.024574948,0.49129096,0.55908185,-0.02957808,0.97821355,-2.4577198,1.2238315,-7.3343163,Global,Global,85
-5.163679,13.650211,0.87324905,-7.1173134,-3.8854008,-4.6784897,14.729237,-7.1557674,-26.570679,-19.725002,Global,Global,86
-2.666567,0.12017638,-0.73194337,-3.6677744,-1.9236917,-2.6229067,-2.1570191,-2.355332,1.1741276,-8.797777,Global,Global,87
0.1970707,-0.58957773,-0.10418897,0.37231776,-0.21762635,-0.030150149,0.119150825,-0.08003735,0.5620348,-2.7831755,Good,Local,88
0.23752256,-0.5881876,0.058297127,1.0,-0.29863685,-0.014427032,0.4760998,-0.12974466,0.6546462,-3.4716673,Good,Local,89
-0.39707687,-2.7727315,0.638542,-0.40263763,2.037972,-0.93048465,0.40548816,0.20851268,-0.6572843,-6.2844076,Global,Global,90
-0.2445285,0.5793528,-1.7640507,0.4022183,-0.2044537,-1.3889656,-3.0444076,-0.8269955,0.9875713,-6.4298315,Global,Global,91
0.3682929,0.9984142,-0.08446857,1.2027568,-0.09528255,-0.20773919,0.0021980784,-0.7184174,6.227266,-8.253008,Global,Global,92
1.0148166,1.230667,-0.3073584,0.29085976,0.79855746,1.3100101,-0.20161214,-1.3942488,-0.12244006,-4.890891,Global,Global,93
0.12493976,1.3629816,0.7171873,0.5134174,-0.31558338,-2.4683998,0.94598204,-0.1769345,0.6844843,-5.71762,Global,Global,94
-0.4944591,-0.638865,-0.19102852,-0.11081055,-0.21173966,-0.021893442,0.09257311,-0.114371054,0.659082,-2.9119463,Good,Local,95
0.2832788,-0.6428737,-0.08615568,0.04452165,-0.12563741,0.121312104,-0.06961717,0.073261455,0.6123824,-2.488185,Good,Local,96
2.205538,2.5583506,4.0940485,-1.3115023,1.3294929,1.591515,-3.5640817,0.19216584,-0.3833881,-9.329856,Global,Global,97
0.97237456,-0.35517222,-1.3185935,4.884668,2.3384373,2.3937294,-0.8177969,0.6756712,3.0555542,-9.103312,Global,Global,98
1.938058,-3.354186,4.2458663,2.2541041,-1.3679118,-0.07800111,5.314853,0.63231915,2.8702092,-10.555372,Global,Global,99
0.40285942,-0.8985528,-0.09397339,-0.34976503,-0.056757525,1.0710205,-8.934,-0.09344894,1.7318925,-10.395715,Global,Global,100
