x1,x2,x3,x4,x5,x6,x7,x8,x9,target,model_name,level,iteration
0.02821727,1.0,-0.022215256,0.008435343,-1.0,0.0068640467,-0.038062524,0.9234978,0.02455579,-2.1853418,Good,Local,45
-0.023794638,1.0,0.03695502,0.029556066,-1.0,-0.0007197113,-0.032215923,0.9756229,0.12403936,-2.282319,Good,Local,46
0.13814276,1.0,-0.09146086,-0.003286719,-1.0,0.022588912,-0.03612622,0.9675725,0.044507597,-2.347911,Good,Local,47
-0.90267575,-0.5808567,-6.990463,1.3602008,19.32705,31.224277,-9.2949705,14.050801,29.150717,-20.871056,Global,Global,48
0.11322249,1.1685145,-18.137148,-0.40067086,-4.2335443,0.098293744,-11.242651,-2.524121,0.8029648,-16.9223,Global,Global,49
2.9687777,0.5865179,0.16160695,1.4422326,-1.5136925,-1.5166595,-5.3859954,1.8484524,4.0587783,-10.177034,Global,Global,50
-32.768,32.768,32.768,32.768,-32.768,-32.768,22.752232,32.768,32.768,-21.576508,Global,Global,51
-1.5376849,-0.7727319,-12.857323,-0.053219754,-6.9106717,1.446045,-0.17270748,-4.1252613,0.7493402,-14.309165,Global,Global,52
-0.066721104,1.0,-0.117256895,-0.049055643,-1.0,-0.029337408,-0.032599226,0.8870755,0.087230206,-2.3535738,Good,Local,53
-0.0037831757,1.0,-0.005837627,0.07477611,-1.0,-0.20185754,-0.0089189,1.0,-0.032539595,-2.4378042,Good,Local,54
2.3722746,0.2821838,3.9939268,-11.92833,-2.4274406,-0.27623102,1.1790794,-7.442924,-2.9545355,-14.48238,Global,Global,55
-0.1175918,4.939802,-10.102762,3.3264558,-2.9353378,-4.8698874,-0.95366096,1.6717093,1.8260602,-12.819797,Global,Global,56
-0.15231408,6.3745923,-2.220818,-1.2762362,-4.8684063,-0.523756,-1.0365767,1.7126822,6.7637506,-12.064741,Global,Global,57
5.1649103,-14.187494,18.402622,-3.7971556,-2.826589,-1.2806792,0.6010676,10.3302765,0.8075721,-18.316124,Global,Global,58
15.302383,-0.015639639,12.958863,0.48654288,-1.3743393,-5.376892,-5.0026507,6.1448097,2.9510913,-17.024937,Global,Global,59
0.038962323,1.0,0.0021337962,0.12464356,-1.0,0.057123844,-0.02364795,0.84214807,0.09708878,-2.383191,Good,Local,60
-0.010779837,1.0,0.044749983,-0.2605474,-1.0,0.006694225,-0.02148504,1.0,-0.008990526,-2.5230074,Good,Local,61
1.6626489,0.044251148,-0.4898261,-6.516966,-5.8993487,-3.0673273,-0.2882615,2.2561786,0.49120268,-11.394762,Global,Global,62
-0.35007334,0.28196427,-0.4181915,0.7246034,-0.60992914,-0.4744566,-9.590087,-6.280029,0.71117866,-12.874811,Global,Global,63
-1.7364414,1.4913925,-0.20159139,2.2466006,1.4877428,0.5995521,-1.2832391,3.166298,0.9462508,-7.569661,Global,Global,64
-0.27913266,1.6837863,-1.5377109,-0.97860724,-0.5598236,-0.102045245,-4.4262033,0.56387895,0.77240866,-7.8112907,Global,Global,65
9.186489,1.5364116,-1.810269,6.249472,5.00084,0.5156749,-0.08581608,11.642191,5.9858413,-15.593738,Global,Global,66
-0.021590544,1.0,-0.0050445264,0.015881335,-1.0,0.05963462,-0.023489933,1.0,-0.026717454,-2.2156782,Good,Local,67
4.200001e-06,0.50744575,0.0028283044,0.0055015385,-1.0,0.018128676,-0.051046517,1.0,0.015507166,-2.46412,Good,Local,68
4.9867067,-0.56866354,-1.1948628,-0.32790422,-5.623634,-1.5075397,-0.6908469,-1.2904282,0.6156942,-10.23602,Global,Global,69
0.6687261,-0.71676385,-3.3497062,-0.1479449,-0.9240456,-0.43833163,-0.493447,-1.6378763,0.47655323,-6.7620955,Global,Global,70
0.7742716,1.6060236,-1.0608048,1.0465851,-0.98354965,-1.0871625,-0.9325086,1.6421691,1.639874,-5.7495203,Global,Global,71
2.937755,1.6227012,-1.9595103,4.4686613,-4.0283895,-5.366691,0.9156206,-5.051655,4.121533,-11.780602,Global,Global,72
-2.2450793,5.6931996,0.60850245,1.5394853,-2.2447033,0.3270848,1.416532,1.3012321,0.4379521,-9.59065,Global,Global,73
0.0004998339,1.0,0.031160962,-0.034620974,-1.0,0.16211282,-0.05602807,1.0,0.047341604,-2.3745165,Good,Local,74
0.009672369,1.0,0.02669238,0.011098919,-1.0,0.0030400853,0.027039023,1.0,-0.014789856,-2.192914,Good,Local,75
-2.2155552,0.91765517,-0.19562338,-0.037749246,-1.3806741,0.7391235,-0.78595054,6.28381,2.1407628,-9.12232,Global,Global,76
-1.5662588,1.3044499,-0.7157296,0.58871377,-2.1477761,2.5866277,-0.434564,4.773166,0.060768656,-8.784764,Global,Global,77
3.3344204,-9.237805,10.533406,-16.93769,-17.569836,10.470626,3.6349695,6.800047,5.6915236,-19.590557,Global,Global,78
-2.9096546,-6.5235534,4.2821136,0.7880804,-0.2376039,-0.17783144,-2.5914779,7.224284,3.6203957,-12.788607,Global,Global,79
-1.1974483,-2.3743126,0.81705487,-0.32010767,-1.8414372,-1.4119934,-0.6670915,0.27661732,1.2330426,-6.4357557,Global,Global,80
0.016957657,1.0,0.03982918,0.010080403,-1.0,-0.0038182216,-0.010557337,1.0,-0.018539004,-2.1963797,Good,Local,81
0.01106042,1.0,0.043486986,-0.0044662966,-1.0,-0.007562104,0.007648501,0.9594846,0.00072380883,-2.1767588,Good,Local,82
0.02087295,1.0,0.03943187,-0.011990242,-1.0,-0.015048597,0.032934844,0.9371648,0.014124999,-2.1846285,Good,Local,83
0.016295837,1.0,0.050005205,-0.0095678745,-1.0,-0.015291667,0.0028819055,0.9373673,0.0052610324,-2.1813536,Good,Local,84
4.9006214,5.40479,-11.867291,4.5161858,-1.4661345,-0.35267106,0.049697675,0.96883327,1.6974018,-14.320949,Global,Global,85
-0.4542837,1.8777311,-0.98945725,-0.17176504,-6.1903014,-0.73690325,0.20446941,1.2599546,2.798735,-9.158496,Global,Global,86
-22.45733,9.815193,23.376537,-8.581,-12.259279,19.151047,0.2644894,1.3549553,6.9020777,-20.67937,Global,Global,87
0.49620223,0.44580433,-4.7096534,-1.4805853,-0.6773753,12.769955,2.1726217,-5.018183,-5.5532184,-15.016988,Global,Global,88
-1.4284335,6.3920565,-2.410852,9.9799595,-4.2625327,-3.309739,-4.117659,2.0379508,0.7226096,-13.958164,Global,Global,89
0.0017308072,1.0,0.016701387,-0.002076593,-1.0,-0.0052087647,0.024428692,0.94699055,-0.0021206858,-2.1675882,Good,Local,90
0.003999211,1.0,0.008185424,0.007865409,-0.8097834,0.007356957,0.04546825,0.9571257,0.007308206,-2.23631,Good,Local,91
-0.03299677,1.0,0.03685192,0.0030246177,-1.0,-0.011372003,0.025312318,0.9393877,-0.0035755923,-2.182004,Good,Local,92
11.91294,-9.07204,-0.39377624,-0.92116195,-0.82942647,-0.42526734,3.086802,-5.774238,-1.7502854,-14.745989,Global,Global,93
-0.18102264,7.505558,-28.858784,-13.913681,-13.36178,1.1783218,-8.700516,-15.716829,26.80595,-20.842445,Global,Global,94
3.623933,1.0797576,16.329037,-3.2665493,-0.938105,17.990059,-2.8076625,-2.2295766,4.946079,-17.694427,Global,Global,95
-0.13818926,0.9632373,1.4978576,2.0582016,-2.3103516,-0.8600804,3.5850704,4.9653935,0.5405311,-9.198073,Global,Global,96
0.61680907,14.884488,0.85228777,-0.88282824,29.106184,0.11308943,-0.47149035,6.054725,0.6023898,-19.28851,Global,Global,97
0.0035448973,1.0,-0.0003833259,0.024993991,-1.0,-0.0052565713,0.040987015,0.9444107,0.003349091,-2.176465,Good,Local,98
-0.00061454345,1.0,-0.006743345,-0.013447254,-1.0,-0.011958412,0.023392687,0.95608914,-0.0015853123,-2.1685266,Good,Local,99
14.872205,6.4422126,-22.76094,27.718346,3.9469705,18.474352,-0.24170895,18.344097,6.2072015,-20.959648,Global,Global,100
